model,ablation,seed,station,in_domain,n_windows,MAE,RMSE,MAE_T,RMSE_T,MAE_RH,RMSE_RH,MAE_P,RMSE_P,MAE_WS,RMSE_WS
Autoformer,full_normon,0,Wanliu,False,6895,5.185723304748535,9.07209014892578,3.19948673248291,4.080564975738525,13.025010108947754,16.912105560302734,3.8811872005462646,5.07296895980835,0.6372129917144775,0.8977187275886536
Autoformer,full_normon,0,Wanshouxigong,False,6895,5.231988906860352,9.23906707763672,2.9659552574157715,3.838180541992187,13.371182441711426,17.31482696533203,3.8864307403564458,5.087647438049316,0.7043935060501099,1.0111812353134155
Autoformer,full_normon,1,Aotizhongxin,True,6895,5.480737686157227,9.623686790466309,3.1685214042663574,4.067756175994873,13.925426483154297,18.004409790039062,4.106044769287109,5.3559112548828125,0.7229605913162231,1.0344992876052856
Autoformer,full_normon,1,Changping,False,6895,5.317492485046387,9.300271034240724,3.22676420211792,4.20681095123291,13.191412925720217,17.2725830078125,4.112680435180664,5.364617347717285,0.7391146421432495,1.0778497457504272
Autoformer,full_normon,1,Dingling,False,6895,5.30184268951416,9.287611961364746,3.173644781112671,4.1489787101745605,13.184618949890137,17.260272979736328,4.109729290008545,5.362040042877197,0.7393760085105896,1.075423002243042
Autoformer,full_normon,1,Dongsi,False,6895,5.49716854095459,9.646915435791016,3.2295451164245605,4.158736228942871,13.936773300170898,18.034687042236328,4.099670886993408,5.351132392883301,0.7226823568344116,1.0355095863342283
Autoformer,full_normon,1,Guanyuan,False,6895,5.504415035247803,9.647192001342772,3.206845998764038,4.125496864318848,13.979394912719728,18.04176902770996,4.10793924331665,5.355167865753174,0.7234760522842407,1.0345780849456787
Autoformer,full_normon,1,Gucheng,False,6895,5.356417179107666,9.374539375305176,3.179550886154175,4.1117963790893555,13.24248218536377,17.42569923400879,4.142040729522705,5.413847923278809,0.861595630645752,1.2869371175765991
Autoformer,full_normon,1,Huairou,False,6895,5.24045991897583,9.322710990905762,3.251066207885742,4.16698694229126,12.91257095336914,17.344226837158203,4.091156005859375,5.326381683349609,0.7070457339286804,1.0466387271881104
Autoformer,full_normon,1,Nongzhanguan,False,6895,5.484455108642578,9.628823280334473,3.1939170360565186,4.1081085205078125,13.919675827026367,18.00792694091797,4.101819038391113,5.350247383117676,0.722406804561615,1.034345030784607
Autoformer,full_normon,1,Shunyi,False,6895,5.297094345092773,9.32005786895752,3.0886306762695312,4.011474609375,13.219393730163574,17.35556411743164,4.120790481567383,5.373718738555908,0.7595624923706055,1.1267273426055908
Autoformer,full_normon,1,Tiantan,False,6895,5.468727111816406,9.630878448486328,3.024364471435547,3.926851272583008,14.01987075805664,18.050996780395508,4.106161117553711,5.356315612792969,0.7245143055915833,1.032694935798645
Autoformer,full_normon,1,Wanliu,False,6895,5.372029781341553,9.329893112182615,3.3244688510894775,4.242137908935547,13.423404693603516,17.343923568725586,4.0916876792907715,5.343068599700928,0.6485629677772522,0.912070333957672
Autoformer,full_normon,1,Wanshouxigong,False,6895,5.507152557373047,9.677889823913574,3.1728780269622803,4.101449489593506,14.025200843811035,18.11225700378418,4.107314109802246,5.3573174476623535,0.7232140898704529,1.0342508554458618
Autoformer,full_normon,2,Aotizhongxin,True,6895,5.341945171356201,9.415556907653809,3.1699962615966797,4.042555332183838,13.585365295410156,17.641958236694336,3.907105445861816,5.099292755126953,0.7053057551383972,1.0134332180023191
Autoformer,full_normon,2,Changping,False,6895,5.287055492401123,9.312365531921388,3.229116916656494,4.146747589111328,13.242721557617188,17.379486083984375,3.95046067237854,5.148077487945557,0.7259236574172974,1.0657917261123655
Autoformer,full_normon,2,Dingling,False,6895,5.255224227905273,9.235576629638672,3.2206082344055176,4.152648448944092,13.129590034484863,17.21319007873535,3.951653242111206,5.150716304779053,0.7190470099449158,1.0560543537139893
Autoformer,full_normon,2,Dongsi,False,6895,5.341237545013428,9.437819480895996,3.21671199798584,4.110493183135986,13.533195495605469,17.679183959960938,3.904197931289673,5.077707767486572,0.7108449935913086,1.028105854988098
Autoformer,full_normon,2,Guanyuan,False,6895,5.36245059967041,9.465879440307615,3.1813251972198486,4.060262680053711,13.64039421081543,17.741792678833008,3.918869018554687,5.109724998474121,0.7092123627662659,1.0223768949508667
Autoformer,full_normon,2,Gucheng,False,6895,5.357762336730957,9.411491394042969,3.225607395172119,4.094778060913086,13.39430332183838,17.5791072845459,3.950934886932373,5.188958644866943,0.8602056503295898,1.259860634803772
Autoformer,full_normon,2,Huairou,False,6895,5.382538318634033,9.618019104003906,3.3043229579925537,4.177444934844971,13.625411033630373,18.04443359375,3.887634038925171,5.0891900062561035,0.7127864360809326,1.0357134342193604
Autoformer,full_normon,2,Nongzhanguan,False,6895,5.370684623718262,9.492101669311523,3.185905694961548,4.062445640563965,13.702642440795898,17.813257217407227,3.88698935508728,5.054169178009033,0.7072005271911621,1.0196921825408936
Autoformer,full_normon,2,Shunyi,False,6895,5.1557087898254395,9.122078895568848,3.1253786087036133,3.997365951538086,12.834525108337402,17.011367797851562,3.9183058738708496,5.12650728225708,0.7446209788322449,1.0966556072235107
Autoformer,full_normon,2,Tiantan,False,6895,5.442768096923828,9.602483749389648,3.1625452041625977,4.029418468475342,14.005136489868164,18.047901153564453,3.896289110183716,5.083555698394775,0.7071049213409424,1.012587308883667
Autoformer,full_normon,2,Wanliu,False,6895,5.342114448547363,9.353657722473145,3.414011240005493,4.309597492218018,13.402471542358398,17.447954177856445,3.910249710083008,5.1123857498168945,0.6417213678359985,0.9074126482009888
Autoformer,full_normon,2,Wanshouxigong,False,6895,5.421765327453613,9.579544067382812,3.2260401248931885,4.110840797424316,13.83863353729248,17.974929809570312,3.9144387245178223,5.102048397064209,0.7079482674598694,1.0211211442947388
Autoformer,full_normon,3,Aotizhongxin,True,6895,5.304163455963135,9.338180541992188,3.120516777038574,4.002297878265381,13.530688285827637,17.48805046081543,3.850029945373535,5.093104362487793,0.7154228091239929,1.0081952810287476
Autoformer,full_normon,3,Changping,False,6895,5.284069538116455,9.217495918273926,3.1811585426330566,4.108687877655029,13.28121566772461,17.191041946411133,3.92780089378357,5.12724494934082,0.7460978627204895,1.0710307359695437
Autoformer,full_normon,3,Dingling,False,6895,5.213581562042236,9.025113105773926,3.265138626098633,4.191669940948486,12.91497802734375,16.75307273864746,3.933259963989258,5.143439769744873,0.7409453392028809,1.0583685636520386
Autoformer,full_normon,3,Dongsi,False,6895,5.304266452789307,9.352849006652832,3.080550193786621,3.976712942123413,13.543964385986328,17.515884399414062,3.879539728164673,5.124339580535889,0.7130137085914612,1.0118402242660522
Autoformer,full_normon,3,Guanyuan,False,6895,5.341508865356445,9.397479057312012,3.0761659145355225,3.960054636001587,13.666016578674316,17.604562759399414,3.9059934616088863,5.159034252166748,0.717859148979187,1.015892744064331
Autoformer,full_normon,3,Gucheng,False,6895,5.295477867126465,9.214550018310549,3.1823418140411377,4.0730719566345215,13.140830993652344,17.143125534057617,3.967869520187378,5.246395111083984,0.8908693790435791,1.27685284614563
Autoformer,full_normon,3,Huairou,False,6895,5.329163074493408,9.411782264709473,3.4144062995910645,4.305950164794922,13.275338172912598,17.56510353088379,3.8722786903381343,5.11151647567749,0.754625141620636,1.0606281757354736
Autoformer,full_normon,3,Nongzhanguan,False,6895,5.342715740203857,9.428374290466309,3.1119344234466553,3.998185634613037,13.714735984802246,17.698257446289062,3.826862812042236,5.033538818359375,0.7173327207565308,1.0132312774658203
Autoformer,full_normon,3,Shunyi,False,6895,5.191916465759277,9.15689182281494,3.0834920406341553,3.9546074867248535,13.019378662109377,17.097837448120117,3.895447015762329,5.117167949676514,0.7693501710891724,1.1110092401504517
Autoformer,full_normon,3,Tiantan,False,6895,5.365350246429443,9.449481010437012,3.1137850284576416,4.012843132019043,13.760032653808594,17.721485137939453,3.872063398361206,5.09859561920166,0.7155184745788574,1.0105026960372925
Autoformer,full_normon,3,Wanliu,False,6895,5.294403553009033,9.18821144104004,3.4571027755737305,4.386488437652588,13.213251113891602,17.075077056884766,3.8643412590026855,5.108283996582031,0.6429195404052734,0.8937569260597229
Autoformer,full_normon,3,Wanshouxigong,False,6895,5.35231351852417,9.444904327392578,3.1362009048461914,4.035128116607666,13.66558837890625,17.693134307861328,3.890966892242432,5.144857883453369,0.7164957523345947,1.0129245519638062
Autoformer,full_normon,4,Aotizhongxin,True,6895,5.420919418334961,9.55414581298828,3.255249500274658,4.124273777008057,13.78514003753662,17.900959014892578,3.933591604232788,5.159716606140137,0.7096930742263794,1.0247613191604614
Autoformer,full_normon,4,Changping,False,6895,5.258199691772461,9.180821418762209,3.3220279216766357,4.245800495147705,13.007908821105955,17.059791564941406,3.9750916957855225,5.189838409423828,0.7277706861495972,1.0734174251556396
Autoformer,full_normon,4,Dingling,False,6895,5.246572017669678,9.134626388549805,3.3125686645507812,4.248810768127441,12.967443466186523,16.96109390258789,3.981849431991577,5.18635892868042,0.724427342414856,1.0659794807434082
Autoformer,full_normon,4,Dongsi,False,6895,5.423732757568359,9.548828125,3.3311774730682373,4.218259811401367,13.72212028503418,17.87653160095215,3.9281952381134033,5.126757621765137,0.713445246219635,1.0357286930084229
Autoformer,full_normon,4,Guanyuan,False,6895,5.440255641937256,9.546381950378418,3.2986536026000977,4.17825174331665,13.788637161254885,17.86550521850586,3.9614782333374023,5.180386543273926,0.7122495770454407,1.0310909748077393
Autoformer,full_normon,4,Gucheng,False,6895,5.318015098571777,9.251738548278809,3.27514910697937,4.164383411407471,13.178910255432127,17.215133666992188,3.964147567749023,5.2033257484436035,0.8538487553596497,1.265390396118164
Autoformer,full_normon,4,Huairou,False,6895,5.274075508117676,9.370010375976562,3.3049285411834717,4.183244228363037,13.158124923706056,17.505130767822266,3.9174270629882817,5.116403579711914,0.7158198356628418,1.0400172472000122
Autoformer,full_normon,4,Nongzhanguan,False,6895,5.429948329925537,9.570674896240234,3.2858502864837646,4.159392356872559,13.814385414123535,17.946033477783203,3.908546686172486,5.096186637878418,0.7110086679458618,1.029354214668274
Autoformer,full_normon,4,Shunyi,False,6895,5.26005220413208,9.276301383972168,3.232093811035156,4.112083911895752,13.117870330810549,17.308542251586914,3.944080114364624,5.146266460418701,0.746163547039032,1.1045931577682495
Autoformer,full_normon,4,Tiantan,False,6895,5.4307942390441895,9.546831130981444,3.174786329269409,4.048038005828857,13.886966705322266,17.901578903198242,3.9527900218963623,5.164985656738281,0.7086358666419983,1.0187182426452637
Autoformer,full_normon,4,Wanliu,False,6895,5.350192070007324,9.308249473571776,3.498364210128784,4.402736186981201,13.324249267578123,17.31391143798828,3.94053053855896,5.157637119293213,0.6376190185546875,0.9039403796195984
Autoformer,full_normon,4,Wanshouxigong,False,6895,5.440634727478027,9.605175018310549,3.2807955741882324,4.167524814605713,13.8274564743042,18.0008544921875,3.945071220397949,5.156117916107178,0.7092203497886658,1.026175022125244
Crossformer,full,0,Aotizhongxin,True,6895,4.35306978225708,8.118216514587402,3.1229848861694336,3.9820432662963863,11.369830131530762,15.392457008361816,2.27093243598938,3.158508062362671,0.6485341191291809,0.928013563156128
Crossformer,full,0,Changping,False,6895,4.216814994812012,7.707408905029297,3.3173234462738037,4.205288410186768,10.47144889831543,14.429333686828612,2.412564277648926,3.278541088104248,0.6659271121025085,0.9887930154800416
Crossformer,full,0,Dingling,False,6895,4.229987621307373,7.739450454711914,3.33605432510376,4.2365522384643555,10.50274658203125,14.486509323120115,2.4159984588623047,3.2866156101226807,0.6651492714881897,0.9935663342475892
Crossformer,full,0,Dongsi,False,6895,4.364139556884766,8.133485794067383,3.110690116882324,3.9746227264404297,11.4146089553833,15.425146102905272,2.2828335762023926,3.165656566619873,0.648426353931427,0.9274885058403016
Crossformer,full,0,Guanyuan,False,6895,4.356749057769775,8.124881744384766,3.1142160892486572,3.975614309310913,11.38855266571045,15.407419204711914,2.2757558822631836,3.162515163421631,0.6484687328338623,0.9269896149635316
Crossformer,full,0,Gucheng,False,6895,4.312453746795654,7.986258029937744,3.235412120819092,4.127040386199951,10.887914657592772,15.040964126586914,2.3503425121307373,3.2399964332580566,0.7761443853378296,1.1664667129516602
Crossformer,full,0,Huairou,False,6895,4.304195880889893,8.002004623413086,3.4121453762054443,4.320919990539551,10.7235107421875,15.021753311157228,2.4236550331115723,3.2922377586364746,0.6574777960777283,0.982878029346466
Crossformer,full,0,Nongzhanguan,False,6895,4.3612213134765625,8.14001178741455,3.1109507083892822,3.9755351543426514,11.401326179504396,15.437860488891602,2.283775329589844,3.1693549156188965,0.648831307888031,0.9284155368804932
Crossformer,full,0,Shunyi,False,6895,4.199878692626953,7.7834553718566895,3.1563687324523926,4.037320613861084,10.67601490020752,14.659510612487791,2.281588554382324,3.1773266792297363,0.6855461597442627,1.0159282684326172
Crossformer,full,0,Tiantan,False,6895,4.356944561004639,8.138331413269043,3.1093757152557373,3.971824884414673,11.390010833740234,15.436115264892578,2.2798519134521484,3.1653947830200195,0.6485427618026733,0.9279354214668274
Crossformer,full,0,Wanliu,False,6895,4.3599534034729,8.054658889770508,3.307194232940674,4.1720757484436035,11.212783813476562,15.205618858337402,2.3142178058624268,3.194976329803467,0.6056206822395325,0.8277202844619751
Crossformer,full,0,Wanshouxigong,False,6895,4.3634796142578125,8.141962051391602,3.1110851764678955,3.974068164825439,11.412118911743164,15.442605018615724,2.282238721847534,3.1683928966522217,0.648476243019104,0.9274948835372924
Crossformer,full,1,Aotizhongxin,True,6895,4.329830646514893,8.193702697753906,3.368088722229004,4.164215087890625,11.050997734069824,15.488093376159668,2.248819589614868,3.226602554321289,0.6514108777046204,0.9562248587608336
Crossformer,full,1,Changping,False,6895,4.127606391906738,7.600640773773193,3.495373249053955,4.256117343902588,10.116342544555664,14.203067779541016,2.2203497886657715,3.1943283081054688,0.6783626079559326,1.0166600942611694
Crossformer,full,1,Dingling,False,6895,4.141491413116455,7.627347946166992,3.525739908218384,4.301135540008545,10.146047592163086,14.247817993164062,2.215981960296631,3.1883387565612793,0.6781976819038391,1.0198676586151123
Crossformer,full,1,Dongsi,False,6895,4.350878715515137,8.228891372680664,3.3495657444000244,4.144287586212158,11.152738571166992,15.57071018218994,2.249314546585083,3.2129030227661133,0.6518940925598145,0.9558669328689576
Crossformer,full,1,Guanyuan,False,6895,4.340381622314453,8.200380325317383,3.3616232872009277,4.1566386222839355,11.094060897827148,15.506735801696776,2.2541840076446533,3.2150728702545166,0.6516562700271606,0.9548293948173524
Crossformer,full,1,Gucheng,False,6895,4.286998271942139,7.957645416259766,3.4492337703704834,4.217559814453125,10.701510429382324,14.964849472045898,2.2096292972564697,3.1796627044677734,0.7876188158988953,1.2048872709274292
Crossformer,full,1,Huairou,False,6895,4.279459476470947,7.902801990509033,3.501889944076538,4.260811805725098,10.73646354675293,14.850329399108888,2.2182955741882324,3.1832451820373535,0.6611862778663635,0.998615860939026
Crossformer,full,1,Nongzhanguan,False,6895,4.335718154907227,8.223366737365723,3.3496170043945312,4.14889669418335,11.09450340270996,15.556931495666504,2.247519254684448,3.2169437408447266,0.6512344479560852,0.9565249085426332
Crossformer,full,1,Shunyi,False,6895,4.202480792999268,7.846907615661621,3.4025394916534424,4.1612067222595215,10.401291847229004,14.734360694885254,2.316427230834961,3.284996032714844,0.6896633505821228,1.04287850856781
Crossformer,full,1,Tiantan,False,6895,4.342788219451904,8.22985553741455,3.3841145038604736,4.187283515930176,11.084994316101074,15.561585426330566,2.249948740005493,3.211543321609497,0.6520984172821045,0.9548997282981871
Crossformer,full,1,Wanliu,False,6895,4.3533525466918945,8.09451675415039,3.598074436187744,4.367142200469971,10.980401992797852,15.228960990905762,2.2391481399536133,3.223788022994995,0.5957884192466736,0.8359869718551636
Crossformer,full,1,Wanshouxigong,False,6895,4.34589147567749,8.224358558654785,3.3756957054138184,4.170663833618164,11.116467475891112,15.556389808654783,2.240619421005249,3.2022857666015625,0.6507848501205444,0.9539308547973632
Crossformer,full,2,Aotizhongxin,True,6895,4.2107391357421875,7.838041305541992,2.9729931354522705,3.742992162704468,11.070307731628418,14.882197380065918,2.148421287536621,3.061155319213867,0.6512358784675598,0.9375962018966676
Crossformer,full,2,Changping,False,6895,4.067701816558838,7.379584789276123,3.15028977394104,3.929489135742187,10.053298950195312,13.800921440124512,2.3974716663360596,3.3060128688812256,0.6697494387626648,0.9985257387161256
Crossformer,full,2,Dingling,False,6895,4.077935695648193,7.412380695343018,3.118196964263916,3.8882193565368657,10.097328186035156,13.875126838684082,2.427698850631714,3.3360440731048584,0.6685176491737366,1.0034852027893066
Crossformer,full,2,Dongsi,False,6895,4.2053399085998535,7.84641170501709,2.9423813819885254,3.70747971534729,11.080414772033691,14.90914821624756,2.146914005279541,3.0586791038513184,0.6516486406326294,0.9386234283447266
Crossformer,full,2,Guanyuan,False,6895,4.204547882080078,7.84075403213501,2.947756290435791,3.715737581253052,11.07474422454834,14.895756721496582,2.1444361209869385,3.056164264678955,0.6512489914894104,0.9377401471138
Crossformer,full,2,Gucheng,False,6895,4.25702428817749,7.783216953277588,3.103945732116699,3.874796152114868,10.83248805999756,14.677535057067873,2.3117384910583496,3.23927640914917,0.77992182970047,1.1734150648117063
Crossformer,full,2,Huairou,False,6895,4.280592918395996,7.90044641494751,3.1960930824279785,3.980857372283935,10.848873138427734,14.89089584350586,2.415600299835205,3.3314402103424072,0.6618017554283142,0.9918294548988342
Crossformer,full,2,Nongzhanguan,False,6895,4.203776836395264,7.852919578552246,2.9400789737701416,3.7068841457366943,11.071717262268066,14.92176914215088,2.151219367980957,3.064288854598999,0.6520938277244568,0.9398088455200196
Crossformer,full,2,Shunyi,False,6895,4.025588035583496,7.457235813140869,2.9418036937713623,3.6921579837799072,10.30260944366455,14.080314636230469,2.1691715717315674,3.0822715759277344,0.688764750957489,1.0265427827835083
Crossformer,full,2,Tiantan,False,6895,4.202455997467041,7.8380913734436035,2.964189052581787,3.7370569705963135,11.041768074035645,14.88288688659668,2.1521120071411133,3.0652878284454346,0.6517535448074341,0.9384912848472596
Crossformer,full,2,Wanliu,False,6895,4.254185199737549,7.860283374786377,3.156946182250977,3.9303696155548096,11.060831069946287,14.876595497131348,2.1951961517333984,3.112124443054199,0.603767991065979,0.8307012319564819
Crossformer,full,2,Wanshouxigong,False,6895,4.214620590209961,7.853198528289795,2.9724559783935547,3.745025873184204,11.08405590057373,14.913300514221191,2.150134563446045,3.062446117401123,0.6518343091011047,0.9384024143218994
Crossformer,full,3,Aotizhongxin,True,6895,4.121750354766846,7.805985450744629,2.936829090118408,3.677371025085449,10.72033977508545,14.819062232971191,2.182934522628784,3.119215488433838,0.6468960642814636,0.9362091422080994
Crossformer,full,3,Changping,False,6895,3.962238550186157,7.357382297515869,3.0627071857452393,3.7949957847595215,9.87951374053955,13.829487800598145,2.2382094860076904,3.144274950027466,0.6685252785682678,0.9904931783676147
Crossformer,full,3,Dingling,False,6895,3.965533494949341,7.369892120361328,3.0182511806488037,3.746453523635864,9.929367065429688,13.86740016937256,2.248534679412842,3.1520495414733887,0.6659834980964661,0.9925724864006042
Crossformer,full,3,Dongsi,False,6895,4.134374618530273,7.797948837280273,2.947652578353882,3.68914532661438,10.75732421875,14.799365997314451,2.1845743656158447,3.1183104515075684,0.6479482054710388,0.9365545511245728
Crossformer,full,3,Guanyuan,False,6895,4.132600784301758,7.804642200469971,2.9459304809570312,3.686770439147949,10.751476287841797,14.813678741455078,2.1850266456604004,3.120074987411499,0.6479682922363281,0.9367682337760924
Crossformer,full,3,Gucheng,False,6895,4.106037616729736,7.66362714767456,3.035683870315552,3.778805732727051,10.409530639648438,14.473936080932615,2.204882860183716,3.126671075820923,0.7740524411201477,1.1723840236663818
Crossformer,full,3,Huairou,False,6895,4.1656293869018555,7.85460090637207,3.0298712253570557,3.766680240631103,10.724308967590332,14.888394355773926,2.2438132762908936,3.153390407562256,0.6645237803459167,0.9914441108703612
Crossformer,full,3,Nongzhanguan,False,6895,4.1324591636657715,7.821555137634277,2.934870958328247,3.6768932342529297,10.759759902954102,14.851149559020996,2.1871049404144287,3.122875690460205,0.6480979323387146,0.9372434616088868
Crossformer,full,3,Shunyi,False,6895,3.985761880874634,7.439807415008545,2.89797306060791,3.605252504348755,10.13575553894043,14.046972274780272,2.2207744121551514,3.1682727336883545,0.6885421276092529,1.0245449542999268
Crossformer,full,3,Tiantan,False,6895,4.126986503601074,7.851484775543213,2.9428553581237793,3.6883273124694824,10.737576484680176,14.913512229919434,2.1791694164276123,3.112518310546875,0.6483426690101624,0.9374792575836182
Crossformer,full,3,Wanliu,False,6895,4.155266284942627,7.79448938369751,3.132580518722534,3.86896300315857,10.711417198181152,14.755117416381836,2.182345390319824,3.107119560241699,0.5947233438491821,0.8244053721427917
Crossformer,full,3,Wanshouxigong,False,6895,4.1292548179626465,7.807943344116211,2.9567339420318604,3.699530601501465,10.730020523071287,14.81844711303711,2.1821165084838867,3.115399122238159,0.648147463798523,0.9366596341133118
Crossformer,full,4,Aotizhongxin,True,6895,4.219572067260742,8.055079460144043,2.812448740005493,3.6024346351623535,11.226656913757324,15.355609893798828,2.185572862625122,3.141854763031006,0.6536078453063965,0.9453518986701964
Crossformer,full,4,Changping,False,6895,4.057650566101074,7.639520645141602,2.9304442405700684,3.7555572986602783,10.38807773590088,14.44277000427246,2.237110137939453,3.122478485107422,0.6749712824821472,1.000721096992493
Crossformer,full,4,Dingling,False,6895,4.097553730010986,7.704063415527344,2.9694039821624756,3.801952362060547,10.472776412963867,14.56159496307373,2.273961067199707,3.148265600204468,0.6740756034851074,1.0019521713256836
Crossformer,full,4,Dongsi,False,6895,4.248765468597412,8.11362075805664,2.8216567039489746,3.618937730789185,11.323440551757812,15.472922325134276,2.1966869831085205,3.1502580642700195,0.6532744765281677,0.9440608024597168
Crossformer,full,4,Guanyuan,False,6895,4.2521653175354,8.137442588806152,2.8156485557556152,3.607670307159424,11.344372749328612,15.525397300720217,2.195606231689453,3.1507182121276855,0.6530340909957886,0.944256603717804
Crossformer,full,4,Gucheng,False,6895,4.232901096343994,7.9868669509887695,2.871173620223999,3.6895735263824463,11.066532135009766,15.183082580566406,2.2151782512664795,3.1049180030822754,0.7787206172943115,1.1750364303588867
Crossformer,full,4,Huairou,False,6895,4.285161972045898,8.154455184936523,2.9351630210876465,3.7491109371185303,11.2753267288208,15.522075653076172,2.265385150909424,3.1637320518493652,0.6647753119468689,0.9902894496917723
Crossformer,full,4,Nongzhanguan,False,6895,4.2152180671691895,8.055035591125488,2.8020148277282715,3.600532054901123,11.214439392089844,15.354941368103027,2.191108465194702,3.1468520164489746,0.6533117890357971,0.9452887177467346
Crossformer,full,4,Shunyi,False,6895,4.043610095977783,7.646152973175049,2.7684826850891113,3.5595059394836426,10.466708183288574,14.48270034790039,2.2484991550445557,3.221484661102295,0.69074946641922,1.0285677909851074
Crossformer,full,4,Tiantan,False,6895,4.1951422691345215,8.02985954284668,2.8053641319274902,3.6055867671966553,11.143312454223633,15.304106712341309,2.1766395568847656,3.1309399604797363,0.6552534699440002,0.9464775323867798
Crossformer,full,4,Wanliu,False,6895,4.215413570404053,7.975968837738037,2.9069037437438965,3.707487106323242,11.159979820251465,15.172992706298828,2.1940817832946777,3.132524251937866,0.6006872653961182,0.8285021781921387
Crossformer,full,4,Wanshouxigong,False,6895,4.221325874328613,8.06518268585205,2.8217666149139404,3.616049528121948,11.220216751098633,15.37345027923584,2.189699172973633,3.1429288387298584,0.6536194682121277,0.9443798661231996
DLinear,full,0,Aotizhongxin,True,6895,4.370866775512695,8.364294052124023,2.0670166015625,2.6682190895080566,11.888334274291992,16.02195930480957,2.808370590209961,3.8762552738189697,0.7197418808937073,0.9988617300987244
DLinear,full,0,Changping,False,6895,4.116080284118652,7.789182662963867,2.105921506881714,2.7420477867126465,10.796607971191406,14.80223560333252,2.8214995861053467,3.8688833713531494,0.7402926087379456,1.045052409172058
DLinear,full,0,Dingling,False,6895,4.116080284118652,7.789182662963867,2.105921506881714,2.7420477867126465,10.796607971191406,14.80223560333252,2.8214995861053467,3.8688833713531494,0.7402926087379456,1.045052409172058
DLinear,full,0,Dongsi,False,6895,4.370866775512695,8.364294052124023,2.0670166015625,2.6682190895080566,11.888334274291992,16.02195930480957,2.808370590209961,3.8762552738189697,0.7197418808937073,0.9988617300987244
DLinear,full,0,Guanyuan,False,6895,4.370866775512695,8.364294052124023,2.0670166015625,2.6682190895080566,11.888334274291992,16.02195930480957,2.808370590209961,3.8762552738189697,0.7197418808937073,0.9988617300987244
DLinear,full,0,Gucheng,False,6895,4.31226110458374,8.185729026794434,2.1400129795074463,2.767835855484009,11.398917198181152,15.606446266174316,2.8392815589904785,3.902985095977783,0.8708338737487793,1.2527010440826416
DLinear,full,0,Huairou,False,6895,4.241003513336182,8.205174446105957,2.1956934928894043,2.85741662979126,11.20587921142578,15.654205322265623,2.8269219398498535,3.868685483932495,0.7355186343193054,1.055376052856445
DLinear,full,0,Nongzhanguan,False,6895,4.370866775512695,8.364294052124023,2.0670166015625,2.6682190895080566,11.888334274291992,16.02195930480957,2.808370590209961,3.8762552738189697,0.7197418808937073,0.9988617300987244
DLinear,full,0,Shunyi,False,6895,4.205380916595459,8.079386711120605,2.00418472290039,2.6107306480407715,11.238855361938477,15.427851676940918,2.8161070346832275,3.8842363357543945,0.7623756527900696,1.0881904363632202
DLinear,full,0,Tiantan,False,6895,4.370866775512695,8.364294052124023,2.0670166015625,2.6682190895080566,11.888334274291992,16.02195930480957,2.808370590209961,3.8762552738189697,0.7197418808937073,0.9988617300987244
DLinear,full,0,Wanliu,False,6895,4.3523054122924805,8.306475639343262,2.16745924949646,2.8105998039245605,11.771918296813965,15.881940841674805,2.8187248706817627,3.880750894546509,0.6511135101318359,0.8913506865501404
DLinear,full,0,Wanshouxigong,False,6895,4.370866775512695,8.364294052124023,2.0670166015625,2.6682190895080566,11.888334274291992,16.02195930480957,2.808370590209961,3.8762552738189697,0.7197418808937073,0.9988617300987244
DLinear,full,1,Aotizhongxin,True,6895,4.370771884918213,8.37456226348877,2.059227228164673,2.6766250133514404,11.883844375610352,16.039602279663086,2.8195137977600098,3.8859710693359375,0.7205022573471069,0.9996055960655212
DLinear,full,1,Changping,False,6895,4.1146368980407715,7.79845666885376,2.1007659435272217,2.74961519241333,10.795942306518556,14.819141387939451,2.820367336273194,3.873230218887329,0.7414698600769043,1.0461901426315308
DLinear,full,1,Dingling,False,6895,4.1146368980407715,7.79845666885376,2.1007659435272217,2.74961519241333,10.795942306518556,14.819141387939451,2.820367336273194,3.873230218887329,0.7414698600769043,1.0461901426315308
DLinear,full,1,Dongsi,False,6895,4.370771884918213,8.37456226348877,2.059227228164673,2.6766250133514404,11.883844375610352,16.039602279663086,2.8195137977600098,3.8859710693359375,0.7205022573471069,0.9996055960655212
DLinear,full,1,Guanyuan,False,6895,4.370771884918213,8.37456226348877,2.059227228164673,2.6766250133514404,11.883844375610352,16.039602279663086,2.8195137977600098,3.8859710693359375,0.7205022573471069,0.9996055960655212
DLinear,full,1,Gucheng,False,6895,4.310626983642578,8.195488929748535,2.1352434158325195,2.7759594917297363,11.395215034484863,15.624363899230955,2.8406295776367188,3.907317638397217,0.8714190125465393,1.2531203031539917
DLinear,full,1,Huairou,False,6895,4.240675449371338,8.216665267944336,2.1942272186279297,2.864598035812378,11.206592559814451,15.675793647766112,2.825303316116333,3.8732330799102783,0.7365759611129761,1.0563716888427734
DLinear,full,1,Nongzhanguan,False,6895,4.370771884918213,8.37456226348877,2.059227228164673,2.6766250133514404,11.883844375610352,16.039602279663086,2.8195137977600098,3.8859710693359375,0.7205022573471069,0.9996055960655212
DLinear,full,1,Shunyi,False,6895,4.208322525024414,8.08838176727295,1.9997220039367676,2.6184334754943848,11.24143886566162,15.442694664001465,2.828608274459839,3.894684076309204,0.763524055480957,1.089072823524475
