model,dataset,ablation,seed,missing_rate,params,train_time_s,infer_time_s,best_val,epochs_run,seq_len,pred_len,d_model,n_layers,lr,lambda_ent,MAE,RMSE,MSE,SMAPE,R2,MAE_T,RMSE_T,MAE_RH,RMSE_RH,MAPE_RH,MAE_P,RMSE_P,MAPE_P,MAE_WS,RMSE_WS,MAE_h1,RMSE_h1,MAE_h6,RMSE_h6,MAE_h12,RMSE_h12,MAE_h24,RMSE_h24,CLS_ACC,CLS_P,CLS_R,CLS_F1,CLS_AUC,CLS_AP,CLS_POSRATE,loss,aug_block,norm_variant,width,bl_d_model,bl_d_ff
Transformer,jena,full,3,0.0,2670099.0,310.6,5.26,0.1708257322398391,8.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.5579323768615723,5.764801502227783,33.23293685913086,24.27856636047364,0.6277487277984619,3.039340019226074,3.716462135314941,7.635493755340576,10.194738388061523,10.878256797790527,2.688143253326416,3.7004544734954834,0.2714612782001495,0.8687564730644226,1.2221075296401978,2.526007890701294,3.912850856781006,3.163796901702881,5.226210594177246,3.686053276062012,5.98300313949585,4.247109413146973,6.640661239624023,0.7790360464001533,0.2458106849287023,0.9966795334744531,0.3943604145111757,0.9747350234329596,0.7420627163855031,0.0721796807592752,huber,0.5,off,default,,
Informer,beijing_aotizhongxin,full,0,0.0,2865682.0,221.2,3.35,0.20634588990322,10.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.981781482696533,9.01481819152832,81.26695251464844,29.97593879699707,0.5954321622848511,3.745904445648194,4.682573318481445,12.539294242858888,16.956809997558594,30.67671585083008,2.9577412605285645,3.828257322311402,0.2915467023849487,0.6841837167739868,0.9758594036102296,3.702267646789551,6.040348529815674,4.271677494049072,7.625157833099365,5.013519287109375,9.246848106384276,5.729325294494629,10.239340782165527,0.7578619772782209,0.4177675081019023,0.9998260990539788,0.589301271998606,0.9703073468960646,0.8601456039559837,0.1737490935460478,huber,0.5,off,default,,
Informer,beijing_aotizhongxin,full,2,0.0,2865682.0,225.4,3.35,0.1946317276658651,10.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.853054046630859,8.85532283782959,78.416748046875,29.318164825439453,0.6059699058532715,3.5333914756774902,4.407536029815674,12.320944786071776,16.707927703857422,29.88898468017578,2.871557712554932,3.760429620742798,0.2830122709274292,0.6863251328468323,0.972091257572174,3.316460609436035,5.446045875549316,4.376057624816895,7.944169044494629,4.915328502655029,8.877622604370117,5.573435306549072,10.12668514251709,0.7588530335992265,0.4187703019620981,0.9998956594323872,0.5903103600505117,0.971457594536669,0.8662922190402563,0.1737490935460478,huber,0.5,off,default,,
Informer,beijing_aotizhongxin,full,4,0.0,2865682.0,270.6,3.37,0.201388330266192,12.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.857101917266846,8.857429504394531,78.45406341552734,30.298439025878903,0.6044482588768005,3.961883544921875,4.9616379737854,12.2588529586792,16.62918472290039,29.55327606201172,2.5289571285247803,3.424485921859741,0.2492684125900268,0.6787121295928955,0.970345675945282,3.3298418521881104,5.525472164154053,4.314136505126953,7.953115463256836,5.051308631896973,9.140572547912598,5.806385040283203,10.465333938598633,0.7578136330674402,0.4177022018748637,0.9995826377295493,0.5891940096558935,0.970786980937168,0.8627324160323667,0.1737490935460478,huber,0.5,off,default,,
Transformer,beijing_aotizhongxin,full,1,0.0,2668342.0,159.3,3.06,0.1983338273095986,8.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.925037384033203,8.859993934631348,78.4994888305664,29.59580039978028,0.5941329002380371,3.339184761047364,4.2270050048828125,12.766502380371094,16.724353790283203,30.24210929870605,2.877332925796509,3.928054094314575,0.2834904789924621,0.7171255946159363,0.998367726802826,3.0663435459136963,5.218993663787842,4.394658088684082,7.934333801269531,4.99412202835083,8.974352836608887,5.867132663726807,10.285014152526855,0.7338651196519217,0.3949884602703594,1.0,0.566296383833609,0.9698893438549112,0.8538089122770591,0.1737490935460478,huber,0.5,on,default,,
Transformer,beijing_aotizhongxin,full,3,0.0,2668342.0,178.2,3.0,0.2015539373589857,9.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.885488986968994,8.91010856628418,79.39002990722656,29.73579788208008,0.5964952707290649,3.313477039337158,4.187976360321045,12.827722549438477,16.890302658081055,29.248729705810547,2.68050479888916,3.707447052001953,0.2640184164047241,0.7202510237693787,0.9967464208602904,3.065753221511841,5.247072219848633,4.3064446449279785,7.837896823883057,5.008325576782227,9.193053245544434,5.787276744842529,10.273664474487305,0.7402465554749819,0.400802944128471,1.0,0.5722474325292572,0.9699768419973632,0.8490467288678698,0.1737490935460478,huber,0.5,on,default,,
LSTM,jena,full,0,0.0,834694.0,244.2,2.7,0.1643414747666572,10.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.36149263381958,5.542644023895264,30.720903396606445,23.322620391845703,0.638745903968811,2.637598752975464,3.332409620285034,7.522701263427734,9.916319847106934,10.953900337219238,2.4078426361083984,3.442741870880127,0.2433217763900756,0.8778268098831177,1.262043833732605,1.8079140186309808,2.895799398422241,2.869441032409668,4.869464874267578,3.5120816230773926,5.75373125076294,4.140442848205566,6.494112491607666,0.7353381746716519,0.2138205660427783,0.9962229693271905,0.3520748683496399,0.971551859968379,0.7199370302544641,0.0721796807592752,huber,0.5,on,default,,
LSTM,jena,full,2,0.0,834694.0,270.1,2.7,0.160603895757483,11.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.3151731491088867,5.536869049072266,30.65692138671875,23.033899307250977,0.6416680812835693,2.527315855026245,3.2178163528442383,7.468761444091797,9.935420036315918,10.695157051086426,2.38485074043274,3.460571050643921,0.2409435808658599,0.8797655701637268,1.259041428565979,1.651181697845459,2.6691789627075195,2.7690725326538086,4.776792049407959,3.460567712783813,5.773108005523682,4.179268836975098,6.53168535232544,0.7235853465631291,0.2067215033039647,0.9972191092848546,0.342453159631406,0.9714456275468648,0.7230512752426498,0.0721796807592752,huber,0.5,on,default,,
LSTM,jena,full,4,0.0,834694.0,244.1,2.65,0.1638576297261589,10.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.396911382675171,5.615788459777832,31.537080764770508,23.21546936035156,0.6345152854919434,2.502429962158203,3.199521541595459,7.734158515930176,10.098922729492188,11.411263465881348,2.4706268310546875,3.5084757804870605,0.2496722340583801,0.8804317116737366,1.2703444957733154,1.7963892221450806,2.9423129558563232,2.917490243911743,4.983335971832275,3.526276111602783,5.792661190032959,4.175814628601074,6.521667957305908,0.7070451059342345,0.1975059314172187,0.9985472958950732,0.329783005030774,0.9716192320443028,0.7201653085847408,0.0721796807592752,huber,0.5,on,default,,
iTransformer,jena,full,1,0.0,1611032.0,480.2,2.58,0.1635473424499325,19.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.2861039638519287,5.573852062225342,31.067827224731445,23.2724838256836,0.6294844746589661,2.4106225967407227,3.1249420642852783,7.484545707702637,10.066378593444824,10.788481712341309,2.3367106914520264,3.3864874839782715,0.2360715270042419,0.9125329852104188,1.3060518503189087,1.3559463024139404,2.2308924198150635,2.7327921390533447,4.810035705566406,3.465822219848633,5.807666778564453,4.220666408538818,6.646262645721436,0.7036837311858882,0.1955695532931305,0.9974266384427012,0.3270191195482071,0.9690833391028568,0.7084080226511684,0.0721796807592752,huber,0.5,off,default,,
iTransformer,jena,full,3,0.0,1611032.0,357.9,2.64,0.1646450834507418,14.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.2776312828063965,5.55017614364624,30.80445671081543,23.242076873779297,0.6306377649307251,2.399066209793091,3.13631010055542,7.471591472625732,10.01203727722168,10.760461807250977,2.3250539302825928,3.381886005401612,0.2349620163440704,0.9148125052452089,1.305117130279541,1.3178894519805908,2.243557929992676,2.757495164871216,4.860607147216797,3.4988956451416016,5.7874956130981445,4.181503772735596,6.557806491851807,0.6886893634359121,0.1880764060399537,0.9987963308844892,0.316546194776409,0.970077715626568,0.7082953630140963,0.0721796807592752,huber,0.5,off,default,,
DLinear,jena,full,0,0.0,4656.0,290.7,2.86,0.1732672708027684,17.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.411670923233032,5.742476940155029,32.976043701171875,23.075897216796875,0.6170418858528137,2.120136260986328,2.7934799194335938,7.660122871398926,10.289546966552734,11.306917190551758,2.937796115875244,4.06770658493042,0.2967858016490936,0.9286316633224488,1.296040415763855,1.001265048980713,1.79352605342865,2.974007129669189,5.1017746925354,3.748894453048706,6.146398544311523,4.199467658996582,6.587415218353272,0.6618313201035375,0.1756617544987616,0.9979247084215332,0.298737605924306,0.9651798652702877,0.6931051654144742,0.0721796807592752,huber,0.5,off,default,,
DLinear,jena,full,2,0.0,4656.0,250.6,2.72,0.1720948209679388,15.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.4074487686157227,5.734809875488281,32.88804244995117,23.13077545166016,0.61847323179245,2.137141704559326,2.81766676902771,7.659092903137207,10.277630805969238,11.28886604309082,2.907797336578369,4.03867769241333,0.2937247455120086,0.9257625937461852,1.293157696723938,0.9697976112365724,1.7819145917892456,2.9651198387146,5.082432270050049,3.746947050094605,6.139627933502197,4.187686443328857,6.596686840057373,0.6595484613172274,0.1747128440966849,0.99813223757938,0.2973734975515655,0.9658679400307716,0.6951405897157649,0.0721796807592752,huber,0.5,off,default,,
DLinear,jena,full,4,0.0,4656.0,180.7,2.36,0.1741409446197256,11.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.439860343933105,5.766839504241943,33.256439208984375,23.163009643554688,0.6153591871261597,2.140516996383667,2.810641050338745,7.701316356658935,10.323877334594728,11.32167911529541,2.9912941455841064,4.107136249542236,0.3021689057350158,0.9263188242912292,1.2942345142364502,1.1419954299926758,2.007673501968384,3.022424459457397,5.159256458282471,3.747796535491944,6.1585373878479,4.202311992645264,6.594790458679199,0.6587395743457003,0.1743519089228092,0.9979662142531026,0.2968431709033445,0.9641636707745808,0.6872106952491205,0.0721796807592752,huber,0.5,off,default,,
DLinear,beijing_aotizhongxin,full,1,0.0,4656.0,158.1,1.8,0.1820738986948439,19.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.349648475646973,8.381624221801758,70.25161743164062,27.655649185180664,0.6202051043510437,2.0099449157714844,2.62650203704834,11.859682083129885,16.065284729003906,29.3457088470459,2.805274724960327,3.873847007751465,0.2763251364231109,0.7236899733543396,1.0039362907409668,1.5597472190856934,3.047428607940674,3.798737764358521,7.282492160797119,4.737927913665772,8.950078964233398,5.29862117767334,9.702678680419922,0.6995105148658448,0.3663748614243663,1.0,0.536272836639342,0.9721717621017476,0.8667454533951259,0.1737490935460478,huber,0.5,off,default,,
DLinear,beijing_aotizhongxin,full,3,0.0,4656.0,133.2,1.68,0.182800328939194,16.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.357717514038086,8.400059700012207,70.56099700927734,27.64385032653809,0.6191805601119995,1.9947320222854608,2.624596357345581,11.884648323059082,16.100181579589844,29.42057037353516,2.825838565826416,3.889779806137085,0.2783870995044708,0.7256476879119873,1.0045753717422483,1.5168118476867676,3.0166804790496826,3.822797298431397,7.303393363952637,4.755486965179443,8.965611457824707,5.291147232055664,9.70340633392334,0.6995346869712352,0.3663935366304334,1.0,0.5362928421543484,0.972489206496058,0.8659651691122605,0.1737490935460478,huber,0.5,off,default,,
LSTM,beijing_aotizhongxin,full,0,0.0,833668.0,127.8,2.0,0.1773507184411418,10.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.292479991912842,7.984701633453369,63.755462646484375,27.52372932434082,0.6429526209831238,2.6370503902435303,3.4252769947052,11.312349319458008,15.169716835021973,26.111326217651367,2.518653631210327,3.495344400405884,0.2481674998998642,0.701871395111084,0.9755088686943054,2.63508939743042,4.621938705444336,3.693075180053711,6.891656398773193,4.394272804260254,8.133759498596191,5.320748805999756,9.59486198425293,0.7134155184916606,0.3774417139256458,1.0,0.5480329368709973,0.970974429770139,0.8553884321264379,0.1737490935460478,huber,0.5,on,default,,
LSTM,beijing_aotizhongxin,full,2,0.0,833668.0,128.2,2.0,0.1787484987254758,10.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.273245811462402,8.0014066696167,64.02250671386719,27.197643280029297,0.6434376239776611,2.574917316436768,3.3555257320404053,11.355179786682127,15.230291366577148,27.0839958190918,2.479105234146118,3.452033042907715,0.2442920506000518,0.6837828159332275,0.9757835268974304,2.666311264038086,4.739258766174316,3.658017635345459,6.894086837768555,4.342939853668213,8.14697265625,5.315261363983154,9.570629119873049,0.7118503746676336,0.3761627526656636,1.0,0.5466835255307215,0.9709557971806992,0.8534219768584669,0.1737490935460478,huber,0.5,on,default,,
LSTM,beijing_aotizhongxin,full,4,0.0,833668.0,139.0,1.79,0.1815624148806253,11.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.410843849182129,8.207704544067383,67.36641693115234,28.01128387451172,0.6360215544700623,2.685150623321533,3.4663705825805664,11.681050300598145,15.617949485778809,26.716703414916992,2.5762689113616943,3.5468063354492188,0.25394007563591,0.7009033560752869,0.9745585918426514,2.6222331523895264,4.537242889404297,3.7517707347869873,6.939747333526611,4.523260593414307,8.415343284606934,5.397786617279053,9.6422700881958,0.7204193860285231,0.3832731247583881,1.0,0.5541539380739913,0.9673251233527608,0.8216178205940108,0.1737490935460478,huber,0.5,on,default,,
iTransformer,beijing_aotizhongxin,full,2,0.0,1611032.0,177.5,1.85,0.1827050463478228,14.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.374021530151367,8.467039108276367,71.69075775146484,27.87088966369629,0.6195868849754333,2.33546781539917,3.031412601470948,11.77162742614746,16.195384979248047,27.96685791015625,2.6861886978149414,3.7803597450256334,0.2644354701042175,0.7028051018714905,0.9960188269615172,1.89889657497406,3.5294644832611084,3.726087808609009,7.183270454406738,4.673247337341309,8.870589256286621,5.336033821105957,9.889793395996094,0.7140802513898961,0.3779875371388005,1.0,0.5486080635005438,0.9716404709784626,0.8543763526413011,0.1737490935460478,huber,0.5,off,default,,
iTransformer,beijing_aotizhongxin,full,4,0.0,1611032.0,128.5,1.77,0.1813147245852124,10.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.255502700805664,8.319968223571777,69.22187805175781,27.25612449645996,0.6194320917129517,2.021501064300537,2.6688992977142334,11.565230369567873,15.946943283081056,28.0672664642334,2.712003231048584,3.799563646316528,0.2670831084251404,0.7232778072357178,1.0113378763198853,1.858518123626709,3.602285385131836,3.705254554748535,7.217811584472656,4.530257701873779,8.64078140258789,5.215413093566895,9.864577293395996,0.7048344210780759,0.3705345636373009,1.0,0.5407153872193177,0.973960365026704,0.8727107943819673,0.1737490935460478,huber,0.5,off,default,,
PatchTST,jena,full,1,0.0,1657880.0,1371.5,10.06,0.1623378200944252,20.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.312558889389038,5.553181171417236,30.83782196044922,23.10514259338379,0.6390789747238159,2.304609537124634,2.973604679107666,7.721983909606934,10.08737087249756,11.444982528686523,2.316126585006714,3.3305649757385254,0.2338875085115432,0.9075182676315308,1.288894772529602,1.3893437385559082,2.346768856048584,2.822468042373657,4.928827285766602,3.5214264392852783,5.835920333862305,4.126992225646973,6.441514492034912,0.6834795321637427,0.1855980879688523,0.9991698833686132,0.3130469837058999,0.9702047989994296,0.7146698630504128,0.0721796807592752,huber,0.5,off,default,,
PatchTST,jena,full,3,0.0,1657880.0,1376.2,9.93,0.1610185283890279,20.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.282186985015869,5.561450481414795,30.92972946166992,22.92319869995117,0.6393672823905945,2.2673938274383545,2.958008050918579,7.612446308135986,10.085004806518556,11.100589752197266,2.3517277240753174,3.408285140991211,0.2375613451004028,0.8971779346466064,1.2827526330947876,1.2320858240127563,2.090223550796509,2.749272108078003,4.852850437164307,3.492154598236084,5.8637776374816895,4.163790225982666,6.486515522003174,0.6761665947656025,0.1821841515830256,0.9992944008633212,0.308182661845179,0.9697112901201356,0.7075162309604218,0.0721796807592752,huber,0.5,off,default,,
Autoformer,jena,full,0,0.0,2677305.0,1526.7,14.21,0.1981587840502777,16.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.793984651565552,6.0794219970703125,36.95936965942383,25.199419021606445,0.5732779502868652,2.8902149200439453,3.666692018508911,8.161218643188477,10.654733657836914,11.772216796875,3.186331272125244,4.375121116638184,0.3218834102153778,0.9381743669509888,1.3144580125808716,2.7956864833831787,4.331087112426758,3.3828680515289307,5.489068031311035,3.818262100219727,6.165999889373779,4.553295135498047,7.075913429260254,0.7346611063177069,0.2133399727900835,0.9958079110114972,0.3513972699045052,0.9640298239530286,0.6670139472092357,0.0721796807592752,huber,0.5,on,default,,
Autoformer,jena,full,1,0.0,2677305.0,1044.3,12.53,0.2061538736595482,11.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.905186891555786,6.227251529693604,38.77865982055664,25.25573348999023,0.5461539030075073,2.729079484939575,3.494488000869751,8.364212989807129,10.765230178833008,12.109904289245604,3.566259384155273,5.022097587585449,0.3600393235683441,0.961197018623352,1.3384857177734375,2.918825387954712,4.627979278564453,3.521050930023194,5.683850288391113,3.9263741970062256,6.295192241668701,4.641682624816895,7.165553092956543,0.703551912568306,0.1956134572690234,0.998381272568796,0.3271317829457364,0.9612457014818152,0.6157390832812699,0.0721796807592752,huber,0.5,on,default,,
Autoformer,jena,full,3,0.0,2677305.0,1442.1,14.17,0.1972827507469662,15.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.793014526367188,6.130433559417725,37.582218170166016,25.104591369628903,0.5680018067359924,2.59124493598938,3.3509058952331543,8.35204029083252,10.84254264831543,12.28673267364502,3.2680227756500244,4.443496227264404,0.3302502036094665,0.960750699043274,1.3397738933563232,2.689542531967163,4.289385795593262,3.359859228134156,5.515388011932373,3.8310937881469727,6.223830699920654,4.5745530128479,7.153880596160889,0.6907984613172274,0.1890729882256771,0.9984227784003652,0.3179376020195745,0.9622550375087168,0.6437152485568907,0.0721796807592752,huber,0.5,on,default,,
TimesNet,jena,full,0,0.0,1186507.0,979.0,7.91,0.1605097682946361,11.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.321678876876831,5.538586139678955,30.675933837890625,22.81361961364746,0.6450372338294983,2.310784339904785,2.995968103408813,7.530519962310791,9.971027374267578,10.85056209564209,2.564642906188965,3.56862211227417,0.2589744627475738,0.8807686567306519,1.253566861152649,1.9507538080215447,3.2295937538146973,2.8442296981811523,4.88963794708252,3.4309234619140625,5.707230567932129,4.102205753326416,6.459315299987793,0.6967902166618732,0.192176273351429,0.999128377537044,0.3223504047458035,0.9754165976918132,0.7499232488144413,0.0721796807592752,huber,0.5,off,default,,
TimesNet,jena,full,2,0.0,1186507.0,1716.5,17.51,0.1579108327242384,13.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.314812183380127,5.459352493286133,29.804527282714844,22.79460334777832,0.6515400409698486,2.4208524227142334,3.0875673294067383,7.467482089996338,9.785601615905762,10.980198860168455,2.496480226516724,3.5198862552642822,0.2522101998329162,0.8744322061538696,1.2399410009384155,1.877439260482788,3.091306447982788,2.8146371841430664,4.782023906707764,3.4342598915100098,5.628572940826416,4.132572174072266,6.437428951263428,0.714462899050906,0.2014688251913581,0.9974266384427012,0.3352258460508328,0.9742626641013684,0.7657910806030707,0.0721796807592752,huber,0.5,off,default,,
TimesNet,jena,full,4,0.0,1186507.0,1767.4,18.59,0.1589844837086511,13.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.316135883331299,5.51375150680542,30.401456832885746,22.753995895385746,0.6487427353858948,2.3713841438293457,3.029686212539673,7.57725715637207,9.942200660705566,11.28888702392578,2.440342664718628,3.4669151306152344,0.2465344220399856,0.8755603432655334,1.2489969730377195,1.8475552797317505,3.036184549331665,2.8077211380004883,4.813495635986328,3.432555913925171,5.683712005615234,4.143189430236816,6.4773945808410645,0.7079109145815358,0.1979905534618106,0.9986718133897812,0.3304651178761013,0.976151011979898,0.766781528087066,0.0721796807592752,huber,0.5,off,default,,
TFT,jena,full,1,0.0,3640676.0,1022.8,13.22,0.1676455959029161,9.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.4180774688720703,5.5732102394104,31.0606746673584,23.855588912963867,0.6277363896369934,2.6237785816192627,3.329833030700684,7.540348529815674,9.89696979522705,10.996947288513184,2.6227829456329346,3.6833574771881104,0.2651183307170868,0.8854007720947266,1.27975594997406,1.9281343221664429,3.0874054431915283,2.8808913230896,4.825658798217773,3.557789802551269,5.739497661590576,4.220091819763184,6.5343403816223145,0.7186810948135366,0.2037598132824103,0.9964720043166064,0.3383362223255682,0.9662697238755812,0.6848515883834883,0.0721796807592752,huber,0.5,off,default,,
TFT,jena,full,3,0.0,3640676.0,1154.7,13.08,0.1617466846234252,10.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.361598253250122,5.51451301574707,30.409854888916016,23.20677947998047,0.6413654685020447,2.69462251663208,3.4029757976531982,7.418272495269775,9.815156936645508,10.631763458251951,2.468726634979248,3.487287998199463,0.2494761198759079,0.8647753596305847,1.2492773532867432,1.8780755996704104,2.9808497428894043,2.8264784812927246,4.74287748336792,3.47076678276062,5.6401567459106445,4.228311061859131,6.59710168838501,0.7368451011408302,0.2148289313578126,0.9965965218113144,0.3534642023833182,0.9716433367979932,0.733235646898733,0.0721796807592752,huber,0.5,off,default,,
Crossformer,jena,full,0,0.0,1695908.0,1473.5,5.49,0.1493429106129334,17.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.077678203582764,5.185092449188232,26.885183334350582,22.546178817749023,0.6866424679756165,2.443434953689575,3.06716537475586,6.98089075088501,9.360347747802734,10.036368370056152,2.044027090072632,3.0182251930236816,0.2064250856637954,0.8423588871955872,1.1863521337509155,1.5049039125442505,2.4069998264312744,2.5934059619903564,4.497211933135986,3.1607697010040283,5.30206823348999,3.878451347351074,6.084843635559082,0.7505092992042949,0.2241538418516205,0.9980907317478106,0.3660901866455561,0.9784416221543096,0.789418495467352,0.0721796807592752,huber,0.5,off,default,,
Crossformer,jena,full,2,0.0,1695908.0,901.0,5.56,0.1511141896100862,12.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.120561122894287,5.214541912078857,27.19144630432129,22.55665397644043,0.6732195615768433,2.493360757827759,3.13866662979126,7.045107364654541,9.376017570495604,10.419632911682127,2.110309839248657,3.083865165710449,0.2131241559982299,0.8334625959396362,1.2225487232208252,1.5017427206039429,2.3485021591186523,2.662414312362671,4.539404392242432,3.243308782577514,5.390411853790283,3.926061153411865,6.18815279006958,0.7503235547886109,0.2238185360942001,0.9964304984850372,0.365531312331562,0.9778742327902864,0.7677008246822415,0.0721796807592752,huber,0.5,off,default,,
Crossformer,jena,full,4,0.0,1695908.0,1300.5,5.8,0.1493584321471044,17.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.120577335357666,5.132298469543457,26.34048843383789,22.527889251708984,0.6838641166687012,2.4807064533233643,3.0602025985717773,6.913524150848389,9.180100440979004,10.356417655944824,2.2439756393432617,3.2093989849090576,0.2264628708362579,0.8441007137298584,1.192723035812378,1.5119136571884155,2.219773292541504,2.6249337196350098,4.392203330993652,3.212236166000366,5.257425308227539,3.91637659072876,6.108498573303223,0.7532714984181766,0.2261742506133268,0.9987133192213506,0.3688228080931943,0.9808486863816286,0.8087749865015218,0.0721796807592752,huber,0.5,off,default,,
Crossformer,beijing_aotizhongxin,full,1,0.0,1694628.0,564.5,3.1,0.1740488731600663,15.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.465867042541504,8.507280349731445,72.37382507324219,27.854019165039062,0.645550549030304,3.2874536514282227,4.079540252685547,11.77023696899414,16.203582763671875,30.566898345947266,2.157562732696533,3.071099042892456,0.2125738859176635,0.6482170820236206,0.9300285577774048,2.25564956665039,3.812669277191162,3.8635427951812735,7.145850658416748,4.599758148193359,8.584611892700195,5.532478332519531,10.189984321594238,0.7619289340101523,0.4218754587357975,0.999547857540345,0.5933274149926709,0.9781182305971192,0.8963065619475654,0.1737490935460478,huber,0.5,off,default,,
Crossformer,beijing_aotizhongxin,full,3,0.0,1694628.0,511.2,3.04,0.1696961279073084,15.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.170514583587647,7.89301061630249,62.29961395263672,27.73973274230957,0.6612675189971924,3.190911293029785,4.032495498657227,10.730003356933594,14.930727005004885,26.84717559814453,2.1097145080566406,3.0218968391418457,0.2077573835849762,0.6514312028884888,0.9375015497207642,2.2936723232269287,3.772810220718384,3.4468002319335938,6.4978346824646,4.346334934234619,8.069999694824219,5.293428897857666,9.735318183898926,0.7493352671017646,0.4093860348559061,1.0,0.5809423745251758,0.977628103204435,0.8936535921114807,0.1737490935460478,huber,0.5,off,default,,
XAI-MeteoFormer,jena,no_revin,0,0.0,1892475.0,736.2,6.79,0.1456036612469296,17.0,96.0,24.0,256.0,2.0,0.0005,0.01,3.032679319381714,5.230788230895996,27.361146926879883,21.40411949157715,0.6820467710494995,1.928860068321228,2.5320045948028564,7.080267906188965,9.527629852294922,10.190427780151367,2.269925832748413,3.284875869750977,0.2294609099626541,0.8516591191291809,1.2113547325134275,1.2562735080718994,2.094587564468384,2.51450514793396,4.496339797973633,3.2255091667175293,5.539992332458496,3.868741750717163,6.106163024902344,0.9496902262486818,0.6098471168893704,0.8410741709210144,0.707035815844106,0.9790050248281214,0.7866448186163703,0.0721796807592752,huber,0.5,off,default,,
XAI-MeteoFormer,jena,no_revin,2,0.0,1892475.0,836.2,6.91,0.1413973746909106,19.0,96.0,24.0,256.0,2.0,0.0005,0.01,2.970864534378052,5.1564226150512695,26.588695526123047,21.356016159057617,0.6877526044845581,1.841521382331848,2.428824663162231,7.036743640899658,9.443760871887209,10.338958740234377,2.161144971847534,3.1291003227233887,0.2182556539773941,0.8440489172935486,1.2164310216903689,1.1765284538269043,2.076012372970581,2.452634572982788,4.463188648223877,3.136369466781616,5.347118377685547,3.849313974380493,6.156058311462402,0.947578132489694,0.5979853207737794,0.8352633545013074,0.6969833408374606,0.9779351357922484,0.7945551292356444,0.0721796807592752,huber,0.5,off,default,,
XAI-MeteoFormer,jena,no_revin,4,0.0,1892475.0,881.2,6.83,0.1456650341015828,20.0,96.0,24.0,256.0,2.0,0.0005,0.01,3.023729085922241,5.251742839813232,27.58080101013184,21.285871505737305,0.680141806602478,1.8894333839416504,2.4830069541931152,7.051610946655273,9.58260440826416,10.119505882263184,2.304537773132324,3.2939248085021973,0.2326388210058212,0.8493324518203735,1.2172176837921145,1.055387020111084,1.835374355316162,2.463592052459717,4.418496131896973,3.2510287761688232,5.670437812805176,3.90574049949646,6.137115001678467,0.9571978956955228,0.6794524558963473,0.770514257253144,0.7221238938053097,0.9793071316342,0.7921376617421632,0.0721796807592752,huber,0.5,off,default,,
TFT,beijing_aotizhongxin,full,2,0.0,3540960.0,554.7,6.26,0.191269280664471,11.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.585562229156494,8.390935897827148,70.40779876708984,28.41731834411621,0.6308159232139587,3.175053358078003,4.011919498443604,11.963614463806152,15.886402130126951,26.95761680603028,2.5250773429870605,3.4969482421875,0.2487627565860748,0.6785039901733398,0.9640085697174072,2.911052227020264,5.160824298858643,3.98454213142395,7.246279716491699,4.806626319885254,8.74875259399414,5.422569751739502,9.678728103637695,0.7342216582064298,0.3953088694265326,1.0,0.5666256096960142,0.9702160410137776,0.8507706870433295,0.1737490935460478,huber,0.5,off,default,,
