model,dataset,ablation,seed,missing_rate,n_windows,test_stride,MAE,RMSE,MAE_T,RMSE_T,MAE_RH,RMSE_RH,MAE_P,RMSE_P,MAE_WS,RMSE_WS
Autoformer,jena,full,2,0.1,2782,5,3.9631311893463135,6.195494174957275,3.103644847869873,3.906502723693848,8.27088737487793,10.703370094299316,3.527322292327881,4.685197830200195,0.9506679773330688,1.327627420425415
Autoformer,jena,full,2,0.2,2782,5,3.967571496963501,6.20669412612915,3.099701166152954,3.903017282485962,8.288784980773926,10.729406356811523,3.5292093753814697,4.687401294708252,0.9525879621505736,1.3292022943496704
Crossformer,jena,full,0,0.0,2782,5,3.0833890438079834,5.154646873474121,2.3585903644561768,2.9482054710388184,7.000883102416992,9.297616004943848,2.141787052154541,3.109840631484986,0.8322948813438416,1.2136073112487793
Crossformer,jena,full,0,0.05,2782,5,3.0893428325653076,5.161649703979492,2.3637335300445557,2.954014301300049,7.008429050445557,9.307271003723145,2.15193772315979,3.121201276779175,0.8332710266113281,1.215366005897522
Crossformer,jena,full,0,0.1,2782,5,3.0997703075408936,5.174419403076172,2.371134996414185,2.9624311923980713,7.0334038734436035,9.329243659973145,2.1601834297180176,3.131821632385254,0.8343584537506104,1.2162853479385376
Crossformer,jena,full,0,0.2,2782,5,3.1237354278564453,5.210683345794678,2.3828086853027344,2.978513479232788,7.092563152313232,9.395047187805176,2.183187961578369,3.1593358516693115,0.8363825678825378,1.2186206579208374
Crossformer,jena,full,1,0.0,2782,5,3.1055712699890137,5.198526382446289,2.5487585067749023,3.2871925830841064,6.905019760131836,9.27993869781494,2.1370983123779297,3.1131019592285156,0.8314071893692017,1.2183570861816406
Crossformer,jena,full,1,0.05,2782,5,3.111207962036133,5.204948425292969,2.5519332885742188,3.2907497882843018,6.920763969421387,9.292098999023438,2.1402230262756348,3.1160314083099365,0.8319132328033447,1.218262791633606
Crossformer,jena,full,1,0.1,2782,5,3.120271921157837,5.217864036560059,2.5548226833343506,3.294286012649536,6.940258026123047,9.31511402130127,2.15282678604126,3.129349946975708,0.8331815004348755,1.2197999954223633
Crossformer,jena,full,1,0.2,2782,5,3.143862009048462,5.249186992645264,2.573439121246338,3.3134853839874268,6.994246006011963,9.368674278259276,2.173401117324829,3.1583244800567627,0.8343613147735596,1.2204958200454712
Crossformer,jena,full,2,0.0,2782,5,3.1356711387634277,5.180815696716309,2.605387926101685,3.197275876998902,6.858780860900879,9.244197845458984,2.2484023571014404,3.1965408325195312,0.8301112055778503,1.2115068435668943
Crossformer,jena,full,2,0.05,2782,5,3.138042688369751,5.183051109313965,2.6053109169006348,3.1989309787750244,6.864225387573242,9.247453689575195,2.2518327236175537,3.1998324394226074,0.8308025598526001,1.2118570804595947
Crossformer,jena,full,2,0.1,2782,5,3.1449341773986816,5.192493915557861,2.609139919281006,3.203808307647705,6.878620624542236,9.263437271118164,2.2603628635406494,3.2096078395843506,0.8316158652305603,1.2127392292022705
Crossformer,jena,full,2,0.2,2782,5,3.167090654373169,5.226219654083252,2.618229389190674,3.217060089111328,6.936064720153809,9.325164794921877,2.2805004119873047,3.2355775833129883,0.8335689306259155,1.2150577306747437
DLinear,jena,full,0,0.0,2782,5,3.421058416366577,5.756481170654297,2.121896982192993,2.8011398315429688,7.711975574493408,10.329111099243164,2.9207229614257812,4.039531707763672,0.9296388626098632,1.301371932029724
DLinear,jena,full,0,0.05,2782,5,3.428838014602661,5.76669454574585,2.1288352012634277,2.8077433109283447,7.730998992919922,10.34813404083252,2.925098657608032,4.044079303741455,0.9304174184799194,1.3027552366256714
DLinear,jena,full,0,0.1,2782,5,3.4399561882019043,5.779436111450195,2.1387827396392822,2.819683074951172,7.759043216705322,10.371335983276367,2.9297056198120117,4.0485711097717285,0.9322922229766846,1.3043580055236816
DLinear,jena,full,0,0.2,2782,5,3.4665167331695557,5.818175792694092,2.1611387729644775,2.841614246368408,7.827847003936768,10.445877075195312,2.942305564880371,4.063272476196289,0.9347745180130004,1.3051353693008425
DLinear,jena,full,1,0.0,2782,5,3.423389434814453,5.764315605163574,2.1110904216766357,2.782576322555542,7.720701217651367,10.349332809448242,2.93155288696289,4.044259071350098,0.9302167296409608,1.3045742511749268
DLinear,jena,full,1,0.05,2782,5,3.4319934844970703,5.7744574546813965,2.1171674728393555,2.7900004386901855,7.743134021759033,10.368535041809082,2.9357221126556396,4.047605037689209,0.931951344013214,1.3052603006362915
DLinear,jena,full,1,0.1,2782,5,3.4420599937438965,5.7887067794799805,2.122088670730591,2.793480157852173,7.770851612091064,10.396719932556152,2.9420995712280273,4.053721904754639,0.9332006573677064,1.3070989847183228
DLinear,jena,full,1,0.2,2782,5,3.4694955348968506,5.826861381530762,2.145678997039795,2.819253206253052,7.839222431182861,10.468034744262695,2.9556853771209717,4.069443702697754,0.937394678592682,1.3118590116500854
DLinear,jena,full,2,0.0,2782,5,3.4326858520507812,5.769264221191406,2.1217198371887207,2.790621280670166,7.716082572937012,10.341304779052734,2.96530818939209,4.088813781738281,0.9276316165924072,1.2996504306793213
DLinear,jena,full,2,0.05,2782,5,3.4388225078582764,5.77712869644165,2.1266801357269287,2.7960309982299805,7.732061386108398,10.356306076049805,2.968625783920288,4.091564178466797,0.9279231429100036,1.2996591329574585
DLinear,jena,full,2,0.1,2782,5,3.449965715408325,5.792993545532227,2.1339118480682373,2.803016185760498,7.762514591217041,10.387322425842283,2.9742252826690674,4.097325801849365,0.9292118549346924,1.3014016151428225
DLinear,jena,full,2,0.2,2782,5,3.472492933273315,5.827017784118652,2.1496002674102783,2.8199105262756348,7.821311950683594,10.453311920166016,2.984922409057617,4.1091694831848145,0.9341385364532472,1.3067643642425537
Informer,jena,full,0,0.0,2782,5,3.4088919162750244,5.631262302398682,2.733806848526001,3.434682846069336,7.447398662567139,10.031166076660156,2.6039249897003174,3.5981969833374023,0.850438117980957,1.2149524688720703
Informer,jena,full,0,0.05,2782,5,3.4054250717163086,5.623307228088379,2.7281882762908936,3.426305055618286,7.425662994384766,10.011068344116213,2.61751937866211,3.6120822429656982,0.8503317832946777,1.2157810926437378
Informer,jena,full,0,0.1,2782,5,3.3979744911193848,5.612119674682617,2.72415542602539,3.422279119491577,7.412240982055664,9.990029335021973,2.605106830596924,3.604624748229981,0.8503944873809814,1.2155543565750122
Informer,jena,full,0,0.2,2782,5,3.4193804264068604,5.640315532684326,2.7319509983062744,3.4325783252716064,7.457645416259766,10.037301063537598,2.635764837265014,3.6384928226470943,0.8521601557731628,1.2181978225708008
Informer,jena,full,1,0.0,2782,5,3.430264472961426,5.552175521850586,2.9725284576416016,3.739592313766479,7.176700115203857,9.681597709655762,2.7273805141448975,3.752354860305786,0.8444491028785706,1.2282347679138184
Informer,jena,full,1,0.05,2782,5,3.4319651126861572,5.556431770324707,2.965903043746948,3.7290031909942623,7.190685749053955,9.696517944335938,2.7254419326782227,3.7489166259765625,0.8458288311958313,1.2302148342132568
Informer,jena,full,1,0.1,2782,5,3.4282522201538086,5.552910804748535,2.9690518379211426,3.7342369556427,7.183617115020752,9.690296173095703,2.7146291732788086,3.739541530609131,0.8457104563713074,1.2283108234405518
Informer,jena,full,1,0.2,2782,5,3.444955587387085,5.5749831199646,2.9719886779785156,3.736008882522583,7.222445011138916,9.72658634185791,2.739018678665161,3.7741503715515137,0.8463703989982605,1.23016619682312
Informer,jena,full,2,0.0,2782,5,3.465299367904663,5.668667793273926,2.8988442420959473,3.5668179988861084,7.592097759246826,10.104248046875,2.489990234375,3.495100736618042,0.8802659511566162,1.225317358970642
Informer,jena,full,2,0.05,2782,5,3.465027332305908,5.667605876922607,2.9060168266296387,3.57486629486084,7.583255767822266,10.09724235534668,2.4923348426818848,3.501134157180786,0.8784992098808289,1.222752809524536
Informer,jena,full,2,0.1,2782,5,3.470106840133667,5.669696807861328,2.8990697860717773,3.5683603286743164,7.600337505340576,10.100688934326172,2.5031251907348633,3.5116589069366455,0.8778951168060303,1.2218856811523438
Informer,jena,full,2,0.2,2782,5,3.47973895072937,5.686833381652832,2.914832592010498,3.586376667022705,7.614161491394043,10.132071495056152,2.510615587234497,3.512808322906494,0.879344642162323,1.224539875984192
LSTM,jena,full,0,0.0,2782,5,3.383465528488159,5.577944278717041,2.498152494430542,3.179598331451416,7.623429298400879,10.000377655029297,2.531200408935547,3.5668675899505615,0.8810797333717346,1.2703943252563477
LSTM,jena,full,0,0.05,2782,5,3.3852689266204834,5.579979419708252,2.4979050159454346,3.179006338119507,7.629148960113525,10.004749298095703,2.5325260162353516,3.567659378051758,0.8814968466758728,1.2709835767745972
LSTM,jena,full,0,0.1,2782,5,3.387667179107666,5.584254741668701,2.498000383377075,3.1786296367645264,7.63870096206665,10.014126777648926,2.532050371170044,3.5682151317596436,0.8819161653518677,1.2716130018234253
LSTM,jena,full,0,0.2,2782,5,3.394219875335694,5.593091011047363,2.4970180988311768,3.1766357421875,7.658653736114502,10.03158187866211,2.5383362770080566,3.5758585929870605,0.8828713297843933,1.2728962898254397
LSTM,jena,full,1,0.0,2782,5,3.344972610473633,5.55753231048584,2.5669634342193604,3.2722043991088867,7.553015232086182,9.978781700134276,2.379814386367798,3.415269374847412,0.8800959587097168,1.2638053894042969
LSTM,jena,full,1,0.05,2782,5,3.346294641494751,5.557867050170898,2.566901922225952,3.2720320224761963,7.556631565093994,9.978841781616213,2.3810253143310547,3.4172909259796143,0.8806195855140686,1.2642027139663696
LSTM,jena,full,1,0.1,2782,5,3.3484675884246826,5.560500144958496,2.564840316772461,3.269246816635132,7.562369823455811,9.98338508605957,2.385840654373169,3.4237847328186035,0.8808184862136841,1.2642693519592283
LSTM,jena,full,1,0.2,2782,5,3.356332540512085,5.570084095001221,2.5637035369873047,3.2684104442596436,7.582418918609619,10.000253677368164,2.397099494934082,3.437368392944336,0.8821088671684265,1.2650196552276611
LSTM,jena,full,2,0.0,2782,5,3.3357560634613037,5.572638988494873,2.301454782485962,2.9633049964904785,7.670677661895752,10.06702709197998,2.480809211730957,3.53299617767334,0.8900831341743469,1.2684451341629028
LSTM,jena,full,2,0.05,2782,5,3.3371832370758057,5.573453426361084,2.3005857467651367,2.962483167648315,7.674869537353516,10.068316459655762,2.4829397201538086,3.535141706466675,0.8903355002403259,1.2684696912765503
LSTM,jena,full,2,0.1,2782,5,3.339329957962036,5.5748066902160645,2.300506114959717,2.961009740829468,7.6806440353393555,10.07093906402588,2.4859116077423096,3.537562370300293,0.890257716178894,1.2681293487548828
LSTM,jena,full,2,0.2,2782,5,3.346039056777954,5.5838093757629395,2.303398370742798,2.9639620780944824,7.698686599731445,10.087395668029783,2.490480661392212,3.544391632080078,0.8915895223617554,1.269783616065979
PatchTST,jena,full,0,0.0,2782,5,3.3513779640197754,5.679869174957275,2.3633601665496826,3.075474500656128,7.770351886749268,10.316376686096191,2.3636629581451416,3.3922650814056396,0.9081369638442992,1.2845284938812256
Autoformer,jena,full,3,0.0,2782,5,3.96291446685791,6.224761486053467,2.817784309387207,3.522562026977539,8.323863983154297,10.76661205291748,3.737215757369995,4.986008167266846,0.9727962017059326,1.3423638343811035
Autoformer,jena,full,3,0.05,2782,5,3.9668400287628174,6.230247974395752,2.82077956199646,3.525700330734253,8.333329200744629,10.775781631469728,3.7397189140319824,4.9912285804748535,0.9735309481620787,1.34296977519989
Autoformer,jena,full,3,0.1,2782,5,3.971136093139648,6.236201286315918,2.8184099197387695,3.520509958267212,8.345586776733398,10.786200523376465,3.7463490962982178,5.0016584396362305,0.9741991758346558,1.344665765762329
Autoformer,jena,full,3,0.2,2782,5,3.983241319656372,6.251193046569824,2.829061985015869,3.5336477756500244,8.374293327331543,10.810669898986816,3.75533127784729,5.014340877532959,0.9742796421051024,1.3449145555496216
Autoformer,jena,full,4,0.0,2782,5,4.058823585510254,6.435664176940918,2.928871154785156,3.6681182384490967,8.668540000915527,11.245162010192873,3.676435232162475,4.897627353668213,0.9614478349685668,1.3325244188308716
Autoformer,jena,full,4,0.05,2782,5,4.061219215393066,6.443657398223877,2.924945116043091,3.6643245220184326,8.68212890625,11.261910438537598,3.6762869358062744,4.903833389282227,0.9615170359611512,1.3331924676895142
Autoformer,jena,full,4,0.1,2782,5,4.064358711242676,6.442888259887695,2.921593427658081,3.6622989177703857,8.681865692138672,11.255556106567385,3.690739631652832,4.915304183959961,0.9632359147071838,1.3352904319763184
Autoformer,jena,full,4,0.2,2782,5,4.074758529663086,6.465041637420654,2.908853054046631,3.644406080245972,8.724186897277832,11.303707122802734,3.7004432678222656,4.933205604553223,0.9655497074127196,1.3397985696792605
Crossformer,jena,full,3,0.0,2782,5,3.1031103134155273,5.141911506652832,2.5198254585266113,3.1299898624420166,6.961837291717529,9.2300386428833,2.083796501159668,3.0546798706054688,0.8469848036766052,1.1981278657913208
Crossformer,jena,full,3,0.05,2782,5,3.111613512039185,5.152909278869629,2.526808023452759,3.137045621871948,6.9800310134887695,9.24953842163086,2.091460943222046,3.062080144882202,0.8481545448303223,1.199388027191162
Crossformer,jena,full,3,0.1,2782,5,3.119163751602173,5.159722805023193,2.5291635990142822,3.1404590606689453,6.994670391082764,9.259072303771973,2.1036767959594727,3.075279712677002,0.8491452932357788,1.200301170349121
Crossformer,jena,full,3,0.2,2782,5,3.1421334743499756,5.1864237785339355,2.5397210121154785,3.1522977352142334,7.047054290771484,9.304545402526855,2.130213737487793,3.104353904724121,0.8515434265136719,1.2030737400054932
Crossformer,jena,full,4,0.0,2782,5,3.123711585998535,5.175003528594971,2.623115301132202,3.240736246109009,6.9411540031433105,9.254109382629396,2.099495649337769,3.085134744644165,0.8310794234275818,1.209826946258545
Crossformer,jena,full,4,0.05,2782,5,3.1329269409179688,5.188655853271484,2.6247243881225586,3.24337100982666,6.965256214141846,9.280898094177246,2.109783411026001,3.0933213233947754,0.8319419026374817,1.210556149482727
Crossformer,jena,full,4,0.1,2782,5,3.1413776874542236,5.200383186340332,2.629434823989868,3.24784779548645,6.988315105438232,9.303962707519531,2.1145195960998535,3.09786319732666,0.8332411050796509,1.211188554763794
Crossformer,jena,full,4,0.2,2782,5,3.1637961864471436,5.229852676391602,2.6415956020355225,3.2597827911376953,7.039780616760254,9.357645988464355,2.1386373043060303,3.121152639389038,0.8351706266403198,1.213305115699768
DLinear,jena,full,3,0.0,2782,5,3.4366679191589355,5.773428440093994,2.1208465099334717,2.79122543334961,7.738409519195557,10.356378555297852,2.960538148880005,4.074024677276611,0.9268777966499328,1.2987236976623535
DLinear,jena,full,3,0.05,2782,5,3.4434564113616943,5.783645153045654,2.125882625579834,2.7973785400390625,7.754415512084961,10.375703811645508,2.964313268661499,4.077769756317139,0.929214894771576,1.3013187646865845
DLinear,jena,full,3,0.1,2782,5,3.4509119987487793,5.791335582733154,2.129884958267212,2.800957441329956,7.773287296295166,10.389683723449709,2.968878984451294,4.082775592803955,0.93159818649292,1.303189992904663
DLinear,jena,full,3,0.2,2782,5,3.470811367034912,5.813291072845459,2.1444501876831055,2.8133339881896973,7.823546409606934,10.430171012878418,2.980515956878662,4.094897747039795,0.9347326755523682,1.3061012029647827
DLinear,jena,full,4,0.0,2782,5,3.4188501834869385,5.751934051513672,2.1199958324432373,2.8000333309173584,7.702386856079102,10.321853637695312,2.923762798309326,4.032851219177246,0.9292575716972352,1.3016374111175537
DLinear,jena,full,4,0.05,2782,5,3.4291553497314453,5.764793395996094,2.1253297328948975,2.804884910583496,7.732234954833984,10.3473539352417,2.929096221923828,4.0377020835876465,0.9299585819244384,1.301233410835266
DLinear,jena,full,4,0.1,2782,5,3.4369418621063232,5.774526119232178,2.1304428577423096,2.809473752975464,7.750319004058838,10.365730285644531,2.933968305587769,4.042210578918457,0.9330369234085084,1.3036987781524658
DLinear,jena,full,4,0.2,2782,5,3.4583027362823486,5.800970554351807,2.1481268405914307,2.8250653743743896,7.801811218261719,10.414779663085938,2.9467549324035645,4.055333137512207,0.9365190863609314,1.307936191558838
Informer,jena,full,3,0.0,2782,5,3.5662240982055664,5.781706809997559,3.291792631149292,3.991908311843872,7.521903991699219,10.164523124694824,2.5964999198913574,3.602060556411743,0.8547002077102661,1.2185331583023071
Informer,jena,full,3,0.05,2782,5,3.5697755813598633,5.786523818969727,3.3002593517303467,4.0015177726745605,7.533306121826172,10.17202377319336,2.590283155441284,3.600860118865967,0.8552517890930176,1.2194379568099976
Informer,jena,full,3,0.1,2782,5,3.577826738357544,5.800441265106201,3.2972331047058105,4.0010905265808105,7.558219432830811,10.201692581176758,2.600356340408325,3.606587409973145,0.8554961681365967,1.2205480337142944
Informer,jena,full,3,0.2,2782,5,3.5824038982391357,5.803393363952637,3.2947745323181152,3.999112844467163,7.567603588104248,10.203362464904783,2.6106345653533936,3.622532844543457,0.8566039204597473,1.2220004796981812
Informer,jena,full,4,0.0,2782,5,3.412683486938477,5.557662487030029,2.823208808898926,3.5042564868927,7.381959915161133,9.841089248657228,2.599970817565918,3.597806215286255,0.8455951809883118,1.2163022756576538
Informer,jena,full,4,0.05,2782,5,3.420086145401001,5.56305456161499,2.82745361328125,3.5096144676208496,7.401265144348144,9.849245071411133,2.6052629947662354,3.6031103134155273,0.8463643789291382,1.217738151550293
Informer,jena,full,4,0.1,2782,5,3.4223885536193848,5.573241233825684,2.8235466480255127,3.5062096118927,7.4037885665893555,9.869531631469728,2.6160035133361816,3.6140623092651367,0.8462163805961609,1.2171621322631836
Informer,jena,full,4,0.2,2782,5,3.4303669929504395,5.576830863952637,2.832275629043579,3.515772819519043,7.40928316116333,9.868892669677734,2.6321661472320557,3.6281564235687256,0.8477429747581482,1.2185860872268677
LSTM,jena,full,3,0.0,2782,5,3.376150369644165,5.568910598754883,2.460145950317383,3.129929780960083,7.627804756164551,9.994288444519045,2.5292093753814697,3.573380470275879,0.8874413371086121,1.2648191452026367
LSTM,jena,full,3,0.05,2782,5,3.377775192260742,5.570562362670898,2.460296392440796,3.1298983097076416,7.632661819458008,9.99776554107666,2.5305161476135254,3.5739071369171143,0.8876261711120605,1.2650243043899536
LSTM,jena,full,3,0.1,2782,5,3.3797104358673096,5.573234558105469,2.4608213901519775,3.1307711601257324,7.638713359832764,10.002947807312012,2.531647205352783,3.5753207206726074,0.8876593708992004,1.2649712562561035
LSTM,jena,full,3,0.2,2782,5,3.3880765438079834,5.582840442657471,2.4585442543029785,3.1279313564300537,7.662728309631348,10.021259307861328,2.542090892791748,3.5858750343322754,0.8889418840408325,1.266615867614746
LSTM,jena,full,4,0.0,2782,5,3.344326972961426,5.535584926605225,2.483104944229126,3.1645700931549072,7.57427167892456,9.941838264465332,2.4339253902435303,3.481034994125366,0.8860058784484863,1.2643312215805054
LSTM,jena,full,4,0.05,2782,5,3.345935344696045,5.53684139251709,2.483525037765503,3.1643266677856445,7.578956127166748,9.944131851196287,2.435312986373902,3.4828567504882812,0.8859465718269348,1.263908863067627
LSTM,jena,full,4,0.1,2782,5,3.3482203483581543,5.539480686187744,2.481480598449707,3.1618707180023193,7.585816860198975,9.949856758117676,2.4387965202331543,3.48526668548584,0.8867858052253723,1.2646005153656006
LSTM,jena,full,4,0.2,2782,5,3.35404896736145,5.545806884765625,2.4806597232818604,3.1584346294403076,7.600427627563477,9.961176872253418,2.447202205657959,3.496083974838257,0.8879047632217407,1.2651311159133911
PatchTST,jena,full,0,0.05,2782,5,3.361302375793457,5.6905598640441895,2.371668577194214,3.084242343902588,7.788758754730225,10.332552909851074,2.3754193782806396,3.4057602882385254,0.9093636274337769,1.287051796913147
PatchTST,jena,full,0,0.1,2782,5,3.372227668762207,5.700893402099609,2.3812246322631836,3.0969936847686768,7.811741828918457,10.34736442565918,2.3848705291748047,3.4172754287719727,0.9110729694366456,1.2898328304290771
PatchTST,jena,full,0,0.2,2782,5,3.4029979705810547,5.741912841796875,2.3987884521484375,3.116725444793701,7.8839430809021,10.418771743774414,2.4158778190612793,3.455371618270874,0.913382887840271,1.2937875986099243
PatchTST,jena,full,1,0.0,2782,5,3.3641927242279053,5.622316837310791,2.3450794219970703,3.027764081954956,7.805571556091309,10.203136444091797,2.3933472633361816,3.39435076713562,0.9127739667892456,1.2840694189071655
PatchTST,jena,full,1,0.05,2782,5,3.373748302459717,5.633990287780762,2.3524575233459473,3.0370662212371826,7.829346179962158,10.22404956817627,2.399610757827759,3.400217056274414,0.9135777354240416,1.284888505935669
PatchTST,jena,full,1,0.1,2782,5,3.3824350833892822,5.645664215087891,2.356431245803833,3.039980411529541,7.846581935882568,10.24304485321045,2.4126908779144287,3.4175238609313965,0.914035975933075,1.2857558727264404
PatchTST,jena,full,1,0.2,2782,5,3.4126410484313965,5.685671806335449,2.383716583251953,3.0682265758514404,7.910679340362549,10.308295249938965,2.44055700302124,3.4604010581970215,0.9156101942062378,1.2876869440078735
PatchTST,jena,full,2,0.0,2782,5,3.3425838947296143,5.641208171844482,2.3586859703063965,3.0552263259887695,7.768750190734863,10.237588882446287,2.331590175628662,3.389596700668335,0.9113078117370604,1.288763165473938
PatchTST,jena,full,2,0.05,2782,5,3.3503992557525635,5.651381969451904,2.361290216445923,3.058596134185791,7.787957668304443,10.256805419921877,2.339948892593384,3.395915985107422,0.9123986959457396,1.2896347045898438
PatchTST,jena,full,2,0.1,2782,5,3.3647074699401855,5.6727681159973145,2.369457006454468,3.0692639350891113,7.821812629699707,10.294960975646973,2.353538274765014,3.4123666286468506,0.9140227437019348,1.2924166917800903
PatchTST,jena,full,2,0.2,2782,5,3.3928327560424805,5.716119766235352,2.384146213531494,3.0869128704071045,7.88603925704956,10.373176574707031,2.3817310333251953,3.446464776992798,0.9194129705429076,1.298521876335144
PatchTST,jena,full,3,0.0,2782,5,3.3762640953063965,5.675252437591553,2.4149527549743652,3.1234796047210693,7.812215328216553,10.290960311889648,2.3813042640686035,3.3959476947784424,0.8965842723846436,1.281214475631714
PatchTST,jena,full,3,0.05,2782,5,3.38527250289917,5.689838409423828,2.419334888458252,3.128422737121582,7.833436965942383,10.31783676147461,2.38965106010437,3.406576156616211,0.8986655473709106,1.2835434675216677
PatchTST,jena,full,3,0.1,2782,5,3.3980374336242676,5.702399253845215,2.427816152572632,3.13537073135376,7.856127738952637,10.335872650146484,2.4079437255859375,3.429006338119507,0.9002606868743896,1.2847298383712769
PatchTST,jena,full,3,0.2,2782,5,3.4296040534973145,5.742166519165039,2.4451100826263428,3.1520931720733643,7.9225993156433105,10.40359115600586,2.445640563964844,3.4717729091644287,0.9050657153129578,1.2908560037612915
PatchTST,jena,full,4,0.0,2782,5,3.3256494998931885,5.60879373550415,2.3119988441467285,2.9955644607543945,7.67343807220459,10.187310218811035,2.4051742553710938,3.381394624710083,0.9119877219200134,1.2828694581985474
PatchTST,jena,full,4,0.05,2782,5,3.337027788162231,5.623815536499023,2.3157958984375,2.999399900436402,7.70055627822876,10.214778900146484,2.418996572494507,3.3944780826568604,0.9127626419067384,1.2839930057525637
PatchTST,jena,full,4,0.1,2782,5,3.3459832668304443,5.636467933654785,2.3217098712921143,3.0052151679992676,7.720088005065918,10.237071990966797,2.427813768386841,3.4056966304779053,0.914320945739746,1.285040259361267
PatchTST,jena,full,4,0.2,2782,5,3.3743228912353516,5.675318241119385,2.3384552001953125,3.0223941802978516,7.788003444671631,10.306622505187988,2.4538097381591797,3.436924457550049,0.9170214533805848,1.2896394729614258
TFT,jena,full,0,0.0,2782,5,3.327855110168457,5.480832576751709,2.626248598098755,3.3217079639434814,7.414385318756104,9.799423217773438,2.392876148223877,3.398658990859986,0.8779104351997375,1.2428827285766602
TFT,jena,full,0,0.05,2782,5,3.3321802616119385,5.48639440536499,2.6270363330841064,3.3219869136810303,7.426030158996582,9.809974670410156,2.3972747325897217,3.4034430980682373,0.8783795237541199,1.243976593017578
TFT,jena,full,0,0.1,2782,5,3.3375093936920166,5.494882106781006,2.6279215812683105,3.3231444358825684,7.442265033721924,9.82635498046875,2.4011311531066895,3.4095404148101807,0.8787204027175903,1.2447550296783447
TFT,jena,full,0,0.2,2782,5,3.350987434387207,5.511133670806885,2.6307969093322754,3.324737071990967,7.473564147949219,9.85452365875244,2.420140027999878,3.430771827697754,0.8794496655464172,1.2468595504760742
TFT,jena,full,1,0.0,2782,5,3.4216175079345703,5.581630229949951,2.5690438747406006,3.2870161533355713,7.591055393218994,9.928352355957031,2.648239850997925,3.6937742233276367,0.8781318068504333,1.2640199661254885
TFT,jena,full,1,0.05,2782,5,3.4233832359313965,5.5826263427734375,2.568781614303589,3.2850537300109863,7.594034194946289,9.927849769592283,2.652486801147461,3.70294976234436,0.8782293200492859,1.2638249397277832
TFT,jena,full,1,0.1,2782,5,3.4309656620025635,5.593356609344482,2.5708303451538086,3.288290023803711,7.608984470367432,9.94468116760254,2.6664109230041504,3.719741106033325,0.877635657787323,1.2635518312454224
TFT,jena,full,1,0.2,2782,5,3.45101261138916,5.623243808746338,2.5763964653015137,3.2946155071258545,7.657619476318359,9.99595069885254,2.6912026405334473,3.755918741226196,0.8788317441940308,1.2661144733428955
TFT,jena,full,2,0.0,2782,5,3.435297966003418,5.571394443511963,2.6267831325531006,3.3157689571380615,7.536027431488037,9.879867553710938,2.708031177520752,3.743061065673828,0.87035071849823,1.243040919303894
TFT,jena,full,2,0.05,2782,5,3.4381024837493896,5.57487154006958,2.6241254806518555,3.313312292098999,7.54468297958374,9.886079788208008,2.7130088806152344,3.749669790267944,0.8705928921699524,1.2426389455795288
TFT,jena,full,2,0.1,2782,5,3.4437551498413086,5.579671859741211,2.6221532821655273,3.3110451698303223,7.555721282958984,9.890771865844728,2.726337194442749,3.767744541168213,0.870809018611908,1.242846131324768
TFT,jena,full,2,0.2,2782,5,3.461181879043579,5.602048397064209,2.6246917247772217,3.3167147636413574,7.593555927276611,9.92684268951416,2.753578186035156,3.799493789672851,0.8729005455970764,1.2461167573928833
TFT,jena,full,3,0.0,2782,5,3.305576801300049,5.52817964553833,2.281240463256836,2.93652606010437,7.669412136077881,10.025212287902832,2.3988423347473145,3.3961784839630127,0.8728115558624268,1.2573647499084473
TFT,jena,full,3,0.05,2782,5,3.3119378089904785,5.53830623626709,2.284916400909424,2.939810037612915,7.685706615447998,10.044180870056152,2.404440402984619,3.403048276901245,0.872687041759491,1.25800621509552
TFT,jena,full,3,0.1,2782,5,3.320420265197754,5.549946308135986,2.2912027835845947,2.948746681213379,7.700925827026367,10.06179428100586,2.4167559146881104,3.4188413619995117,0.872796356678009,1.2587076425552368
TFT,jena,full,3,0.2,2782,5,3.342153310775757,5.580994129180908,2.2981295585632324,2.956125497817993,7.754044532775879,10.119142532348633,2.4422645568847656,3.443908452987671,0.8741764426231384,1.2624452114105225
TFT,jena,full,4,0.0,2782,5,3.44734263420105,5.614268779754639,2.408172369003296,3.082911252975464,7.577818870544434,9.961606979370115,2.9226062297821045,3.9724841117858887,0.8807739615440369,1.2495793104171753
TFT,jena,full,4,0.05,2782,5,3.4534659385681152,5.622751712799072,2.4089877605438232,3.083376407623291,7.596665382385254,9.978529930114746,2.9268271923065186,3.977410554885864,0.8813831210136414,1.2503128051757812
TFT,jena,full,4,0.1,2782,5,3.4599242210388184,5.631654262542725,2.4090616703033447,3.082568407058716,7.615380764007568,9.996335983276367,2.9324347972869873,3.98341703414917,0.8828192949295044,1.2512236833572388
TFT,jena,full,4,0.2,2782,5,3.471367597579956,5.647780418395996,2.4139788150787354,3.0864486694335938,7.648586273193359,10.02861785888672,2.937541246414185,3.989966869354248,0.8853642344474792,1.2532029151916504
TimesNet,jena,full,0,0.0,2782,5,3.2943925857543945,5.439698696136475,2.3863322734832764,3.0285518169403076,7.43040657043457,9.764768600463867,2.484217882156372,3.5056910514831543,0.8766125440597534,1.2444298267364502
TimesNet,jena,full,0,0.05,2782,5,3.296515464782715,5.441200256347656,2.388343334197998,3.0312297344207764,7.435976505279541,9.768026351928713,2.4842429161071777,3.5032291412353516,0.877500593662262,1.245530605316162
