model,dataset,ablation,seed,missing_rate,params,train_time_s,infer_time_s,best_val,epochs_run,seq_len,pred_len,d_model,n_layers,lr,lambda_ent,MAE,RMSE,MSE,SMAPE,R2,MAE_T,RMSE_T,MAE_RH,RMSE_RH,MAPE_RH,MAE_P,RMSE_P,MAPE_P,MAE_WS,RMSE_WS,MAE_h1,RMSE_h1,MAE_h6,RMSE_h6,MAE_h12,RMSE_h12,MAE_h24,RMSE_h24,CLS_ACC,CLS_P,CLS_R,CLS_F1,CLS_AUC,CLS_AP,CLS_POSRATE,norm_variant,width,bl_d_model,bl_d_ff
XAI-MeteoFormer,jena,no_entropy,2,0.0,1892513.0,664.3,6.49,0.1534729260520545,20.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.147176504135132,5.466163635253906,29.878942489624023,21.824478149414062,0.6599491238594055,1.936134457588196,2.606174230575561,7.571619510650635,10.034686088562012,11.117603302001951,2.206658363342285,3.232980728149414,0.2229421138763427,0.8742970824241638,1.2555909156799316,1.1455583572387695,2.098397016525269,2.63523006439209,4.799661159515381,3.3374581336975098,5.685227394104004,4.0457916259765625,6.498085498809815,0.8788946409740197,0.3433537322308976,0.7428713734279666,0.4696405143007084,0.9216885985843986,0.4555545290517143,0.0721796807592752,off,default,,
XAI-MeteoFormer,jena,no_cls,0,0.0,1892513.0,626.9,6.51,0.1529867435699707,19.0,96.0,24.0,256.0,2.0,0.0005,0.01,3.1103248596191406,5.463757991790772,29.85265350341797,21.81225776672364,0.661322832107544,1.9613620042800903,2.666405200958252,7.459746837615967,10.025487899780272,10.82339096069336,2.151129961013794,3.198101043701172,0.2174019515514373,0.8690580725669861,1.2500592470169067,1.0546983480453491,1.9821412563323968,2.6010637283325195,4.791626453399658,3.3026819229125977,5.666000843048096,4.025084018707275,6.537154674530029,0.5003475218099894,0.0690178026664733,0.474204125679658,0.1204978115277118,0.4832552649208,0.0657962277006635,0.0721796807592752,off,default,,
XAI-MeteoFormer,jena,no_cls,1,0.0,1892513.0,628.1,6.51,0.1544204111961275,19.0,96.0,24.0,256.0,2.0,0.0005,0.01,3.1689236164093018,5.526993751525879,30.54765892028809,22.212141036987305,0.6560075879096985,1.9912039041519165,2.678787469863892,7.553856372833252,10.12631893157959,10.875521659851074,2.2627739906311035,3.3021154403686523,0.2286781966686248,0.8678624033927917,1.252374529838562,1.102605938911438,2.0177347660064697,2.658909559249878,4.829670429229736,3.3769466876983643,5.823476791381836,4.057931900024414,6.513583660125732,0.527705876713642,0.0721941406725477,0.4677292159548417,0.1250818598559266,0.4999338905926417,0.0745199936421581,0.0721796807592752,off,default,,
XAI-MeteoFormer,jena,no_cls,2,0.0,1892513.0,760.8,6.53,0.1537701681236838,23.0,96.0,24.0,256.0,2.0,0.0005,0.01,3.1178247928619385,5.494159698486328,30.185789108276367,21.945432662963867,0.6597342491149902,1.9437106847763064,2.626880407333374,7.459429740905762,10.090017318725586,10.822952270507812,2.1963441371917725,3.2356116771698,0.2218800783157348,0.8718186616897583,1.2510137557983398,1.0002070665359497,1.839478611946106,2.6034181118011475,4.802018165588379,3.316627740859986,5.73695707321167,4.03621244430542,6.490240097045898,0.4772253379350014,0.0679085053693627,0.4905574233179762,0.1193018936488068,0.4779560134135577,0.0689023195292017,0.0721796807592752,off,default,,
XAI-MeteoFormer,jena,no_revin,3,0.0,1892475.0,692.4,7.17,0.1445851906016415,20.0,96.0,24.0,256.0,2.0,0.0005,0.01,3.0403103828430176,5.229461193084717,27.34726333618164,22.1431827545166,0.6839185953140259,1.9689960479736328,2.555393695831299,7.137729644775391,9.555594444274902,10.53836154937744,2.204408407211304,3.1755917072296143,0.2226722836494445,0.8501051068305969,1.210479974746704,1.151815414428711,1.9489972591400144,2.510641098022461,4.488428115844727,3.240739345550537,5.459673404693604,3.8476035594940186,6.169152736663818,0.8970226967692455,0.4082798001427551,0.949653426306396,0.5710506283304007,0.9750518894494752,0.7709963095387095,0.0721796807592752,off,default,,
XAI-MeteoFormer,jena,no_revin,4,0.0,1892475.0,728.4,7.12,0.1440110369375356,21.0,96.0,24.0,256.0,2.0,0.0005,0.01,3.062434434890747,5.314776420593262,28.246849060058594,22.25094223022461,0.6793560981750488,2.0018835067749023,2.5811350345611572,7.230940818786621,9.740456581115724,10.438207626342772,2.1731743812561035,3.158147096633911,0.219579204916954,0.8437356948852539,1.2144012451171875,1.3756121397018433,2.3519046306610107,2.6061673164367676,4.772403717041016,3.227670669555664,5.596797466278076,3.8624792098999023,6.167627811431885,0.9318557664653436,0.5159653905416617,0.9034159299381564,0.6568091976221371,0.9783263365539724,0.7934424654667898,0.0721796807592752,off,default,,
XAI-MeteoFormer,beijing_aotizhongxin,full,0,0.0,1892255.0,361.4,3.31,0.1702344414404369,24.0,96.0,24.0,256.0,2.0,0.0005,0.01,4.233922004699707,8.36015510559082,69.8921890258789,27.11214637756348,0.6346084475517273,1.9664772748947144,2.5415213108062744,11.949578285217283,16.161399841308594,26.548704147338867,2.310746669769287,3.3075315952301025,0.2275752425193786,0.7088889479637146,0.9893510937690736,1.8449501991271973,3.615478277206421,3.4563405513763428,6.8996758460998535,4.51899003982544,8.842947006225586,5.274002552032471,9.809614181518556,0.8811578438481992,0.6137627084689738,0.8524624373956594,0.7136825553970242,0.9484866896952586,0.758534935599356,0.1737490935460478,off,default,,
XAI-MeteoFormer,beijing_aotizhongxin,full,1,0.0,1892255.0,329.4,3.3,0.1696099687377576,22.0,96.0,24.0,256.0,2.0,0.0005,0.01,4.221112251281738,8.297155380249023,68.84278869628906,26.98105812072754,0.639452338218689,1.931767821311951,2.543262243270874,11.927726745605469,16.036035537719727,26.79862403869629,2.318208694458008,3.2836318016052246,0.2283537089824676,0.7067456245422363,0.9830656051635742,1.9794461727142327,3.8127496242523193,3.5514137744903564,7.057391166687012,4.478645324707031,8.72995662689209,5.216378688812256,9.735641479492188,0.8766316171138506,0.5981308411214953,0.8836950473010573,0.7133972568123429,0.9482512644596128,0.7551914387932368,0.1737490935460478,off,default,,
XAI-MeteoFormer,beijing_aotizhongxin,full,2,0.0,1892255.0,314.2,3.33,0.1706163669128772,21.0,96.0,24.0,256.0,2.0,0.0005,0.01,4.128878116607666,8.072880744934082,65.1714096069336,26.80909919738769,0.6459881663322449,1.9666625261306765,2.605483293533325,11.577489852905272,15.567123413085938,27.08258628845215,2.282720804214477,3.255138397216797,0.2248058021068573,0.6886328458786011,0.9828010201454164,1.9995121955871584,3.851297378540039,3.5190694332122803,6.908323764801025,4.365245342254639,8.48987102508545,5.150089740753174,9.56404972076416,0.869809040367416,0.5850561691683187,0.8622008903728436,0.6970924020021371,0.9423337845427452,0.7350364756691882,0.1737490935460478,off,default,,
XAI-MeteoFormer,beijing_aotizhongxin,full,3,0.0,1892255.0,358.9,3.3,0.1753347350462087,24.0,96.0,24.0,256.0,2.0,0.0005,0.01,4.334496021270752,8.56698226928711,73.3931884765625,27.54737091064453,0.6295945644378662,1.9429192543029783,2.559722900390625,12.43769359588623,16.598949432373047,27.654680252075195,2.2595086097717285,3.243349552154541,0.2226020842790603,0.6978626847267151,0.9880025386810304,2.031411409378052,4.032095432281494,3.72316312789917,7.467593669891357,4.667302131652832,9.255950927734377,5.191483974456787,9.645456314086914,0.8763475948755136,0.6107814838571735,0.7948316638842515,0.6907568613226938,0.9352354243809456,0.7060384387440622,0.1737490935460478,off,default,,
XAI-MeteoFormer,beijing_aotizhongxin,full,4,0.0,1892255.0,314.7,3.34,0.1714581067068653,21.0,96.0,24.0,256.0,2.0,0.0005,0.01,4.217447757720947,8.229209899902344,67.71990203857422,26.908823013305664,0.6426210403442383,2.0009562969207764,2.623728036880493,11.808167457580566,15.861970901489258,26.573034286499023,2.374264001846313,3.3822731971740723,0.2337952107191085,0.6864014267921448,0.9765985608100892,2.0961227416992188,4.034398078918457,3.542133092880249,7.047692775726318,4.477078437805176,8.655932426452637,5.181057929992676,9.590086936950684,0.870896785109983,0.5867624953025179,0.8688786867000556,0.7004822790489008,0.9449040587890652,0.7521125333115999,0.1737490935460478,off,default,,
DLinear,beijing_aotizhongxin,full,0,0.0,4656.0,35.7,1.61,0.1813958281871665,17.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.370866298675537,8.364294052124023,69.96141052246094,28.02305603027344,0.6226584911346436,2.067016363143921,2.6682190895080566,11.888334274291992,16.02195930480957,29.697751998901367,2.808370590209961,3.8762552738189697,0.276648610830307,0.7197418808937073,0.9988617300987244,1.513930320739746,3.04453444480896,3.851871252059937,7.268893718719482,4.747697830200195,8.918024063110352,5.315508365631104,9.675407409667969,0.7000120860526952,0.3667627624563104,1.0,0.5366882571444571,0.9724340984350214,0.8680857058348331,0.1737490935460478,off,default,,
DLinear,beijing_aotizhongxin,full,1,0.0,4656.0,35.4,1.51,0.1818469122056592,17.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.370772361755371,8.37456226348877,70.13328552246094,27.86449432373047,0.62184739112854,2.059227228164673,2.6766250133514404,11.883844375610352,16.039602279663086,29.582469940185547,2.819514513015747,3.8859710693359375,0.2777368724346161,0.7205022573471069,0.9996055960655212,1.5589107275009155,3.077298641204834,3.80903959274292,7.296165466308594,4.75139856338501,8.933231353759766,5.31899881362915,9.67710018157959,0.7001389896059946,0.3668610363262858,1.0,0.5367934655775962,0.9711123664111878,0.8635894990457496,0.1737490935460478,off,default,,
DLinear,beijing_aotizhongxin,full,2,0.0,4656.0,44.1,1.77,0.1824723739943604,21.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.355257034301758,8.39818000793457,70.52942657470703,27.51024627685547,0.6195576786994934,1.9893732070922847,2.605621576309204,11.88413143157959,16.09955596923828,29.41621208190918,2.8235793113708496,3.889007806777954,0.2781425714492798,0.7239437699317932,1.0041449069976809,1.6104798316955566,3.0927510261535645,3.804576396942138,7.27655029296875,4.738935947418213,8.949922561645508,5.288064479827881,9.726322174072266,0.7002054628958182,0.3669125341364437,1.0,0.5368485912205687,0.9722543822214224,0.8680094617772994,0.1737490935460478,off,default,,
DLinear,beijing_aotizhongxin,full,3,0.0,4656.0,51.8,1.53,0.1820527339249119,24.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.358431816101074,8.379085540771484,70.20906829833984,27.702299118041992,0.6211843490600586,2.016381025314331,2.6341569423675537,11.881067276000977,16.05677032470703,29.56013298034668,2.814025402069092,3.882594108581543,0.2772126197814941,0.7222535014152527,1.0015240907669067,1.511401653289795,3.012202739715576,3.818050146102905,7.29876184463501,4.7509942054748535,8.960500717163086,5.322100639343262,9.67750072479248,0.7006043026347595,0.3672218248697251,1.0,0.5371795829908078,0.9719452929021845,0.867003413503739,0.1737490935460478,off,default,,
DLinear,beijing_aotizhongxin,full,4,0.0,4656.0,43.4,1.56,0.1820063218232414,20.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.35593843460083,8.386488914489746,70.33319854736328,27.59768295288086,0.6209675669670105,2.000499963760376,2.61744236946106,11.881394386291504,16.0742244720459,29.44474220275879,2.819976091384888,3.885575771331787,0.277786910533905,0.7218798398971558,1.0016707181930542,1.5325957536697388,3.0367953777313232,3.815707683563232,7.286460876464844,4.742567539215088,8.946066856384277,5.327303886413574,9.672287940979004,0.6998247522359198,0.3666177876952502,1.0,0.5365330248094274,0.9722233066229784,0.867045783347469,0.1737490935460478,off,default,,
PatchTST,beijing_aotizhongxin,full,0,0.0,1657880.0,334.5,4.59,0.1797696303302361,13.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.343411922454834,8.32275676727295,69.26828002929688,27.4775505065918,0.6245524883270264,2.117337226867676,2.780898094177246,11.980268478393556,15.985722541809082,28.67871284484864,2.572183132171631,3.576022386550904,0.253315269947052,0.7038589119911194,1.0042083263397217,1.899553894996643,3.533867120742798,3.8132307529449454,7.217921733856201,4.701274871826172,8.82358455657959,5.280282020568848,9.629237174987791,0.7036620739666425,0.3696104897801774,1.0,0.539730810384637,0.9717345903757773,0.8630622149222378,0.1737490935460478,off,default,,
PatchTST,beijing_aotizhongxin,full,1,0.0,1657880.0,308.3,4.5,0.1795761105116398,12.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.346999168395996,8.314706802368164,69.13434600830078,27.467514038085938,0.630010724067688,2.0712060928344727,2.7193832397460938,12.010565757751465,15.974641799926758,29.03495216369629,2.603802442550659,3.601101875305176,0.2564676105976105,0.7024227976799011,0.9925566911697388,1.8498156070709229,3.452537775039673,3.793122291564941,7.1981282234191895,4.710824012756348,8.849154472351074,5.252719402313232,9.630701065063477,0.702356780275562,0.3685870317667871,1.0,0.5386387905356039,0.9715028937693324,0.8611876463717374,0.1737490935460478,off,default,,
PatchTST,beijing_aotizhongxin,full,2,0.0,1657880.0,410.6,4.51,0.1799358173408514,16.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.425920486450195,8.397188186645508,70.51277160644531,27.66053009033203,0.6279088258743286,2.259127140045166,2.9426348209381104,12.243829727172852,16.127872467041016,29.817045211791992,2.5042219161987305,3.5074031352996826,0.246680662035942,0.6965023875236511,0.9908732771873474,1.9628502130508425,3.607893466949463,3.822408199310303,7.26513147354126,4.754697799682617,8.915902137756348,5.356767654418945,9.700713157653809,0.703758762388204,0.3696865276313421,1.0,0.5398118769126786,0.9691550809167788,0.8451081746224317,0.1737490935460478,off,default,,
PatchTST,beijing_aotizhongxin,full,3,0.0,1657880.0,436.1,4.54,0.1808684104693333,17.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.413276672363281,8.37486457824707,70.13835906982422,27.80501937866211,0.626232385635376,2.3711533546447754,3.0589492321014404,12.098743438720703,16.071908950805664,29.819435119628903,2.482954263687134,3.4493870735168457,0.2446377873420715,0.7002530694007874,0.9958422780036926,2.2870118618011475,4.0206708908081055,3.887413501739502,7.344806671142578,4.691445827484131,8.81151008605957,5.268847942352295,9.698870658874512,0.7085387962291516,0.3734850551420443,1.0,0.5438501915165271,0.9692937314613512,0.8460871621732603,0.1737490935460478,off,default,,
PatchTST,beijing_aotizhongxin,full,4,0.0,1657880.0,308.0,4.57,0.1793405444556223,12.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.322015285491943,8.272103309631348,68.42768859863281,27.38549995422364,0.6305261254310608,2.090248346328736,2.7468292713165283,11.932170867919922,15.88192367553711,28.540267944335938,2.5644497871398926,3.5975420475006104,0.2525603175163269,0.7011936902999878,0.993930160999298,1.67805814743042,3.2795259952545166,3.728752613067627,7.157673358917236,4.666783809661865,8.736006736755371,5.292102336883545,9.711010932922363,0.7026589315929418,0.3688234388629483,1.0,0.5388911796678787,0.9706934640271134,0.8600767082412317,0.1737490935460478,off,default,,
iTransformer,beijing_aotizhongxin,full,0,0.0,1611032.0,41.8,1.41,0.1798283918385383,11.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.256398677825928,8.244465827941895,67.97122192382812,27.29543685913086,0.6253935694694519,2.0440518856048584,2.6914098262786865,11.528790473937988,15.785073280334473,27.916860580444336,2.7379274368286133,3.803648710250856,0.2696739435195923,0.7148271203041077,1.0024374723434448,1.8243623971939087,3.4799437522888184,3.675037860870361,7.058068752288818,4.568284511566162,8.640817642211914,5.245924472808838,9.78207015991211,0.704520183708001,0.3702864207706573,1.0,0.5404511278195488,0.9733126491227831,0.8708466026101445,0.1737490935460478,off,default,,
iTransformer,beijing_aotizhongxin,full,1,0.0,1611032.0,41.2,1.43,0.1816727172617437,11.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.236266613006592,8.220161437988281,67.57105255126953,27.19239616394043,0.6246684789657593,2.03568172454834,2.684121608734131,11.468731880187988,15.72864818572998,27.18941307067871,2.729434967041016,3.8313703536987305,0.2687453031539917,0.7112192511558533,1.004982590675354,1.7585347890853882,3.40456223487854,3.621522665023804,7.001980781555176,4.530357360839844,8.647478103637695,5.227404594421387,9.704702377319336,0.7033961808073483,0.3694015468818254,1.0,0.5395080029272137,0.9729759122902032,0.8679663671404734,0.1737490935460478,off,default,,
iTransformer,beijing_aotizhongxin,full,2,0.0,1611032.0,41.9,1.41,0.180839857270769,11.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.2470293045043945,8.293310165405273,68.77899169921875,27.3886947631836,0.6235692501068115,2.043849229812622,2.679892063140869,11.579991340637209,15.904072761535645,27.57161331176757,2.649906873703003,3.7395107746124254,0.2609455585479736,0.7143657803535461,1.005345106124878,1.9205138683319087,3.7226693630218506,3.6439244747161865,7.124430179595947,4.521370887756348,8.656519889831543,5.223789215087891,9.803693771362305,0.7037104181774233,0.3696485047954539,1.0,0.5397713406048773,0.9730803258634498,0.8694206059618268,0.1737490935460478,off,default,,
iTransformer,beijing_aotizhongxin,full,3,0.0,1611032.0,38.8,1.38,0.1793040709885165,10.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.237198829650879,8.276616096496582,68.50238037109375,27.325782775878903,0.6232699155807495,1.97872793674469,2.603370189666748,11.53712272644043,15.870319366455078,27.38076400756836,2.71623158454895,3.788298606872559,0.2674317955970764,0.7167156338691711,1.006826400756836,1.8258681297302248,3.5633304119110107,3.637060642242432,7.083293914794922,4.545149326324463,8.667510986328125,5.219322681427002,9.733813285827637,0.7017222625090646,0.3680915620079118,1.0,0.538109542124028,0.9734890056781637,0.8718954128134391,0.1737490935460478,off,default,,
iTransformer,beijing_aotizhongxin,full,4,0.0,1611032.0,41.5,1.4,0.1804747780340063,11.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.27822208404541,8.294769287109375,68.80319213867188,27.363359451293945,0.6222226619720459,2.075082778930664,2.727849006652832,11.608427047729492,15.88893699645996,28.35092544555664,2.708350658416748,3.781595706939697,0.2667409479618072,0.7210243344306946,1.0063774585723877,1.8374879360198968,3.567323684692383,3.7149581909179688,7.263036727905273,4.552108287811279,8.661637306213379,5.267521858215332,9.765951156616213,0.7058315204254291,0.3713241466596066,1.0,0.5415556162474219,0.9733273626833115,0.870957651124179,0.1737490935460478,off,default,,
LSTM,beijing_aotizhongxin,full,0,0.0,833668.0,39.8,1.59,0.1817695901946117,11.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.32642126083374,8.150224685668945,66.42616271972656,27.40477561950684,0.6389838457107544,2.497053623199463,3.259826898574829,11.606468200683594,15.555055618286133,27.97424697875977,2.5194754600524902,3.487672805786133,0.2482446581125259,0.6826865077018738,0.9770582318305968,2.708503007888794,4.812449455261231,3.722445249557495,7.021288871765137,4.412728309631348,8.369588851928711,5.352522373199463,9.67822265625,0.709233744259125,0.3740438153718062,1.0,0.5444423404658209,0.967201800430041,0.8322535020609738,0.1737490935460478,on,default,,
LSTM,beijing_aotizhongxin,full,1,0.0,833668.0,36.8,1.84,0.1809231019940459,10.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.386363983154297,8.103074073791504,65.65980529785156,27.7590446472168,0.6348714828491211,2.579106092453003,3.35761833190918,11.590225219726562,15.385093688964844,27.09003639221192,2.6809237003326416,3.701386213302612,0.2641579806804657,0.6952010989189148,0.981944978237152,2.8277060985565186,4.954644680023193,3.774792432785034,6.962686061859131,4.54926061630249,8.373434066772461,5.313075542449951,9.55365753173828,0.7109016195310611,0.375391685815751,1.0,0.545868772782503,0.9693768804267148,0.8459387589430309,0.1737490935460478,on,default,,
LSTM,beijing_aotizhongxin,full,2,0.0,833668.0,40.0,1.64,0.1818208245443389,11.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.3064470291137695,8.082003593444824,65.31877899169922,27.547990798950195,0.6390466690063477,2.634429693222046,3.4007723331451416,11.389418601989746,15.37689971923828,27.0659236907959,2.5105955600738525,3.5076663494110107,0.2473107278347015,0.6913436651229858,0.9782971739768982,2.639347076416016,4.658001899719238,3.668281078338623,6.9178385734558105,4.430775165557861,8.27800464630127,5.287457942962647,9.567548751831056,0.7162315687696398,0.3797648923523973,1.0,0.5504776856656008,0.969495375056976,0.8467343739799148,0.1737490935460478,on,default,,
LSTM,beijing_aotizhongxin,full,3,0.0,833668.0,40.0,1.6,0.1799820938494341,11.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.323938846588135,8.087265968322754,65.40387725830078,27.406009674072266,0.6409282088279724,2.587462902069092,3.35823130607605,11.48188591003418,15.393251419067385,26.273181915283203,2.5293428897857666,3.526636838912964,0.2492816895246505,0.6970607042312622,0.973849594593048,2.6217377185821533,4.649332046508789,3.666795253753662,6.877651691436768,4.45299243927002,8.304301261901855,5.233307838439941,9.444584846496582,0.7157420836354846,0.379359026797377,1.0,0.5500511751145462,0.971304081622175,0.8564661720992122,0.1737490935460478,on,default,,
LSTM,beijing_aotizhongxin,full,4,0.0,833668.0,36.4,1.76,0.1804478237427967,10.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.3704938888549805,8.094658851623535,65.52349853515625,27.57486343383789,0.6358985304832458,2.58248233795166,3.372354507446289,11.56544017791748,15.38280200958252,26.73988914489746,2.641308546066284,3.623005151748657,0.260281890630722,0.6927464008331299,0.98208349943161,2.79134750366211,4.899684429168701,3.805314064025879,7.029684066772461,4.534292221069336,8.34177017211914,5.3196563720703125,9.554449081420898,0.711022480058013,0.3754897351512302,1.0,0.5459724279366526,0.970448826090979,0.8516373879412477,0.1737490935460478,on,default,,
Transformer,beijing_aotizhongxin,full,0,0.0,2668306.0,106.2,2.86,0.2096721477386414,9.0,96.0,24.0,256.0,2.0,0.0005,0.0,5.042295455932617,9.11141872406006,83.01795196533203,30.39637565612793,0.5876012444496155,3.622735261917114,4.587864875793457,12.839415550231934,17.16180419921875,33.005516052246094,3.014014482498169,3.940027475357056,0.2970828711986542,0.6930153965950012,0.9858794212341307,3.661380052566528,5.887438774108887,4.690952777862549,8.33970832824707,5.153647422790527,9.336087226867676,5.70375394821167,10.227805137634276,0.7519881556683587,0.4119610849225567,1.0,0.5835303668374854,0.9680835346213128,0.8492960359217067,0.1737490935460478,off,default,,
Transformer,beijing_aotizhongxin,full,1,0.0,2668306.0,106.5,2.9,0.2192770572522765,9.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.984521865844727,8.919272422790527,79.55341339111328,30.218461990356445,0.5959555506706238,3.4548895359039307,4.530772686004639,12.643738746643066,16.73833465576172,31.721132278442383,3.1490743160247803,4.069041728973389,0.3105729222297668,0.6903838515281677,0.9781660437583924,3.47567081451416,5.564034938812256,4.612366676330566,8.127923011779785,5.125601291656494,9.110844612121582,5.733753681182861,10.150230407714844,0.7446458786560309,0.4049121225777377,1.0,0.5764234161988773,0.9707995405771236,0.8591969329404252,0.1737490935460478,off,default,,
Transformer,beijing_aotizhongxin,full,2,0.0,2668306.0,106.1,2.82,0.2058455895446626,9.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.983187675476074,8.93407917022705,79.81776428222656,29.860916137695312,0.6006261706352234,3.5712544918060303,4.510886669158936,12.638748168945312,16.792306900024414,32.025299072265625,3.0398197174072266,4.000339984893799,0.299813836812973,0.6829332113265991,0.9688649773597716,3.5820329189300537,5.801886081695557,4.543458938598633,8.115842819213867,5.118951797485352,9.19646453857422,5.791717052459717,10.18202304840088,0.7451172347111433,0.4053573946144085,1.0,0.5768744607852972,0.9696428941326204,0.8575552781627837,0.1737490935460478,off,default,,
Transformer,beijing_aotizhongxin,full,3,0.0,2668306.0,105.7,2.88,0.2128408894026423,9.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.931717872619629,9.113929748535156,83.06371307373047,30.11437606811523,0.593799889087677,3.3585686683654785,4.456060409545898,12.744933128356934,17.215686798095703,33.20911407470703,2.9331746101379395,3.8813765048980713,0.2892378568649292,0.6901940107345581,0.9764516949653624,3.5475969314575195,5.964964866638184,4.569769382476807,8.436225891113281,5.064673900604248,9.34842586517334,5.689625263214111,10.345429420471191,0.7309523809523809,0.3923902066217212,1.0,0.5636210377746849,0.9702175575977108,0.8595261633122703,0.1737490935460478,off,default,,
Transformer,beijing_aotizhongxin,full,4,0.0,2668306.0,106.2,2.89,0.2062199400445863,9.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.927658081054688,8.700777053833008,75.7035140991211,29.9523868560791,0.6051919460296631,3.46378755569458,4.357329368591309,12.40922737121582,16.32090187072754,30.98004722595215,3.1384599208831787,4.062166213989258,0.3095744252204895,0.6991607546806335,0.9770745038986206,3.5260183811187744,5.634626865386963,4.487507343292236,7.811266422271728,5.044110298156738,8.853025436401367,5.733238697052002,9.92458438873291,0.7471295624848925,0.4072694307123532,1.0,0.5788080403426306,0.9692983133915928,0.8542350118390778,0.1737490935460478,off,default,,
Informer,beijing_aotizhongxin,full,0,0.0,2865682.0,162.2,3.1,0.2112551278681891,13.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.875434875488281,8.885629653930664,78.95441436767578,29.956335067749023,0.597487211227417,3.691837310791016,4.600454807281494,12.25987720489502,16.70859146118164,29.83353805541992,2.845065116882324,3.809140682220459,0.2805041074752807,0.704961895942688,0.983271300792694,3.2012417316436768,5.164622783660889,4.244917392730713,7.620131015777588,4.975607872009277,9.15720272064209,5.751694679260254,10.246512413024902,0.7489787285472564,0.4090424094123003,1.0,0.5805963066546853,0.9721260748199748,0.8735205318261798,0.1737490935460478,off,default,,
Informer,beijing_aotizhongxin,full,1,0.0,2865682.0,162.5,3.18,0.2017047292571311,13.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.816354751586914,8.993724822998047,80.88709259033203,30.21759033203125,0.5932927131652832,3.5550999641418457,4.609973907470703,12.494036674499512,17.0145206451416,29.62505531311035,2.513157606124878,3.436874866485596,0.2475182265043258,0.703123927116394,0.9952190518379213,3.028932809829712,5.169315338134766,4.148788928985596,7.660967826843262,5.078889846801758,9.388080596923828,5.754467487335205,10.585811614990234,0.7426516799613246,0.4030281788868639,0.9998608792431832,0.5744889190863492,0.9736379716389828,0.8777711983590044,0.1737490935460478,off,default,,
Informer,beijing_aotizhongxin,full,2,0.0,2865682.0,137.3,3.17,0.1958799343088717,11.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.985663890838623,9.204036712646484,84.71429443359375,29.84859275817871,0.5894576907157898,3.431375503540039,4.381766319274902,12.874529838562012,17.43360137939453,31.187456130981445,2.9394705295562744,3.8420019149780273,0.2896281480789184,0.6972785592079163,0.9827663898468018,3.697719812393189,6.298135757446289,4.434875965118408,8.28879165649414,4.882400035858154,9.050551414489746,5.637345314025879,10.378896713256836,0.7526528885665942,0.4125963456818475,0.9997913188647746,0.5841317578208346,0.970550744753924,0.8627544238512925,0.1737490935460478,off,default,,
Informer,beijing_aotizhongxin,full,3,0.0,2865682.0,149.4,3.13,0.1981125247137082,12.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.935202121734619,8.877753257751465,78.81450653076172,30.14604949951172,0.597400963306427,3.96366810798645,4.969320774078369,12.186773300170898,16.582544326782227,30.13979148864746,2.911890983581543,3.825571060180664,0.2871006727218628,0.6784791946411133,0.9736867547035216,3.1829872131347656,5.08975887298584,4.26209020614624,7.558279991149902,5.083664417266846,9.332603454589844,5.775958061218262,10.103065490722656,0.7551486584481508,0.4150714595062797,1.0,0.5866438146538532,0.9722241432624544,0.8681624940495665,0.1737490935460478,off,default,,
Informer,beijing_aotizhongxin,full,4,0.0,2865682.0,138.1,3.13,0.201771259919394,11.0,96.0,24.0,256.0,2.0,0.0005,0.0,5.047341346740723,8.864219665527344,78.57438659667969,30.14993667602539,0.5944509506225586,4.105405330657959,5.070348262786865,12.275450706481934,16.47829818725586,29.768430709838867,3.1215829849243164,4.013506412506104,0.3078536987304687,0.686926543712616,0.972924530506134,3.82269287109375,6.132339000701904,4.376071929931641,7.763879299163818,5.141556739807129,8.93187427520752,5.703134059906006,9.950919151306152,0.766467246797196,0.4265999910967339,0.9998956594323872,0.59804665966321,0.9711120681564642,0.8615065702471724,0.1737490935460478,off,default,,
