model,dataset,ablation,seed,missing_rate,params,train_time_s,infer_time_s,best_val,epochs_run,seq_len,pred_len,d_model,n_layers,lr,lambda_ent,MAE,RMSE,MSE,SMAPE,R2,MAE_T,RMSE_T,MAE_RH,RMSE_RH,MAPE_RH,MAE_P,RMSE_P,MAPE_P,MAE_WS,RMSE_WS,MAE_h1,RMSE_h1,MAE_h6,RMSE_h6,MAE_h12,RMSE_h12,MAE_h24,RMSE_h24,CLS_ACC,CLS_P,CLS_R,CLS_F1,CLS_AUC,CLS_AP,CLS_POSRATE,norm_variant,width,bl_d_model,bl_d_ff
LSTM,jena,full,0,0.0,834694.0,64.7,2.44,0.1644632523522985,10.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.3804056644439697,5.574488162994385,31.074920654296875,23.25390815734864,0.635573148727417,2.4944324493408203,3.177187442779541,7.618510723114014,9.994239807128906,11.021039962768556,2.5271010398864746,3.564600944519043,0.2552495002746582,0.8815818428993225,1.2704150676727295,1.842114806175232,3.0381226539611816,2.889951467514038,4.926908016204834,3.5239827632904053,5.776556491851807,4.1488213539123535,6.490678787231445,0.7123687805579523,0.200195100802081,0.9965965218113144,0.3334143344141191,0.9687927635037052,0.7054643845273403,0.0721796807592752,on,default,,
LSTM,jena,full,1,0.0,834694.0,72.2,2.44,0.1629388547464221,11.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.341674327850342,5.555503845214844,30.86362075805664,23.29534721374512,0.6395302414894104,2.5641560554504395,3.270162582397461,7.547298908233643,9.975954055786133,10.846395492553713,2.374914169311523,3.412384033203125,0.2399394214153289,0.8803262710571289,1.2635151147842407,1.7097173929214478,2.7829384803771973,2.8397321701049805,4.869264602661133,3.4782869815826416,5.722318172454834,4.157525539398193,6.532463073730469,0.7133334531684402,0.2008540580291482,0.9975926617689784,0.3343837169668259,0.9713713458065304,0.7109367520996137,0.0721796807592752,on,default,,
LSTM,jena,full,2,0.0,834694.0,65.6,2.44,0.161491636647838,10.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.333202362060547,5.570014476776123,31.025060653686523,22.82442092895508,0.6405912637710571,2.300625801086426,2.961940050125122,7.663213729858398,10.061519622802734,11.08471393585205,2.4784646034240723,3.533099174499512,0.2504345774650574,0.8905017971992493,1.2689039707183838,1.7970861196517944,3.041461706161499,2.8515329360961914,4.913032054901123,3.4638140201568604,5.741313457489014,4.124176502227783,6.493048667907715,0.6974193509730611,0.1923661557169829,0.998007720084672,0.3225590083775463,0.972253024520313,0.7268261417386657,0.0721796807592752,on,default,,
LSTM,jena,full,3,0.0,834694.0,64.8,2.42,0.1630621452928108,10.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.375341415405273,5.566741466522217,30.988609313964844,23.150808334350582,0.6382837295532227,2.45758056640625,3.1276376247406006,7.626745223999023,9.99127197265625,11.01418399810791,2.529227495193481,3.570279836654663,0.2554789781570434,0.8878119587898254,1.2648696899414062,1.8887083530426023,3.089839220046997,2.9090633392333984,4.929955959320068,3.5159006118774414,5.748739242553711,4.154847145080566,6.505312919616699,0.7043008819863867,0.1958880546520254,0.9973436267795626,0.3274597983101662,0.9696773883101212,0.7009058946444092,0.0721796807592752,on,default,,
LSTM,jena,full,4,0.0,834694.0,71.4,2.42,0.1632938142328153,11.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.3395044803619385,5.531079292297363,30.592836380004883,23.11087417602539,0.6412794589996338,2.480512380599976,3.162665367126465,7.566592216491699,9.935301780700684,10.944989204406738,2.424845933914185,3.4729156494140625,0.2449153661727905,0.8860681653022766,1.2639459371566772,1.6895368099212646,2.792222738265991,2.8304269313812256,4.858096122741699,3.456852436065674,5.674625396728516,4.19403076171875,6.538107872009277,0.7225098264787653,0.2061151850422402,0.9974681442742706,0.341635391788923,0.9703264427722548,0.7207720340858765,0.0721796807592752,on,default,,
Transformer,jena,full,0,0.0,2670099.0,235.7,5.99,0.1677536582559386,9.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.479896545410156,5.698087692260742,32.468204498291016,23.7635440826416,0.634067952632904,2.82432222366333,3.5533387660980225,7.5493316650390625,10.106249809265137,10.790703773498535,2.6772148609161377,3.689860582351685,0.2702245116233825,0.8687223196029663,1.2227706909179688,2.2893190383911133,3.5211849212646484,3.0713584423065186,5.158174514770508,3.606425285339356,5.958487510681152,4.151412010192871,6.461504459381104,0.7633376473971815,0.2333899868887486,0.9974266384427012,0.3782681924790253,0.9751610140876196,0.7503510772937616,0.0721796807592752,off,default,,
Transformer,jena,full,1,0.0,2670099.0,261.1,6.03,0.1639953823510196,10.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.3607752323150635,5.548037052154541,30.78071594238281,23.29101181030273,0.6470155119895935,2.635392427444458,3.369791984558105,7.355907440185547,9.862269401550291,10.53453254699707,2.591179609298706,3.6082301139831534,0.2616709470748901,0.8606212139129639,1.218086838722229,2.067665100097656,3.165348052978516,2.9329068660736084,4.936915874481201,3.5016679763793945,5.812334060668945,4.0412211418151855,6.356017112731934,0.7399398427763397,0.2172058332807243,0.999626447515876,0.3568687302739787,0.9764508076796684,0.7618574410976487,0.0721796807592752,off,default,,
Transformer,jena,full,2,0.0,2670099.0,209.5,5.99,0.1682953020925534,8.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.4947216510772705,5.656712532043457,31.99839782714844,23.598934173583984,0.6297488212585449,2.7391157150268555,3.4324965476989746,7.576425552368164,10.010893821716309,11.062256813049316,2.795010089874268,3.800427436828613,0.2822206914424896,0.8683385848999023,1.2451106309890747,2.367856025695801,3.5780982971191406,3.083946704864502,5.099074840545654,3.57732892036438,5.785797595977783,4.224786758422852,6.5687360763549805,0.7563782235643755,0.2283593141815558,0.998381272568796,0.3716998771508263,0.9737814798938684,0.7255223404928891,0.0721796807592752,off,default,,
Transformer,jena,full,3,0.0,2670099.0,235.5,6.0,0.170689678204677,9.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.51670503616333,5.70778226852417,32.57878112792969,23.84389305114746,0.6303421854972839,2.944084644317627,3.632305860519409,7.579392433166504,10.09927749633789,10.806370735168455,2.678272485733032,3.6900131702423096,0.2704403698444366,0.8650719523429871,1.2287955284118652,2.314622163772583,3.5327019691467285,3.089771270751953,5.134785175323486,3.66306209564209,5.957818031311035,4.205760002136231,6.560272693634033,0.7632927092320967,0.2334491729440087,0.9981737434109492,0.378399641252783,0.9764032583543558,0.762302368481068,0.0721796807592752,off,default,,
Transformer,jena,full,4,0.0,2670099.0,286.9,6.0,0.1695295800737973,11.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.395171642303467,5.525974273681641,30.53639030456543,23.699951171875,0.6346211433410645,2.848682403564453,3.5622246265411377,7.310432910919189,9.755298614501951,10.59528636932373,2.5524823665618896,3.5659067630767822,0.257917195558548,0.8690903782844543,1.2548222541809082,2.0502572059631348,3.060656309127808,2.928281307220459,4.845864295959473,3.5134100914001465,5.701571464538574,4.119040966033936,6.42642879486084,0.7631459112261528,0.2333278349715217,0.9980907317478106,0.3782342671091747,0.9774965677042476,0.7664420883558712,0.0721796807592752,off,default,,
Informer,jena,full,0,0.0,2867475.0,315.2,6.25,0.1648919964072736,12.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.39915132522583,5.614770412445068,31.52564811706543,23.20092391967773,0.6448942422866821,2.7236502170562744,3.4268734455108643,7.418831348419189,10.000204086303713,10.630304336547852,2.60421085357666,3.5894322395324707,0.2629934549331665,0.849907636642456,1.2128582000732422,1.9659188985824585,3.0914647579193115,3.014921426773072,5.087861061096191,3.544828653335572,5.852587699890137,4.212433815002441,6.666129112243652,0.7603327820918416,0.2312366594234948,0.9982152492425186,0.3754908313101585,0.9747421794929712,0.7401665808454657,0.0721796807592752,off,default,,
Informer,jena,full,1,0.0,2867475.0,393.5,6.36,0.1751384118480812,15.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.4204366207122803,5.538974285125732,30.680238723754883,23.906879425048828,0.6350147724151611,2.966114282608032,3.729306936264038,7.155572891235352,9.66052532196045,10.30397891998291,2.715772151947021,3.7392754554748535,0.2744356691837311,0.8442877531051636,1.2269153594970703,1.966726422309876,2.9172847270965576,3.003500699996948,4.920911312103272,3.5475950241088867,5.707214832305908,4.282697677612305,6.707271099090576,0.7415666043524111,0.2182492205061272,0.9994189183580292,0.3582624738694103,0.9718649642470996,0.7320553799675832,0.0721796807592752,off,default,,
Informer,jena,full,2,0.0,2867475.0,367.0,6.29,0.1678229098190819,14.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.4626591205596924,5.663078784942627,32.07046127319336,23.934085845947266,0.6390776634216309,2.8982372283935547,3.572499513626098,7.592963695526123,10.095321655273438,10.975212097167969,2.479525089263916,3.479456663131714,0.2505036294460296,0.8799088597297668,1.223514437675476,2.0886101722717285,3.147871255874634,2.958240270614624,4.96891975402832,3.66715931892395,5.970487117767334,4.239818572998047,6.723174095153809,0.7657223660243505,0.2349748724027469,0.9955588760220812,0.3802111403480963,0.9743877879691516,0.7463740982436589,0.0721796807592752,off,default,,
Informer,jena,full,3,0.0,2867475.0,343.6,6.54,0.1702730282892531,13.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.5665855407714844,5.787496089935303,33.495113372802734,24.294095993041992,0.6238707304000854,3.2933826446533203,3.996548652648926,7.540850162506103,10.183839797973633,10.74783706665039,2.5757343769073486,3.579381942749023,0.2602068781852722,0.8563767671585083,1.2188270092010498,2.112283945083618,3.160346031188965,3.151869297027588,5.186371326446533,3.6971728801727295,5.995102882385254,4.455566883087158,6.96252965927124,0.7832901926948519,0.2492072238799763,0.9948532768854024,0.3985732577281873,0.9745517195127006,0.7424771316116605,0.0721796807592752,off,default,,
Informer,jena,full,4,0.0,2867475.0,322.0,6.48,0.1640499935265326,12.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.410385847091675,5.551522254943848,30.819398880004883,23.549144744873047,0.6450581550598145,2.8191866874694824,3.504752397537231,7.374099731445312,9.828286170959473,10.820701599121094,2.602042436599731,3.5944979190826416,0.2627700865268707,0.8462187051773071,1.2159876823425293,2.040170192718506,3.097897291183472,3.018380880355835,5.010159969329834,3.546597480773926,5.750116348266602,4.145078182220459,6.536388397216797,0.770051409260857,0.238691622174146,0.9982982609056572,0.385266580703033,0.9752010578289998,0.740338551292953,0.0721796807592752,off,default,,
Autoformer,jena,full,0,0.0,2677267.0,1476.6,12.28,0.1999612503703837,17.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.833132982254028,6.039395809173584,36.47430038452149,25.24197769165039,0.568082332611084,2.611082077026367,3.3136205673217773,8.109057426452637,10.541171073913574,11.733914375305176,3.643383741378784,4.69232702255249,0.3682940602302551,0.969009816646576,1.335265040397644,2.8788540363311768,4.339199066162109,3.4316725730896,5.425450801849365,3.8781023025512695,6.13035774230957,4.487923622131348,6.970460891723633,0.7324052104304477,0.2122057110585577,0.99813223757938,0.3500003638560003,0.9677932654762098,0.6931436824999715,0.0721796807592752,off,default,,
Autoformer,jena,full,1,0.0,2677267.0,1470.4,12.14,0.2115213979285842,17.0,96.0,24.0,256.0,2.0,0.0005,0.0,4.129242897033691,6.4498443603515625,41.60049057006836,26.38443756103516,0.5343449115753174,3.052367687225342,3.796330690383911,8.649270057678223,11.157137870788574,12.528451919555664,3.847077608108521,5.0769572257995605,0.3883338868618011,0.9682522416114808,1.3162946701049805,3.086327075958252,4.709788799285889,3.683347702026367,5.770735263824463,4.177762508392334,6.518017292022705,4.88685941696167,7.627365589141846,0.7470730275141405,0.2215309061369175,0.9960569460009132,0.3624500645667983,0.9617434174470596,0.6581705423609949,0.0721796807592752,off,default,,
Autoformer,jena,full,2,0.0,2677267.0,1211.4,12.26,0.2111201069121711,14.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.9558568000793457,6.182114124298096,38.21853256225586,26.098907470703125,0.5529046058654785,3.105743885040283,3.908860683441162,8.243906021118164,10.67465877532959,11.95420742034912,3.525213718414306,4.679059028625488,0.3559781014919281,0.9485654830932616,1.324017882347107,2.9543166160583496,4.516560077667236,3.5270910263061523,5.540199279785156,4.035375118255615,6.306054592132568,4.6450066566467285,7.15668249130249,0.7501797526603394,0.2238007844160199,0.9970945917901464,0.3655522924053137,0.9657238913457626,0.6815717575416776,0.0721796807592752,off,default,,
Autoformer,jena,full,3,0.0,2677267.0,1206.4,12.29,0.2097455570132435,14.0,96.0,24.0,256.0,2.0,0.0005,0.0,3.961820125579834,6.222841262817383,38.723751068115234,25.84315490722656,0.546436071395874,2.816803455352783,3.518900156021118,8.322938919067383,10.765772819519045,11.774556159973145,3.7360894680023193,4.981394290924072,0.3772307634353637,0.97144216299057,1.3402466773986816,3.091905355453491,4.694067001342773,3.589805603027344,5.656565189361572,3.981736183166504,6.265652656555176,4.6242547035217285,7.175896167755127,0.7436427475793308,0.2192087402143033,0.9960154401693438,0.359333353298793,0.9649541611366016,0.6745733352523884,0.0721796807592752,off,default,,
