model,dataset,ablation,seed,variant,block_len,n_windows,test_stride,MAE,RMSE,MAE_T,RMSE_T,MAE_RH,RMSE_RH,MAE_P,RMSE_P,MAE_WS,RMSE_WS
PatchTST,jena,full,0,none,16,2782,5,3.3513779640197754,5.679869174957275,2.3633601665496826,3.075474500656128,7.770351886749268,10.316376686096191,2.3636629581451416,3.3922650814056396,0.9081369638442992,1.2845284938812256
PatchTST,jena,full,0,A_end,16,2782,5,5.281563758850098,8.487274169921875,3.6026477813720703,4.605023384094238,11.79244327545166,15.107414245605469,4.591402053833008,6.014619827270508,1.1397596597671509,1.5872784852981567
PatchTST,jena,full,0,B_start,16,2782,5,3.4201364517211914,5.801721096038818,2.3611257076263428,3.09948992729187,8.027697563171387,10.573352813720703,2.368277788162231,3.3928885459899902,0.9234471321105956,1.3136028051376345
PatchTST,jena,full,1,none,16,2782,5,3.3641927242279053,5.622316837310791,2.3450794219970703,3.027764081954956,7.805571556091309,10.203136444091797,2.3933472633361816,3.39435076713562,0.9127739667892456,1.2840694189071655
PatchTST,jena,full,1,A_end,16,2782,5,5.094578742980957,8.119403839111328,3.4335339069366455,4.363791465759277,11.196935653686523,14.329268455505373,4.637749195098877,6.07835054397583,1.1100949048995972,1.5433354377746582
PatchTST,jena,full,1,B_start,16,2782,5,3.4377572536468506,5.7510085105896,2.3606231212615967,3.0636301040649414,8.05206298828125,10.469470024108888,2.41392183303833,3.404052972793579,0.9244232177734376,1.3088778257369995
PatchTST,jena,full,2,none,16,2782,5,3.3425838947296143,5.641208171844482,2.3586859703063965,3.0552263259887695,7.768750190734863,10.237588882446287,2.331590175628662,3.389596700668335,0.9113078117370604,1.288763165473938
PatchTST,jena,full,2,A_end,16,2782,5,5.298788547515869,8.526382446289062,3.5766024589538574,4.562003135681152,11.846288681030272,15.19789218902588,4.618130683898926,6.035181045532227,1.1541354656219482,1.6079885959625244
PatchTST,jena,full,2,B_start,16,2782,5,3.411080837249756,5.784046173095703,2.367061138153076,3.105419397354126,8.028353691101074,10.544456481933594,2.321186065673828,3.3543624877929688,0.92772114276886,1.319035530090332
PatchTST,jena,full,3,none,16,2782,5,3.3762640953063965,5.675252437591553,2.4149527549743652,3.1234796047210693,7.812215328216553,10.290960311889648,2.3813042640686035,3.3959476947784424,0.8965842723846436,1.281214475631714
PatchTST,jena,full,3,A_end,16,2782,5,5.285809516906738,8.525814056396484,3.5676934719085693,4.5465288162231445,11.839672088623049,15.19792652130127,4.6191864013671875,6.053869247436523,1.1166857481002808,1.568686604499817
PatchTST,jena,full,3,B_start,16,2782,5,3.499030113220215,5.893444538116455,2.5172572135925293,3.2752468585968018,8.18017864227295,10.723162651062012,2.3809306621551514,3.3899145126342773,0.9177534580230712,1.3136800527572632
PatchTST,jena,full,4,none,16,2782,5,3.3256494998931885,5.60879373550415,2.3119988441467285,2.9955644607543945,7.67343807220459,10.187310218811035,2.4051742553710938,3.381394624710083,0.9119877219200134,1.2828694581985474
PatchTST,jena,full,4,A_end,16,2782,5,5.190088272094727,8.319483757019043,3.528775453567505,4.478696823120117,11.485113143920898,14.758004188537598,4.623122692108154,6.047991752624512,1.123342990875244,1.555509328842163
PatchTST,jena,full,4,B_start,16,2782,5,3.401456356048584,5.739577770233154,2.3186957836151123,3.029618740081787,7.941421985626221,10.458474159240724,2.4175052642822266,3.391775131225586,0.928200364112854,1.307131290435791
TFT,jena,full,0,none,16,2782,5,3.327855110168457,5.480832576751709,2.626248598098755,3.3217079639434814,7.414385318756104,9.799423217773438,2.392876148223877,3.398658990859986,0.8779104351997375,1.2428827285766602
TFT,jena,full,0,A_end,16,2782,5,6.3056721687316895,10.250550270080566,4.659386157989502,5.833989143371582,14.770467758178713,18.647632598876953,4.554696559906006,5.979529857635498,1.2381367683410645,1.6645463705062866
TFT,jena,full,0,B_start,16,2782,5,3.3663125038146973,5.531144142150879,2.5977416038513184,3.2967538833618164,7.5669379234313965,9.913179397583008,2.413200616836548,3.4153854846954346,0.8873681426048279,1.2528480291366575
TFT,jena,full,1,none,16,2782,5,3.4216175079345703,5.581630229949951,2.5690438747406006,3.2870161533355713,7.591055393218994,9.928352355957031,2.648239850997925,3.6937742233276367,0.8781318068504333,1.2640199661254885
TFT,jena,full,1,A_end,16,2782,5,6.080024242401123,9.935147285461426,4.2909393310546875,5.4498724937438965,14.00580883026123,17.962827682495117,4.815715789794922,6.299212455749512,1.207638144493103,1.6686089038848877
TFT,jena,full,1,B_start,16,2782,5,3.472885847091675,5.675628662109375,2.6402533054351807,3.3778066635131836,7.728270053863525,10.114879608154297,2.6308064460754395,3.674487352371216,0.8922134041786194,1.2762497663497925
