dataset,model,seed,a_val_T,a_oracle_T,sd_ratio_T,MSE_T_before,MSE_T_after,a_val_RH,a_oracle_RH,sd_ratio_RH,MSE_RH_before,MSE_RH_after,a_val_P,a_oracle_P,sd_ratio_P,MSE_P_before,MSE_P_after,a_val_WS,a_oracle_WS,sd_ratio_WS,MSE_WS_before,MSE_WS_after,MAE_before,MAE_after,RMSE_before,RMSE_after
jena,Transformer,0,0.7222159939270767,0.8492730602165621,1.0942983998159215,12.626214219852615,10.400026317242789,0.8351723119786243,0.806571121994624,1.0009045591253551,102.13629714085508,92.2284192517312,0.9517605399373751,0.9919195482231169,0.9060153168104151,13.615071235620736,13.721993956340551,1.0404407419889927,0.9896334381556845,0.5685709196609245,1.4951682271921354,1.497249387841377,3.479897875219582,3.3700099063590256,5.698086319623469,5.427883770705576
jena,Transformer,1,0.7236734890703431,0.8466611331303636,1.1020168989425094,11.35549869441528,9.694520568594838,0.8467046631103007,0.822041372946443,0.9905252033603203,97.264351335892,89.59776051141725,0.9237979744313328,0.939031537642273,0.9646161965725591,13.019328022234568,12.848116489202226,0.9805181923894563,0.9288072250942639,0.6128976879837921,1.483735698548456,1.4817033613382042,3.3607751724831445,3.2782843312177508,5.548038251289602,5.329683408293417
jena,Transformer,2,0.7457211186952225,0.884221492089273,1.0512234093635775,11.782031436627173,10.615837785209644,0.883558975369984,0.8642726893909978,0.9265969271527493,100.21799225895768,96.87586748419027,0.951488417096953,0.9836780227647101,0.9037921901181392,14.443247308582315,14.493145425008604,1.1913334889590526,1.113740174696269,0.49782924079833457,1.5503006791698273,1.551451429605467,3.494722304983559,3.454466277843406,5.656712200636892,5.557344287607481
jena,Transformer,3,0.7188004221011953,0.8548706412165336,1.0931830953782933,13.193647601276243,10.40944073631287,0.8413400025768845,0.8196317451159711,0.9810075339969685,101.99540404175754,93.53103332813096,0.9037559586055891,0.9373425545266048,0.9586972050507008,13.61619546413375,13.463557746173603,0.9710853381778868,0.9300820346720019,0.6041913005596067,1.5099384952858648,1.507114684662612,3.5167053654765406,3.384452423253451,5.70778384319285,5.452319380210591
jena,Transformer,4,0.7035684380288032,0.8412842452897049,1.106342121914194,12.689445612446333,10.398646188171334,0.8876588793412884,0.8765723474271596,0.9222251352348231,95.16585566446348,92.16640261052648,0.9883366473821771,1.0253709937226674,0.8803038586746886,12.715691710796413,12.752090609483442,0.9100626895477869,0.9055080997810842,0.5964164956025129,1.5745791265390061,1.5667774796731304,3.3951719785305365,3.3331094965049473,5.525974396299834,5.405643275500482
jena,XAI-MeteoFormer,0,0.8777573084702521,0.9169607602645921,1.041391179904241,6.531882770787971,5.896202514150716,0.8652233038484186,0.8510993917842257,0.9637398244944385,91.88931487443855,86.65545771100207,0.9484491365728595,0.9686159454670769,0.9582925373686761,9.534868819759843,9.506354833240442,0.9655195428554777,0.929060784156268,0.6212854104943789,1.4652944038247342,1.4620558781813673,2.985109638412527,2.956411390579362,5.230233285160689,5.087240679793284
jena,XAI-MeteoFormer,1,0.9321719704945094,0.9751208606372365,0.9773736184092692,6.347619428009321,6.713073970711324,0.8708276038416463,0.8702160494092913,0.9397489168951467,92.49647434525365,89.2553884548827,0.9466795539205116,0.9705906868283916,0.9561370406387651,9.533595137567923,9.52415888296205,0.9187728547420645,0.9144966322260644,0.6347354234934043,1.4590905361498134,1.4517034462848182,3.0020268313683944,3.01302930291097,5.24015217925445,5.170694459036448
jena,XAI-MeteoFormer,2,0.9085271119010389,0.987910443634217,0.9637675441980099,6.375837372148125,7.13008899010911,0.8348744262627757,0.8348669686771367,0.977460451743602,95.18161865188354,88.6436916303537,0.9629249465572064,0.9875552831399637,0.9367150247507681,10.116044079415888,10.1631309907222,0.9637750245250997,0.9203791239458813,0.6204386396075839,1.5149630026272523,1.5102311682097018,3.0343937784572597,3.0465353576680365,5.319503339271318,5.182835680865127
jena,XAI-MeteoFormer,3,0.8909787901662166,0.9388519177696552,1.0147216571257411,6.530037152074804,6.921455386285938,0.9186191950662181,0.9163429765858497,0.891420960803281,91.30937663029448,90.37414485452477,0.9231881597097951,0.9377560526503761,0.986967076114736,10.084383114213777,9.82324424145839,1.0085938106221781,0.9749769333845584,0.5927523596587734,1.4652617335403777,1.4657140033717588,3.040309735741293,3.0470261321047607,5.229461220578163,5.210195737341374
jena,XAI-MeteoFormer,4,0.9261666516951815,0.9686766228324626,0.9835451530845735,6.662256922232743,7.130281627308423,0.8486631666680506,0.8304093086655157,0.9851289151890936,94.87650097683823,87.982152862843,0.9258103540595471,0.9439361287644662,0.9812685844496676,9.97389278316061,9.771603554764159,1.00745419083909,0.9571705382429121,0.603555499673144,1.4747704250123947,1.4754422814361872,3.062433834249711,3.0305024320242766,5.314777067461155,5.156536636308127
jena,iTransformer,0,0.8834202766230275,0.9056102682666891,1.0398559842624875,8.937495141944433,7.7335402269889215,0.8687494292823439,0.8759765922746001,0.9056650390052191,101.80188254797442,98.04996820361701,0.8506129597872604,0.8958461069349568,1.0190687523202602,12.124302952422742,11.51159447212079,0.67127827642575,0.6741409951298246,0.7833615188241622,1.7189308269083852,1.575137514939429,3.28472245846906,3.256170486274421,5.580829048386315,5.4513814858636085
jena,iTransformer,1,0.9056467062987643,0.9201259776186412,1.0215577730286722,8.907836527365234,7.9875276753222755,0.9043150147417417,0.9171062492695489,0.8649919901992684,99.35315560915983,97.97068615169303,0.9050737370576692,0.9378522775177738,0.9631843464105972,12.791230966277729,12.614188457288554,0.678463918140993,0.6822618128742333,0.7710280238518616,1.710375900892281,1.5787229669539196,3.294367609639641,3.293066093899806,5.539914236784156,5.480673436067363
jena,iTransformer,2,0.8639884301459143,0.8890617986940939,1.060702299581726,9.733351807555307,7.889504376787191,0.8736782671611538,0.8753108876322238,0.9084621368784397,100.68906176832644,97.14084900743711,0.8665797569874684,0.8959038371874276,1.0209582770551135,11.959261537398783,11.220227230225266,0.6594876242440458,0.6542809293363947,0.8028787400541336,1.755660783774603,1.5845827555444159,3.291360705566602,3.2307942660330067,5.57084679149084,5.4275953093887255
jena,iTransformer,3,0.874342497524437,0.8988402681706888,1.0465596401955854,9.692213470914647,8.14130826162774,0.8929662945544483,0.9030687623999833,0.8812358654568897,99.68820276374245,97.27061474079827,0.8563673261700082,0.8954457673435414,1.0222057218648002,11.835831043942127,11.174559770617753,0.6750605928221479,0.6783675727998522,0.7694863933051193,1.72773520472009,1.5913989592141278,3.288861072086764,3.2527790082585377,5.54400537705636,5.435482539118719
jena,iTransformer,4,0.8726508725920099,0.8921867804401451,1.0541810638693212,9.916265288081583,8.189882449138874,0.899878064101485,0.9015901535920609,0.8785295960947227,100.66234230160781,99.04941324413973,0.9038922642863391,0.9355849410339119,0.9743504344117073,11.816091031465481,11.596251931882783,0.6705767533675475,0.6734070300221113,0.7828436653022678,1.7187834941027653,1.5761067454416486,3.3150883197453003,3.285449099950447,5.570311528883677,5.4866122145319105
beijing_aotizhongxin,Autoformer,0,0.8080689950750032,0.8968223366437397,1.0771683886227275,14.667115287520913,11.51910432323152,0.7840048683762058,0.8437673209738291,0.8357752284543778,293.71023817286334,300.5235321958491,0.8661549102485837,0.9242344623780164,0.960143157956322,25.648548618917495,25.76802868118418,0.7518206961160695,0.7265527770337066,0.5414137205746815,1.0177619509234213,0.9702098523246518,5.188076464986537,5.323951377801685,9.152098994632668,9.203000530432853
beijing_aotizhongxin,Autoformer,1,0.7817665485109578,0.8935915497119247,1.0740076474648914,16.546629135999932,14.220131228415896,0.6877959002321804,0.8044677500727636,0.838312666964093,324.15875884347025,339.44901578145175,0.8772782616640087,0.9302750379622374,0.9376345429669355,28.685781004227287,28.621227583020342,0.6525406919718086,0.6267773109076317,0.5723282408635159,1.0701888554812293,0.9893381481048049,5.480737744803849,5.776445114536117,9.623686375801876,9.788765406589748
beijing_aotizhongxin,Autoformer,2,0.774051217523363,0.8785519073568464,1.0979910654460339,16.342221616064304,12.575471156809453,0.7323929947760061,0.8085335324910893,0.853834638028762,311.2386989421187,327.9414940397905,0.8950659187009024,0.9367376657803439,0.9444770088256857,26.002787704958703,25.961453114225076,0.7080100802456104,0.714337006258199,0.5336432295657889,1.0270467143967827,0.9763115980793691,5.341942362553839,5.567416417167089,9.415555679001882,9.58455437029944
beijing_aotizhongxin,Autoformer,3,0.794814907888241,0.8906685296453608,1.0809721729308819,16.018378075770777,12.718797588425053,0.7752327762486034,0.8426061444645226,0.8183099074785901,305.83193692061184,316.0280458342595,0.8775479789335051,0.934377446516768,0.9476180603160651,25.939719092467218,26.396326321730605,0.7036715958542861,0.6501347271326654,0.6021004257461263,1.0164578095845185,0.9618433095870594,5.3041639605844235,5.4768843481020415,9.338180924281161,9.435372449643976
beijing_aotizhongxin,Autoformer,4,0.7679633271355282,0.8845371658446434,1.0872029415870497,17.009634048805513,13.89339956568649,0.7011973891743929,0.8038527060475807,0.8464078085409935,320.4443597198822,349.09711246309746,0.8692000579752434,0.9331134820207293,0.9453944462703913,26.62267451653836,26.712961150949507,0.7003368331613957,0.6593095106414264,0.5732524710717057,1.0501356616290358,0.9813154769907046,5.420918674053988,5.765195843166849,9.554145748663968,9.88287393242376
beijing_aotizhongxin,Crossformer,0,0.7267009871549879,0.8615125900983106,1.1152955388281953,15.856671880421862,17.644803646478547,0.9423043027529302,0.9020621046931669,0.8592718747823016,236.92770060486694,228.7801931616684,1.0806843355266675,1.0195042461571653,0.9388179049139314,9.976174157722507,10.276805471017997,1.0361686905167034,0.9552315980793972,0.5219909820132798,0.8612092302014001,0.8651112271403761,4.353070173741384,4.414497675885225,8.118216489371491,8.024445674099633
beijing_aotizhongxin,Crossformer,1,0.741053878008049,0.8313232333539347,1.1591407642939766,17.34068863875049,14.148654660071506,0.8503126527048686,0.8910625695895842,0.8686450335757632,239.88103817369458,227.25041144391784,1.0336865578816457,0.9916956957386361,0.9666680156522868,10.410962963892057,10.912900052687851,0.8581734607121335,0.8590995319239353,0.5569249551699552,0.9143659727473546,0.8904523113292172,4.3298295544966825,4.339938873372269,8.193702700078342,7.956167709205333
beijing_aotizhongxin,Crossformer,2,0.7606066247346016,0.9048212030792607,1.0674236826258536,14.009993344000272,14.046191620130385,0.967535734884335,0.959547514603428,0.8141072719299426,221.4798070321665,220.32202839918915,1.0253440641946612,0.9948779577945037,0.9644773742660537,9.370671379648632,9.442809857430102,0.957441329105755,0.9296349510452679,0.5259304947078689,0.8790866522968717,0.8743056831716853,4.210739569831482,4.25054574867293,7.838041183996678,7.821210513084297
beijing_aotizhongxin,Crossformer,3,0.7701815582925541,0.8999202191537735,1.0714615979288247,13.523056957735315,14.295186623384552,0.9348668281825979,0.9121989798065591,0.865321506964988,219.60459228902042,213.5292718500195,1.0952106368686383,1.0281331539974319,0.9324669793384834,9.729506306316239,10.547781842492416,0.9118129692080612,0.8658128734851985,0.5782179019000256,0.8764875262736272,0.861444905047576,4.12174958521709,4.210082024174373,7.805985573253154,7.733590453679069
beijing_aotizhongxin,Crossformer,4,0.7681216323680781,0.8916707101650685,1.0806688487864338,12.977534816926905,16.214049688720095,1.0000731240182572,0.916582299674145,0.8363092950415607,235.79474439220633,235.7995353106484,1.0834331984385437,1.0280812248494229,0.9329967413152955,9.871252722671228,10.67458885171058,0.9041375236267507,0.8833800970981787,0.5471767411939353,0.893690259515875,0.8805389648640553,4.219571572332845,4.382259896823789,8.05507948736883,8.117399719367393
