model,dataset,ablation,seed,missing_rate,params,train_time_s,infer_time_s,best_val,epochs_run,seq_len,pred_len,d_model,n_layers,lr,lambda_ent,MAE,RMSE,MSE,SMAPE,R2,MAE_T,RMSE_T,MAE_RH,RMSE_RH,MAPE_RH,MAE_P,RMSE_P,MAPE_P,MAE_WS,RMSE_WS,MAE_h1,RMSE_h1,MAE_h6,RMSE_h6,MAE_h12,RMSE_h12,MAE_h24,RMSE_h24,CLS_ACC,CLS_P,CLS_R,CLS_F1,CLS_AUC,CLS_AP,CLS_POSRATE
XAI-MeteoFormer,jena,full,0,0.0,1892513.0,691.8,7.43,0.1593279133983314,20.0,96,24,256,2,0.0005,0.01,3.181884288787842,5.541415691375732,30.7072868347168,22.30642509460449,0.6523871421813965,1.9933420419692995,2.6949245929718018,7.545328140258789,10.131799697875977,10.773452758789062,2.300297975540161,3.366091012954712,0.2324253618717193,0.8885668516159058,1.2580054998397827,1.2649873495101929,2.292120695114136,2.656665086746216,4.823578834533691,3.3398170471191406,5.726062774658203,4.042835712432861,6.5351762771606445,0.8080301505128943,0.2605086309131638,0.9026273191383388,0.4043245454207415,0.92286884832403,0.4622736633997045,0.0721796807592752
XAI-MeteoFormer,jena,full,1,0.0,1892513.0,606.3,7.14,0.155446227402658,17.0,96,24,256,2,0.0005,0.01,3.212286710739136,5.558751106262207,30.899715423583984,22.141742706298828,0.6559798121452332,2.010437726974488,2.695324182510376,7.6802873611450195,10.186948776245115,11.138806343078612,2.2837133407592773,3.317826747894287,0.2307820171117782,0.8747104406356812,1.2458866834640503,1.3018832206726074,2.3790884017944336,2.708585500717163,4.883313179016113,3.3767123222351074,5.753987789154053,4.0819525718688965,6.548119068145752,0.8205738903269102,0.2683637022466094,0.8607064292533101,0.4091550337887831,0.9137222584289736,0.4182783986847512,0.0721796807592752
XAI-MeteoFormer,jena,full,2,0.0,1892513.0,722.8,7.45,0.1537806530026796,20.0,96,24,256,2,0.0005,0.01,3.1829566955566406,5.529145240783691,30.57144546508789,21.87317657470703,0.6578304767608643,1.94495689868927,2.608349084854126,7.707603931427002,10.172273635864258,11.47040843963623,2.208179235458374,3.230311632156372,0.223121628165245,0.8710849285125732,1.253881573677063,1.208051681518555,2.2119786739349365,2.667476892471313,4.855792045593262,3.375306367874145,5.760090351104736,4.068064689636231,6.5387725830078125,0.8675702233726392,0.3266143633071816,0.7862034615863529,0.4615047266348309,0.9225527695404552,0.4796841599854148,0.0721796807592752
XAI-MeteoFormer,jena,full,3,0.0,1892513.0,737.5,7.5,0.1564899501625173,20.0,96,24,256,2,0.0005,0.01,3.1768698692321777,5.473716735839844,29.96157455444336,22.25927734375,0.660706639289856,1.975498914718628,2.633550882339477,7.532664775848389,10.006142616271973,10.948307037353516,2.314121961593628,3.353100538253784,0.2338734716176986,0.8851954340934753,1.2427799701690674,1.2978019714355469,2.283318519592285,2.656490087509156,4.77947998046875,3.356961727142334,5.700336456298828,4.04050874710083,6.494234561920166,0.8098576358930112,0.2622828095002354,0.9015896733491056,0.4063528883567794,0.9264260665123408,0.5288341812436521,0.0721796807592752
XAI-MeteoFormer,jena,full,4,0.0,1892513.0,665.1,7.44,0.1569215567061296,18.0,96,24,256,2,0.0005,0.01,3.218513011932373,5.576993942260742,31.10286331176757,22.07516098022461,0.651904821395874,2.021120309829712,2.7173104286193848,7.687262058258057,10.219304084777832,11.041970252990724,2.284186601638794,3.318941354751587,0.2308177053928375,0.8814794421195984,1.2562401294708252,1.548373103141785,2.905158519744873,2.786341667175293,5.1341047286987305,3.374186038970948,5.783770084381104,4.021731376647949,6.473336219787598,0.78277190585754,0.2385632208734718,0.916863819366621,0.3786132368946516,0.9215916279436948,0.4617576209843125,0.0721796807592752
DLinear,jena,full,0,0.0,4656.0,72.6,1.86,0.1728991866922423,21.0,96,24,256,2,0.0005,0.0,3.4168264865875244,5.750926494598389,33.07315444946289,23.03314781188965,0.6173701882362366,2.120512247085572,2.7976884841918945,7.700413703918457,10.318700790405272,11.38479232788086,2.919140815734864,4.038729667663574,0.2948888540267944,0.9272394180297852,1.2956141233444214,1.024017572402954,1.8227500915527344,2.9639556407928467,5.093974113464356,3.754420280456543,6.177375793457031,4.212530136108398,6.59043550491333,0.6615916498897517,0.1755780927138778,0.9980907317478106,0.2986240468916871,0.9647230853509724,0.6943399427952823,0.0721796807592752
DLinear,jena,full,1,0.0,4656.0,64.0,2.02,0.1733391754935584,19.0,96,24,256,2,0.0005,0.0,3.419029951095581,5.758444309234619,33.15968322753906,23.01747131347656,0.6162155866622925,2.1094393730163574,2.778849124908448,7.708820819854736,10.338272094726562,11.37475299835205,2.929982185363769,4.043417453765869,0.2959833145141601,0.9278756380081176,1.2990933656692505,1.119292378425598,1.8980001211166384,2.97839093208313,5.116771697998047,3.7489540576934814,6.18070650100708,4.192140579223633,6.594707012176514,0.661214169303039,0.1753646133529836,0.997634167600548,0.2982948199260344,0.9649502548583352,0.6947266209965839,0.0721796807592752
DLinear,jena,full,2,0.0,4656.0,47.1,1.82,0.1737423455662864,14.0,96,24,256,2,0.0005,0.0,3.430072069168091,5.765915870666504,33.24578857421875,23.030691146850582,0.615799069404602,2.1199636459350586,2.787202835083008,7.710636615753174,10.33561897277832,11.372278213500977,2.9638350009918213,4.087923049926758,0.2994036078453064,0.9258537292480468,1.295602798461914,1.102800369262695,1.9350059032440183,2.990910768508911,5.136691570281982,3.755037069320679,6.1660003662109375,4.195525169372559,6.598596096038818,0.6603633400440994,0.1750540514963346,0.9980907317478106,0.297865751693897,0.9649868156233296,0.692164089315608,0.0721796807592752
DLinear,jena,full,3,0.0,4656.0,44.1,1.83,0.173719568048621,13.0,96,24,256,2,0.0005,0.0,3.434999942779541,5.771246433258057,33.30728530883789,23.03807830810547,0.6159589290618896,2.119568586349488,2.788181781768799,7.735783100128174,10.3530912399292,11.414458274841309,2.959219694137573,4.073182582855225,0.2989360094070434,0.925428569316864,1.2953263521194458,1.1558159589767456,2.018538475036621,3.0056231021881104,5.154862880706787,3.749404191970825,6.169538497924805,4.198762893676758,6.60123872756958,0.6610523919087335,0.1752860779065442,0.9975511559374092,0.298177487190303,0.9649212159606924,0.6920283537944617,0.0721796807592752
DLinear,jena,full,4,0.0,4656.0,67.0,1.82,0.1728662763687517,20.0,96,24,256,2,0.0005,0.0,3.414215326309204,5.745483875274658,33.01058578491211,23.03390884399414,0.617666482925415,2.1178972721099854,2.7962117195129395,7.689899921417236,10.309534072875977,11.35208511352539,2.9222846031188965,4.032057285308838,0.2951973676681518,0.9267784357070924,1.2959792613983154,1.0306878089904783,1.813156485557556,2.973469018936157,5.09488582611084,3.740584373474121,6.145998477935791,4.19544792175293,6.593104839324951,0.6609145815358067,0.1752320265964815,0.9975926617689784,0.2981011323750108,0.9646240209842518,0.6948195772628772,0.0721796807592752
PatchTST,jena,full,0,0.0,1657880.0,1253.5,9.78,0.1636069505816617,20.0,96,24,256,2,0.0005,0.0,3.348778486251831,5.666333198547363,32.10733413696289,23.05392074584961,0.634141743183136,2.3700168132781982,3.0781569480896,7.757140159606934,10.287006378173828,11.258861541748049,2.362262725830078,3.390420198440552,0.2387089431285858,0.9056953191757202,1.279385685920715,1.1963624954223633,2.0140671730041504,2.8517329692840576,4.967047214508057,3.5946686267852783,5.984552383422852,4.147608757019043,6.556916236877441,0.6903251126450005,0.1888677823479544,0.9986718133897812,0.3176600281208536,0.9698054202758936,0.722523578565715,0.0721796807592752
PatchTST,jena,full,1,0.0,1657880.0,1064.3,9.78,0.1631862324968263,17.0,96,24,256,2,0.0005,0.0,3.361766576766968,5.62147331237793,31.600963592529297,23.357711791992188,0.63694167137146,2.3423240184783936,3.024127244949341,7.802710056304932,10.20224952697754,11.477242469787598,2.391928672790528,3.3965067863464355,0.2415950447320938,0.9101030826568604,1.2791920900344849,1.441102385520935,2.366481304168701,2.886668920516968,4.990747451782227,3.600540399551392,5.928234100341797,4.130932331085205,6.474508762359619,0.6799623717764356,0.1839477403827787,0.9992944008633212,0.3107021641781414,0.9685134372676136,0.6966627831512439,0.0721796807592752
PatchTST,jena,full,2,0.0,1657880.0,1126.1,9.91,0.1640287805853951,18.0,96,24,256,2,0.0005,0.0,3.3363850116729736,5.627615451812744,31.67005729675293,23.146577835083008,0.6345593333244324,2.356196880340576,3.049790859222412,7.751118183135986,10.210160255432127,11.484868049621582,2.3290486335754395,3.388082981109619,0.2353352755308151,0.9091743230819702,1.2854934930801392,1.2313413619995115,2.0733492374420166,2.810719013214112,4.945288181304932,3.590965986251831,5.97288179397583,4.165200233459473,6.529119968414307,0.6871824369667338,0.1873155768018,0.9985888017266424,0.3154575373359382,0.968329420026393,0.7099720032642883,0.0721796807592752
PatchTST,jena,full,3,0.0,1657880.0,1313.3,9.77,0.1639704373769865,21.0,96,24,256,2,0.0005,0.0,3.373144149780273,5.670261859893799,32.1518669128418,23.087139129638672,0.634307861328125,2.4133007526397705,3.118072271347046,7.806767463684082,10.28264045715332,11.585819244384766,2.378558874130249,3.394914627075196,0.2403407543897628,0.8939477205276489,1.2755169868469238,1.2667874097824097,2.115441083908081,2.8570051193237305,4.960875034332275,3.642178058624268,6.02724027633667,4.189842224121094,6.571852207183838,0.691685241108235,0.1894992278844032,0.9982982609056572,0.31853367501672,0.969753492721208,0.7184838149407426,0.0721796807592752
PatchTST,jena,full,4,0.0,1657880.0,1318.3,9.77,0.1613511698887705,21.0,96,24,256,2,0.0005,0.0,3.318344593048096,5.589601516723633,31.2436466217041,23.147544860839844,0.6395775079727173,2.3125646114349365,2.993756055831909,7.649357318878174,10.146037101745604,11.325361251831056,2.402860879898072,3.382004737854004,0.2427161186933517,0.908592700958252,1.2774920463562012,1.285880446434021,2.1066248416900635,2.831917285919189,4.918434143066406,3.5216424465179443,5.881589889526367,4.167240619659424,6.52041482925415,0.684650920333621,0.1860961574160015,0.998630307558212,0.313728558296008,0.9695034780462624,0.7022256910388149,0.0721796807592752
iTransformer,jena,full,0,0.0,1611032.0,93.0,1.89,0.1656628148283025,12.0,96,24,256,2,0.0005,0.0,3.284722328186035,5.580830097198486,31.145666122436523,23.097579956054688,0.6282824277877808,2.264348268508911,2.9895644187927246,7.519631862640381,10.089692115783691,10.73441219329834,2.439592361450196,3.481997013092041,0.2465188056230545,0.9153162837028505,1.311079978942871,1.225072145462036,2.10110855102539,2.763400316238404,4.866652011871338,3.4938535690307617,5.814234733581543,4.166914463043213,6.605464935302734,0.6788838558143994,0.1833901069172325,0.9988378367160586,0.3098843647789023,0.9685951149635954,0.6999931814318265,0.0721796807592752
iTransformer,jena,full,1,0.0,1611032.0,84.6,1.9,0.1649260932819324,11.0,96,24,256,2,0.0005,0.0,3.294367790222168,5.539913654327393,30.690645217895508,23.038652420043945,0.6292508840560913,2.267205238342285,2.984600067138672,7.471390247344971,9.967605590820312,10.818048477172852,2.5206868648529053,3.576483249664306,0.2546788454055786,0.9181880950927734,1.3078134059906006,1.2685706615447998,2.150021553039551,2.7316739559173584,4.796730995178223,3.543118715286255,5.807243824005127,4.171341419219971,6.567865371704102,0.6742162784009204,0.181324679822613,0.9995849416843068,0.3069657765598113,0.9699948208957992,0.7104087238140294,0.0721796807592752
iTransformer,jena,full,2,0.0,1611032.0,100.7,1.93,0.1664018129221106,13.0,96,24,256,2,0.0005,0.0,3.2913599014282227,5.570847034454346,31.03433609008789,23.26304626464844,0.6227054595947266,2.367616891860962,3.1198322772979736,7.45952033996582,10.034393310546877,10.700139045715332,2.420874834060669,3.458216667175293,0.2446136176586151,0.9174318313598632,1.3250133991241455,1.3012741804122925,2.128945589065552,2.7774040699005127,4.8611979484558105,3.516826629638672,5.84353494644165,4.159468650817871,6.560385704040527,0.6890368852459017,0.1881787737473005,0.9982152492425186,0.316661948557246,0.9689738624614236,0.7093373487954064,0.0721796807592752
iTransformer,jena,full,3,0.0,1611032.0,100.0,1.89,0.1658587474502968,13.0,96,24,256,2,0.0005,0.0,3.288860559463501,5.544004440307617,30.735984802246094,23.346046447753903,0.6274569630622864,2.3702213764190674,3.113231897354126,7.475218296051025,9.984397888183594,10.68601131439209,2.393471956253052,3.440324306488037,0.2418210059404373,0.916532814502716,1.3144333362579346,1.2995654344558716,2.202397346496582,2.7592341899871826,4.829346179962158,3.5142979621887207,5.823744773864746,4.178576469421387,6.549490451812744,0.6853968938740294,0.1865184209506837,0.9991698833686132,0.3143551104088588,0.9687423802604226,0.7045193276304179,0.0721796807592752
iTransformer,jena,full,4,0.0,1611032.0,90.8,1.9,0.1659682505151607,12.0,96,24,256,2,0.0005,0.0,3.3150885105133057,5.570310592651367,31.02836227416992,23.29065704345703,0.626778781414032,2.388683795928955,3.149010181427002,7.544440746307373,10.033062934875488,11.01153564453125,2.404216289520264,3.437454462051392,0.2429142147302627,0.9230127930641174,1.3110239505767822,1.2708451747894287,2.13569450378418,2.7496354579925537,4.793519496917725,3.529745578765869,5.837994575500488,4.219437599182129,6.564601898193359,0.6816280797622472,0.184790530329183,0.9997924708421532,0.3119277935330147,0.9697058252573464,0.7135115616508633,0.0721796807592752
LSTM,jena,full,0,0.0,834694.0,64.7,2.44,0.1644632523522985,10.0,96,24,256,2,0.0005,0.0,3.3804056644439697,5.574488162994385,31.074920654296875,23.25390815734864,0.635573148727417,2.4944324493408203,3.177187442779541,7.618510723114014,9.994239807128906,11.021039962768556,2.5271010398864746,3.564600944519043,0.2552495002746582,0.8815818428993225,1.2704150676727295,1.842114806175232,3.0381226539611816,2.889951467514038,4.926908016204834,3.5239827632904053,5.776556491851807,4.1488213539123535,6.490678787231445,0.7123687805579523,0.200195100802081,0.9965965218113144,0.3334143344141191,0.9687927635037052,0.7054643845273403,0.0721796807592752
LSTM,jena,full,1,0.0,834694.0,72.2,2.44,0.1629388547464221,11.0,96,24,256,2,0.0005,0.0,3.341674327850342,5.555503845214844,30.86362075805664,23.29534721374512,0.6395302414894104,2.5641560554504395,3.270162582397461,7.547298908233643,9.975954055786133,10.846395492553713,2.3749141693115234,3.412384033203125,0.2399394214153289,0.8803262710571289,1.2635151147842407,1.7097173929214478,2.7829384803771973,2.8397321701049805,4.869264602661133,3.4782869815826416,5.722318172454834,4.157525539398193,6.532463073730469,0.7133334531684402,0.2008540580291482,0.9975926617689784,0.3343837169668259,0.9713713458065304,0.7109367520996137,0.0721796807592752
LSTM,jena,full,2,0.0,834694.0,65.6,2.44,0.161491636647838,10.0,96,24,256,2,0.0005,0.0,3.333202362060547,5.570014476776123,31.025060653686523,22.82442092895508,0.6405912637710571,2.300625801086426,2.961940050125122,7.663213729858398,10.061519622802734,11.08471393585205,2.4784646034240723,3.533099174499512,0.2504345774650574,0.8905017971992493,1.2689039707183838,1.7970861196517944,3.041461706161499,2.8515329360961914,4.913032054901123,3.4638140201568604,5.741313457489014,4.124176502227783,6.493048667907715,0.6974193509730611,0.1923661557169829,0.998007720084672,0.3225590083775463,0.972253024520313,0.7268261417386657,0.0721796807592752
LSTM,jena,full,3,0.0,834694.0,64.8,2.42,0.1630621452928108,10.0,96,24,256,2,0.0005,0.0,3.375341415405273,5.566741466522217,30.988609313964844,23.150808334350582,0.6382837295532227,2.45758056640625,3.1276376247406006,7.626745223999023,9.99127197265625,11.01418399810791,2.529227495193481,3.570279836654663,0.2554789781570434,0.8878119587898254,1.2648696899414062,1.8887083530426023,3.089839220046997,2.9090633392333984,4.929955959320068,3.5159006118774414,5.748739242553711,4.154847145080566,6.505312919616699,0.7043008819863867,0.1958880546520254,0.9973436267795626,0.3274597983101662,0.9696773883101212,0.7009058946444092,0.0721796807592752
LSTM,jena,full,4,0.0,834694.0,71.4,2.42,0.1632938142328153,11.0,96,24,256,2,0.0005,0.0,3.3395044803619385,5.531079292297363,30.592836380004883,23.11087417602539,0.6412794589996338,2.480512380599976,3.162665367126465,7.566592216491699,9.935301780700684,10.944989204406738,2.424845933914185,3.4729156494140625,0.2449153661727905,0.8860681653022766,1.2639459371566772,1.6895368099212646,2.792222738265991,2.8304269313812256,4.858096122741699,3.456852436065674,5.674625396728516,4.19403076171875,6.538107872009277,0.7225098264787653,0.2061151850422402,0.9974681442742706,0.341635391788923,0.9703264427722548,0.7207720340858765,0.0721796807592752
Transformer,jena,full,0,0.0,2670099.0,235.7,5.99,0.1677536582559386,9.0,96,24,256,2,0.0005,0.0,3.479896545410156,5.698087692260742,32.468204498291016,23.7635440826416,0.634067952632904,2.82432222366333,3.5533387660980225,7.5493316650390625,10.106249809265137,10.790703773498535,2.6772148609161377,3.689860582351685,0.2702245116233825,0.8687223196029663,1.2227706909179688,2.2893190383911133,3.5211849212646484,3.0713584423065186,5.158174514770508,3.606425285339356,5.958487510681152,4.151412010192871,6.461504459381104,0.7633376473971815,0.2333899868887486,0.9974266384427012,0.3782681924790253,0.9751610140876196,0.7503510772937616,0.0721796807592752
