model,dataset,ablation,seed,missing_rate,lambda_ent,norm_variant,width,bl_d_model,bl_d_ff,params,train_time_s,infer_time_s,best_val,epochs_run,seq_len,pred_len,d_model,n_layers,lr,MAE,RMSE,MSE,SMAPE,R2,MAE_T,RMSE_T,MAE_RH,RMSE_RH,MAPE_RH,MAE_P,RMSE_P,MAPE_P,MAE_WS,RMSE_WS,MAE_h1,RMSE_h1,MAE_h6,RMSE_h6,MAE_h12,RMSE_h12,MAE_h24,RMSE_h24,CLS_ACC,CLS_P,CLS_R,CLS_F1,CLS_AUC,CLS_AP,CLS_POSRATE
XAI-MeteoFormer,jena,no_revin+no_fusion,2,0.0,0.01,off,default,,,1761147,513.0,6.98,0.1501138582739189,15,96,24,256,2,0.0005,3.133680820465088,5.388892650604248,29.040163040161133,22.04404067993164,0.6753151416778564,1.9770431518554688,2.592639923095703,7.406662464141846,9.87283992767334,10.768892288208008,2.2857232093811035,3.239759922027588,0.2309859097003936,0.8652938008308411,1.2123841047286987,1.2015143632888794,2.027845859527588,2.711830377578736,4.7992682456970215,3.303086519241333,5.582369327545166,3.91886305809021,6.262532234191895,0.9319096922634454,0.5157595769736995,0.9270742539326776,0.6627893175074184,0.9797774304097012,0.7952847344125493,0.0721796807592752
XAI-MeteoFormer,jena,no_revin+no_fusion,4,0.0,0.01,off,default,,,1761147,648.4,6.98,0.1469710327865388,19,96,24,256,2,0.0005,3.08798885345459,5.366061687469482,28.794620513916016,22.117849349975582,0.6770185828208923,2.0061542987823486,2.646566867828369,7.344690799713135,9.837186813354492,10.83355712890625,2.1402649879455566,3.1519126892089844,0.2162306308746338,0.8608469367027283,1.2121858596801758,1.0353987216949463,1.890083074569702,2.624329328536988,4.713860511779785,3.307170391082764,5.671797275543213,3.9400906562805176,6.223819732666016,0.9396780030677788,0.5517764638166501,0.8753579877972855,0.676883575383134,0.9767985637438098,0.7861115938046815,0.0721796807592752
XAI-MeteoFormer,jena,no_revin+no_entropy,1,0.0,0.0,off,default,,,1892475,583.0,7.05,0.1460652509816374,17,96,24,256,2,0.0005,3.076986789703369,5.3177690505981445,28.27866744995117,21.287918090820312,0.6806724667549133,1.9027882814407349,2.5046629905700684,7.210408687591553,9.725407600402832,10.401019096374512,2.345557928085327,3.2872138023376465,0.2367824763059616,0.8491925001144409,1.2049933671951294,1.4518674612045288,2.3932032585144043,2.6647207736968994,4.756443500518799,3.1815693378448486,5.441526412963867,3.8361172676086426,6.150931358337402,0.9450795705109768,0.5820071174377224,0.8485037147719254,0.6904319632544159,0.9782528966596916,0.7908418770007025,0.0721796807592752
XAI-MeteoFormer,jena,no_revin+no_entropy,3,0.0,0.0,off,default,,,1892475,549.2,6.96,0.1444343632660253,16,96,24,256,2,0.0005,3.056818723678589,5.216863632202148,27.21566390991211,22.390893936157227,0.6841867566108704,2.034509658813477,2.648617744445801,7.128994464874268,9.509783744812012,10.402541160583496,2.197624683380127,3.1548898220062256,0.2220034301280975,0.8661472797393799,1.2075459957122805,1.2513242959976196,2.1098058223724365,2.5334479808807373,4.501553058624268,3.19347620010376,5.393950462341309,3.960585832595825,6.272847652435303,0.9162202808934904,0.4608714984437528,0.9464574772755572,0.6198909896562504,0.979582188331064,0.8002918879815643,0.0721796807592752
XAI-MeteoFormer,jena,no_revin+no_cls,0,0.0,0.01,off,default,,,1892475,718.5,6.99,0.1470009346935618,21,96,24,256,2,0.0005,3.079042196273804,5.40077018737793,29.16831970214844,21.61868667602539,0.6746869087219238,1.909868240356445,2.5429816246032715,7.40458345413208,9.94363498687744,10.736849784851074,2.1426448822021484,3.1364448070526123,0.2164512425661087,0.8590741157531738,1.222023844718933,1.088562250137329,1.9658371210098269,2.5582058429718018,4.705978393554688,3.3066506385803223,5.729328632354736,3.897536039352417,6.266726970672607,0.4835975697440322,0.0671423066593491,0.4773170630473581,0.1177247390861489,0.470349098368677,0.0624185070032156,0.0721796807592752
XAI-MeteoFormer,jena,no_revin+no_cls,2,0.0,0.01,off,default,,,1892475,651.9,7.01,0.1436174516687022,19,96,24,256,2,0.0005,3.098524570465088,5.425575733184815,29.43687438964844,21.59280014038086,0.6756469011306763,1.873981595039368,2.485549211502075,7.5257158279418945,10.016666412353516,11.432966232299805,2.129643678665161,3.122596025466919,0.2151555567979812,0.8647543787956238,1.2187408208847046,1.0705962181091309,1.895381450653076,2.643359422683716,4.804794788360596,3.340782165527344,5.780142307281494,3.9388327598571777,6.352014541625977,0.4774230658613747,0.0708205107709524,0.5148383347860375,0.1245131499698855,0.4787636466641044,0.0650827748010351,0.0721796807592752
XAI-MeteoFormer,jena,no_revin+no_cls,4,0.0,0.01,off,default,,,1892475,788.6,7.05,0.1458625385453164,23,96,24,256,2,0.0005,3.0431697368621826,5.303336143493652,28.1253719329834,21.69244956970215,0.6748220324516296,1.9115582704544067,2.5562102794647217,7.25249719619751,9.744735717773438,10.658364295959473,2.1182162761688232,3.0779013633728027,0.2140933126211166,0.8904085755348206,1.2385125160217283,1.0098475217819214,1.8000658750534058,2.525019884109497,4.530040740966797,3.264134168624878,5.540581226348877,3.91527271270752,6.308251857757568,0.4759670693126258,0.0763509300196059,0.5641057568588387,0.1344977733795151,0.5211777567495449,0.0751167107475607,0.0721796807592752
XAI-MeteoFormer,beijing_aotizhongxin,no_revin+no_multiscale,1,0.0,0.01,off,default,,,1755256,239.2,3.56,0.1579216320913451,19,96,24,256,2,0.0005,4.1612162590026855,8.228878021240234,67.71443939208984,26.83041763305664,0.6599324345588684,2.0853400230407715,2.6344218254089355,11.69811725616455,15.919496536254885,26.4954776763916,2.197873592376709,3.098105907440185,0.2166177183389663,0.6635341644287109,0.9428294897079468,2.003669023513794,3.6374592781066895,3.553658962249756,7.02513313293457,4.421002388000488,8.766152381896973,5.146663188934326,9.660308837890623,0.9155668358714044,0.6881747810144633,0.9399693934335004,0.7946019052099259,0.9770574687854569,0.8952206133272118,0.1737490935460478
XAI-MeteoFormer,beijing_aotizhongxin,no_revin+no_multiscale,3,0.0,0.01,off,default,,,1755256,189.1,3.53,0.1593338946589404,15,96,24,256,2,0.0005,4.189424991607666,8.181228637695312,66.9324951171875,27.09368133544922,0.6575645208358765,2.16820764541626,2.864375114440918,11.764573097229004,15.780531883239746,27.34453582763672,2.1387581825256348,3.0985593795776367,0.210645392537117,0.6861634254455566,0.9481664896011353,1.938226580619812,3.669635057449341,3.615917921066284,7.120657920837402,4.485909938812256,8.642422676086426,5.077176570892334,9.506375312805176,0.9037950205462896,0.6524280148246697,0.9551335559265444,0.7752808988764045,0.9757914992024264,0.8817827130740605,0.1737490935460478
XAI-MeteoFormer,beijing_aotizhongxin,no_revin+no_var_attn,0,0.0,0.01,off,default,,,1892219,310.6,3.74,0.1573637139183038,19,96,24,256,2,0.0005,4.339657306671143,8.469898223876953,71.73917388916016,26.734464645385746,0.6510001420974731,1.9936399459838867,2.57311749458313,12.076383590698242,16.356441497802734,28.460824966430664,2.625837564468384,3.4527335166931152,0.2591910660266876,0.6627683043479919,0.9387087821960448,2.096956491470337,3.703047037124634,3.702525138854981,7.070732593536377,4.461169719696045,8.625006675720215,5.451913356781006,10.295079231262209,0.9104000483442108,0.6698958053732217,0.9548205342237062,0.7873747006438845,0.976269209405172,0.8861323121543618,0.1737490935460478
XAI-MeteoFormer,beijing_aotizhongxin,no_revin+no_var_attn,2,0.0,0.01,off,default,,,1892219,261.4,3.64,0.1560509200201014,16,96,24,256,2,0.0005,4.239274978637695,8.464991569519043,71.65607452392578,26.528640747070312,0.6523043513298035,1.9378665685653689,2.534609794616699,12.022224426269531,16.394800186157227,29.107481002807617,2.33650803565979,3.2439026832580566,0.2303204983472824,0.6604974269866943,0.9421562552452089,1.8486584424972528,3.475262403488159,3.5752880573272705,7.15252685546875,4.597508430480957,9.025705337524414,5.295301914215088,10.0398588180542,0.9035653855450808,0.6511935712597494,0.9582637729549248,0.7754355351664743,0.9749018300364456,0.8750819299261978,0.1737490935460478
XAI-MeteoFormer,beijing_aotizhongxin,no_revin+no_var_attn,4,0.0,0.01,off,default,,,1892219,293.7,3.67,0.1573546759878811,18,96,24,256,2,0.0005,4.013404369354248,8.030203819274902,64.48417663574219,25.92141914367676,0.6624091863632202,1.9038052558898928,2.5265920162200928,11.31671142578125,15.52547550201416,27.21938705444336,2.166342735290528,3.099363327026367,0.2133515030145645,0.66676265001297,0.9521714448928832,1.6687504053115845,3.2402548789978027,3.318673610687256,6.693856239318848,4.190040111541748,8.201204299926758,5.157315254211426,9.722512245178224,0.9105088228184676,0.6737358885538416,0.9402824151363384,0.7849997822268036,0.9734534323476134,0.868474717953494,0.1737490935460478
XAI-MeteoFormer,beijing_aotizhongxin,no_revin+no_temp_attn,1,0.0,0.01,off,default,,,1892219,274.0,3.72,0.1621191940513162,17,96,24,256,2,0.0005,4.209045886993408,8.164864540100098,66.66500854492188,26.54505920410156,0.6604853868484497,2.071162939071656,2.66646409034729,11.602434158325195,15.738897323608398,28.27436256408692,2.5045204162597656,3.30961012840271,0.2470466345548629,0.658064067363739,0.9399887323379515,2.0659778118133545,3.512352466583252,3.437874794006348,6.610184192657471,4.390551567077637,8.505828857421875,5.239898204803467,9.654388427734377,0.9057106598984772,0.6553190484065298,0.9647676683361156,0.7804898636766506,0.9774172186726936,0.8927923957744061,0.1737490935460478
XAI-MeteoFormer,beijing_aotizhongxin,no_revin+no_temp_attn,3,0.0,0.01,off,default,,,1892219,288.9,3.62,0.1592827114887845,18,96,24,256,2,0.0005,4.125564098358154,8.078808784484863,65.26715850830078,26.771419525146484,0.6607564687728882,2.287398099899292,2.979445695877075,11.403850555419922,15.551010131835938,26.439353942871094,2.140376091003418,3.076080322265625,0.2107670754194259,0.670630156993866,0.9461950659751892,1.8275574445724487,3.311708688735962,3.3501768112182617,6.6917266845703125,4.305708885192871,8.374467849731445,5.161797046661377,9.508644104003906,0.9124667633550884,0.6778528509810766,0.9456037840845856,0.7896487126239816,0.9762822112761188,0.885806742160703,0.1737490935460478
XAI-MeteoFormer,beijing_aotizhongxin,no_revin+no_fusion,0,0.0,0.01,off,default,,,1760891,293.7,3.64,0.162742930178203,18,96,24,256,2,0.0005,4.2043938636779785,8.08220100402832,65.32197570800781,27.262598037719727,0.6626169085502625,2.146535873413086,2.8288495540618896,11.66696548461914,15.555624961853027,27.310991287231445,2.331369638442993,3.228652238845825,0.2296851724386215,0.6727028489112854,0.9401295185089112,1.84240472316742,3.5394656658172607,3.599475145339966,6.874048709869385,4.474833488464356,8.495595932006836,5.196215152740479,9.556750297546388,0.8935097897026831,0.62421875,0.9726279910962716,0.7604144006961061,0.9740381966636122,0.8746962636762976,0.1737490935460478
XAI-MeteoFormer,beijing_aotizhongxin,no_revin+no_fusion,2,0.0,0.01,off,default,,,1760891,293.1,3.62,0.1629396711069466,18,96,24,256,2,0.0005,4.166694641113281,8.11579418182373,65.86611938476562,27.24262237548828,0.6548548936843872,2.090742349624634,2.678189992904663,11.499494552612305,15.630033493041992,27.121368408203125,2.395359754562378,3.328604459762573,0.2360918819904327,0.6811800599098206,0.9561699032783508,1.8073283433914185,3.305917501449585,3.398022174835205,6.697251319885254,4.425224781036377,8.488468170166016,5.271420478820801,9.577552795410156,0.8821972443799855,0.5987709640250928,0.9760016694490818,0.742204237086408,0.9749600208684798,0.8818041217086439,0.1737490935460478
XAI-MeteoFormer,beijing_aotizhongxin,no_revin+no_fusion,4,0.0,0.01,off,default,,,1760891,292.7,3.72,0.1624511072408283,18,96,24,256,2,0.0005,4.220480442047119,8.187174797058105,67.02983093261719,26.99040412902832,0.6572039723396301,2.133588552474976,2.724205255508423,11.643555641174316,15.774279594421388,28.415246963500977,2.440814733505249,3.31307315826416,0.2405891418457031,0.6639642715454102,0.945336639881134,2.077232360839844,3.53334379196167,3.5873682498931885,6.878518581390381,4.464911937713623,8.575555801391602,5.214564800262451,9.66530990600586,0.8799008943678994,0.593562937357727,0.9794449081803004,0.7391726599821513,0.9761322078467364,0.8859805493671298,0.1737490935460478
XAI-MeteoFormer,beijing_aotizhongxin,no_revin+no_entropy,1,0.0,0.0,off,default,,,1892219,311.7,3.65,0.1562656532320822,19,96,24,256,2,0.0005,4.119253635406494,8.21294116973877,67.45240783691406,26.33227157592773,0.6599942445755005,1.938283920288086,2.5277247428894043,11.754204750061035,15.913039207458496,28.69115447998047,2.114074945449829,3.0494964122772217,0.2082151770591735,0.670451819896698,0.9466050863265992,1.6246405839920044,3.19560170173645,3.37952208518982,6.818903923034668,4.284820079803467,8.443424224853516,5.263443470001221,9.833617210388184,0.910085810974136,0.6699747604695043,0.9509251530328324,0.7861014073978235,0.9758276341930444,0.8872286168972421,0.1737490935460478
XAI-MeteoFormer,beijing_aotizhongxin,no_revin+no_entropy,3,0.0,0.0,off,default,,,1892219,295.7,3.58,0.1578661842458115,18,96,24,256,2,0.0005,4.0231475830078125,8.050531387329102,64.81105041503906,25.940317153930664,0.6681726574897766,1.936681151390076,2.5681264400482178,11.330928802490234,15.572593688964844,26.879507064819336,2.1582818031311035,3.04368543624878,0.2126655578613281,0.6666967868804932,0.9376972317695618,1.6877906322479248,3.233954429626465,3.3177056312561035,6.747377872467041,4.230899333953857,8.307394027709961,5.075980186462402,9.615802764892578,0.9125090645395214,0.6766409266409267,0.950855592654424,0.7906472323442651,0.9757729408904956,0.8837004969560389,0.1737490935460478
XAI-MeteoFormer,beijing_aotizhongxin,no_revin+no_cls,0,0.0,0.01,off,default,,,1892219,230.4,3.69,0.1571281925349732,14,96,24,256,2,0.0005,4.177282810211182,8.094093322753906,65.51434326171875,26.396106719970703,0.6659815907478333,2.16148328781128,2.661834239959717,11.51616668701172,15.609260559082031,27.1194076538086,2.3637120723724365,3.2328271865844727,0.2330797016620636,0.667768657207489,0.9337165355682372,1.964572072029113,3.5142667293548584,3.4773976802825928,6.671769618988037,4.472445487976074,8.543423652648926,5.195128440856934,9.585192680358888,0.4270364998791395,0.1468103761681743,0.4775319977740679,0.2245775880399758,0.4425955686278273,0.1507909012760326,0.1737490935460478
XAI-MeteoFormer,beijing_aotizhongxin,no_revin+no_cls,2,0.0,0.01,off,default,,,1892219,243.7,3.54,0.1591258870180919,15,96,24,256,2,0.0005,4.036276817321777,7.925877094268799,62.81953048706055,26.462966918945312,0.6725595593452454,2.021679639816284,2.566889762878418,11.23739242553711,15.300850868225098,25.97464942932129,2.206224203109741,3.114673137664795,0.2174083590507507,0.6798116564750671,0.9338390827178956,1.7269967794418335,3.2577483654022217,3.377026557922364,6.7648773193359375,4.287827968597412,8.315343856811523,5.133055210113525,9.378052711486816,0.5679840464104423,0.2083128583128583,0.5307804674457429,0.2992000941065757,0.5489313051723161,0.2126273047587771,0.1737490935460478
XAI-MeteoFormer,beijing_aotizhongxin,no_revin+no_cls,4,0.0,0.01,off,default,,,1892219,226.9,3.53,0.1575528456726924,14,96,24,256,2,0.0005,4.128379821777344,8.041419982910156,64.6644287109375,25.849607467651367,0.664080023765564,1.990062952041626,2.6687240600585938,11.390626907348633,15.477469444274902,27.035490036010746,2.474045753479004,3.331881523132324,0.2439074218273162,0.6587842106819153,0.9392175674438475,2.198432207107544,3.9872562885284415,3.457461357116699,6.77455997467041,4.353058338165283,8.402474403381348,5.091484069824219,9.48020076751709,0.5823483200386753,0.1791806432125653,0.3920075125208681,0.2459440292400851,0.522440411438222,0.1899371390556521,0.1737490935460478
