model,dataset,ablation,seed,missing_rate,lambda_ent,norm_variant,width,bl_d_model,bl_d_ff,params,train_time_s,infer_time_s,best_val,epochs_run,seq_len,pred_len,d_model,n_layers,lr,MAE,RMSE,MSE,SMAPE,R2,MAE_T,RMSE_T,MAE_RH,RMSE_RH,MAPE_RH,MAE_P,RMSE_P,MAPE_P,MAE_WS,RMSE_WS,MAE_h1,RMSE_h1,MAE_h6,RMSE_h6,MAE_h12,RMSE_h12,MAE_h24,RMSE_h24,CLS_ACC,CLS_P,CLS_R,CLS_F1,CLS_AUC,CLS_AP,CLS_POSRATE
XAI-MeteoFormer,beijing_aotizhongxin,no_revin+no_fusion,3,0.0,0.01,off,default,,,1760891,285.2,3.52,0.1601166189913556,18,96,24,256,2,0.0005,4.137860298156738,8.103228569030762,65.66230773925781,26.094112396240234,0.6600920557975769,2.0299177169799805,2.664306879043579,11.68970012664795,15.65937328338623,28.18253326416016,2.1643099784851074,3.0707736015319824,0.2131641209125518,0.6675105094909668,0.9513698816299438,2.160928964614868,3.795379161834717,3.4368107318878174,6.86436939239502,4.256773471832275,8.314111709594727,5.184338569641113,9.603148460388184,0.8964587865603094,0.6299494429779429,0.9794101279910964,0.7667383668690609,0.978001005679824,0.8959153741568503,0.1737490935460478
XAI-MeteoFormer,beijing_aotizhongxin,no_revin+no_entropy,0,0.0,0.0,off,default,,,1892219,255.6,3.52,0.1564283394729066,16,96,24,256,2,0.0005,4.09857702255249,8.147110939025879,66.37541961669922,26.129541397094727,0.6639442443847656,1.9744175672531128,2.5475478172302246,11.500905990600586,15.75302505493164,27.24085807800293,2.2563369274139404,3.157981634140014,0.2223111242055893,0.6626477241516113,0.938655436038971,1.8686482906341555,3.347128391265869,3.47156286239624,6.925158500671387,4.385064601898193,8.615534782409668,5.1075615882873535,9.585763931274414,0.8982656514382402,0.6365469670233975,0.9660893155258764,0.7674370415394605,0.9758633073657942,0.8820498468816256,0.1737490935460478
XAI-MeteoFormer,beijing_aotizhongxin,no_revin+no_entropy,2,0.0,0.0,off,default,,,1892219,255.8,3.48,0.1556560170441065,16,96,24,256,2,0.0005,4.250194549560547,8.444421768188477,71.30825805664062,26.65117454528809,0.65301913022995,1.9700548648834229,2.570359230041504,12.136222839355469,16.363121032714844,29.312559127807617,2.231144905090332,3.1597909927368164,0.2198226749897003,0.6633585095405579,0.9435719847679138,1.801299214363098,3.3916401863098145,3.5951128005981445,7.201767444610596,4.576930046081543,8.946488380432129,5.364710807800293,10.111705780029297,0.9008158085569252,0.6434533913083916,0.9624721758486366,0.7712760768684067,0.9753103914395826,0.8800699344917615,0.1737490935460478
XAI-MeteoFormer,beijing_aotizhongxin,no_revin+no_entropy,4,0.0,0.0,off,default,,,1892219,286.6,3.5,0.1575194733057326,18,96,24,256,2,0.0005,4.053160667419434,8.10501766204834,65.6913070678711,26.22543907165528,0.6624097228050232,1.925360321998596,2.5486068725585938,11.413962364196776,15.675997734069824,26.97393798828125,2.206516742706299,3.104331016540528,0.2173324078321457,0.6668042540550232,0.9466129541397096,1.7791365385055542,3.4335196018218994,3.385283231735229,6.769814968109131,4.216334819793701,8.292486190795898,5.154556274414063,9.821093559265137,0.9084300217548948,0.6669203387750092,0.9448734001112966,0.7819304330306388,0.9746513592808564,0.8810036243749265,0.1737490935460478
XAI-MeteoFormer,beijing_aotizhongxin,no_revin+no_cls,1,0.0,0.01,off,default,,,1892219,239.4,3.5,0.1567085829981667,15,96,24,256,2,0.0005,4.07280969619751,8.125569343566895,66.02487182617188,25.9064884185791,0.6638651490211487,1.9316983222961424,2.5670831203460693,11.50591278076172,15.709453582763672,26.92819023132324,2.18292498588562,3.136547565460205,0.2149764746427536,0.6707080006599426,0.9406039714813232,1.7154499292373655,3.4070065021514893,3.394395112991333,6.794694900512695,4.299272537231445,8.399953842163086,5.098907947540283,9.572388648986816,0.488856659415035,0.1672546962906455,0.4880356149137451,0.2491300333783112,0.4838800839973621,0.1638840961916887,0.1737490935460478
XAI-MeteoFormer,beijing_aotizhongxin,no_revin+no_cls,3,0.0,0.01,off,default,,,1892219,286.6,3.5,0.1567020273319486,18,96,24,256,2,0.0005,4.123614311218262,8.120561599731445,65.94351959228516,26.550966262817383,0.6613160967826843,2.0561978816986084,2.692939281463623,11.43763256072998,15.655768394470217,26.98472785949707,2.338391065597534,3.2451534271240234,0.2303736954927444,0.662237286567688,0.9423612356185912,1.781148910522461,3.332480192184448,3.472220659255981,6.905698776245117,4.324253082275391,8.354476928710938,5.149431228637695,9.667140007019045,0.4760091854000483,0.153709191721237,0.4473775737340011,0.2288057205877121,0.4479176199370944,0.1480238733977935,0.1737490935460478
XAI-MeteoFormer,jena,no_revin+no_multiscale,1,0.0,0.01,off,default,,,1755512,422.0,6.64,0.1456326544079451,17,96,24,256,2,0.0005,3.046790361404419,5.254288673400879,27.6075496673584,21.90239524841309,0.68204665184021,1.943255424499512,2.55157732963562,7.138355731964111,9.599297523498535,10.3450345993042,2.244593858718872,3.2101192474365234,0.2265695184469223,0.8609580397605896,1.2117156982421875,1.304202675819397,2.08715558052063,2.533144235610962,4.589105606079102,3.206198215484619,5.490671157836914,3.848088502883911,6.106116771697998,0.9215709184162592,0.4779716144293318,0.9393184742456316,0.6335577609495948,0.9783533207924016,0.7736301652863352,0.0721796807592752
XAI-MeteoFormer,jena,no_revin+no_multiscale,3,0.0,0.01,off,default,,,1755512,380.8,6.0,0.1450701390328089,15,96,24,256,2,0.0005,3.043067455291748,5.246426582336426,27.52499389648437,21.913209915161133,0.6851605176925659,1.9436914920806885,2.5186102390289307,7.202622413635254,9.608860969543455,10.371245384216309,2.178290843963623,3.1576151847839355,0.2200213968753814,0.847662627696991,1.206580638885498,1.2838948965072632,2.1202540397644043,2.552800178527832,4.62902307510376,3.2301025390625,5.59284257888794,3.837052822113037,6.0942864418029785,0.920911825328348,0.4757263157894736,0.937907275972274,0.6312628329585295,0.9781297425495106,0.7842293320017597,0.0721796807592752
XAI-MeteoFormer,jena,no_revin+no_var_attn,0,0.0,0.01,off,default,,,1892475,616.5,7.03,0.1449268102996082,18,96,24,256,2,0.0005,3.026484251022339,5.275092124938965,27.826595306396484,21.31009864807129,0.681915819644928,1.9318945407867432,2.561179876327514,7.200777530670166,9.67359447479248,10.351828575134276,2.1236989498138428,3.1133153438568115,0.2144313603639602,0.8495686650276184,1.2147310972213743,1.120516657829285,1.9732823371887207,2.498873233795166,4.581693172454834,3.256553649902344,5.58342981338501,3.9052772521972656,6.260223388671875,0.9496153293068738,0.611885208083418,0.8256755074087909,0.7028831884672462,0.9769484067125428,0.7854007744557984,0.0721796807592752
XAI-MeteoFormer,jena,no_revin+no_var_attn,2,0.0,0.01,off,default,,,1892475,649.7,6.97,0.1466297387707117,19,96,24,256,2,0.0005,3.217376708984375,5.582960605621338,31.16945075988769,22.31590461730957,0.6696079969406128,1.916020154953003,2.50553297996521,7.899499416351318,10.344114303588867,11.729390144348145,2.204258918762207,3.150453567504883,0.222676008939743,0.849729597568512,1.2141152620315552,1.3950417041778564,2.350348711013794,2.6687498092651367,4.780681133270264,3.415600061416626,5.874466419219971,4.08582878112793,6.5693888664245605,0.9253726871824368,0.4909026122976193,0.9149130452828622,0.6389645776566758,0.9773964770800794,0.7873568716041092,0.0721796807592752
XAI-MeteoFormer,jena,no_revin+no_var_attn,4,0.0,0.01,off,default,,,1892475,615.7,7.0,0.1453662497251815,18,96,24,256,2,0.0005,3.081791877746582,5.236537933349609,27.421327590942383,21.565996170043945,0.6811539530754089,2.0414884090423584,2.657050132751465,7.149361610412598,9.52218246459961,10.442957878112791,2.2678725719451904,3.23872709274292,0.2289417684078216,0.8684413433074951,1.2099950313568115,1.4237442016601562,2.2226369380950928,2.6456923484802246,4.639139175415039,3.2048909664154053,5.407968521118164,3.871680736541748,6.178251266479492,0.9465595340811044,0.5887611749680716,0.8610384759058648,0.6993325242718447,0.9792316996680028,0.8033470104588387,0.0721796807592752
XAI-MeteoFormer,jena,no_revin+no_temp_attn,1,0.0,0.01,off,default,,,1892475,573.1,6.96,0.146812612759121,17,96,24,256,2,0.0005,3.0594828128814697,5.336660861968994,28.47994804382324,21.669384002685547,0.6834565997123718,1.9417238235473635,2.5379889011383057,7.255905628204346,9.81312370300293,10.41645336151123,2.1887741088867188,3.1207287311553955,0.2210990786552429,0.851524293422699,1.2008684873580933,1.3819409608840942,2.273833036422729,2.6484172344207764,4.791802883148193,3.179734468460083,5.489109992980957,3.8314785957336426,6.197611331939697,0.935459807305148,0.531217863963567,0.9005105217283028,0.6682374682374682,0.9785465191344476,0.7880055493536844,0.0721796807592752
XAI-MeteoFormer,jena,no_revin+no_temp_attn,3,0.0,0.01,off,default,,,1892475,539.5,6.96,0.1437686490408139,16,96,24,256,2,0.0005,3.00688910484314,5.192240238189697,26.959360122680664,21.873035430908203,0.6865419149398804,1.918482780456543,2.5223796367645264,7.088718414306641,9.497506141662598,10.25901222229004,2.1571075916290283,3.1315255165100098,0.2179214507341385,0.8632481098175049,1.2107661962509155,1.1590677499771118,2.017159938812256,2.4741885662078857,4.461727142333984,3.161926984786988,5.394659042358398,3.88450026512146,6.2172627449035645,0.9164839181286548,0.4616507215826171,0.9453368198231852,0.6203543559084286,0.9795448434825968,0.797909193951367,0.0721796807592752
XAI-MeteoFormer,jena,no_revin+no_fusion,0,0.0,0.01,off,default,,,1761147,682.3,7.03,0.1480288596359839,20,96,24,256,2,0.0005,3.0937488079071045,5.396238803863525,29.11939239501953,21.61208915710449,0.6761733889579773,1.9779733419418333,2.612877607345581,7.393467426300049,9.91900634765625,10.798038482666016,2.143768310546875,3.128873825073242,0.2165437936782837,0.8597860932350159,1.2140498161315918,1.1164870262145996,1.904184103012085,2.564671039581299,4.654066562652588,3.3242223262786865,5.752603054046631,4.006984233856201,6.433992862701416,0.9550618349151568,0.663302323910779,0.7664881915909185,0.7111718719913737,0.9760305410823,0.7788359458203179,0.0721796807592752
