model,dataset,ablation,seed,missing_rate,lambda_ent,norm_variant,width,loss,aug_block,bl_d_model,bl_d_ff,params,train_time_s,infer_time_s,best_val,epochs_run,seq_len,pred_len,d_model,n_layers,lr,MAE,RMSE,MSE,SMAPE,R2,MAE_T,RMSE_T,MAE_RH,RMSE_RH,MAPE_RH,MAE_P,RMSE_P,MAPE_P,MAE_WS,RMSE_WS,MAE_h1,RMSE_h1,MAE_h6,RMSE_h6,MAE_h12,RMSE_h12,MAE_h24,RMSE_h24,CLS_ACC,CLS_P,CLS_R,CLS_F1,CLS_AUC,CLS_AP,CLS_POSRATE
iTransformer,jena,full,1,0.0,0.0,off,default,mse,0.0,,,1611032,161.1,2.78,0.3853624224247718,11,96,24,256,2,0.0005,3.303755044937134,5.543114185333252,30.72611618041992,23.073484420776367,0.6319571733474731,2.1887989044189453,2.8747191429138184,7.533982276916504,9.989302635192873,11.0747709274292,2.5682106018066406,3.62789535522461,0.2594566643238067,0.924029529094696,1.3010426759719849,1.3385629653930664,2.28556227684021,2.7724502086639404,4.81992244720459,3.521315336227417,5.791813850402832,4.170632839202881,6.557503700256348,0.6610853465631291,0.1755746330656327,0.9999584941684306,0.2987025063386874,0.9679862775975934,0.6915998822670529,0.0721796807592752
iTransformer,jena,full,3,0.0,0.0,off,default,mse,0.0,,,1611032,164.0,2.78,0.3863093200744054,11,96,24,256,2,0.0005,3.3001277446746826,5.535514831542969,30.64192581176757,23.16590690612793,0.6335886716842651,2.220427989959717,2.9204440116882324,7.496645927429199,9.967403411865234,10.884917259216309,2.560305595397949,3.607151985168457,0.2586303055286407,0.923133671283722,1.295401930809021,1.2673890590667725,2.204655885696411,2.758798837661743,4.808157444000244,3.5265355110168457,5.771633148193359,4.203019618988037,6.568687438964844,0.6605970185025405,0.1753474117912544,0.9997924708421532,0.2983662195137057,0.9671262010837542,0.6928376989331285,0.0721796807592752
DLinear,jena,full,0,0.0,0.0,off,default,mse,0.0,,,4656,86.4,2.66,0.3970091834709742,13,96,24,256,2,0.0005,3.4503984451293945,5.748910427093506,33.04996871948242,23.07547187805176,0.6198660135269165,2.2098820209503174,2.9296083450317383,7.724146842956543,10.266544342041016,11.473261833190918,2.9509387016296387,4.072283744812012,0.2980278730392456,0.9166286587715148,1.277429699897766,0.9847484230995178,1.813346266746521,2.993299961090088,5.107302188873291,3.798942804336548,6.165234088897705,4.23699426651001,6.579771995544434,0.6594196385773176,0.1746015603434499,0.997634167600548,0.2971901950480665,0.963212688757996,0.6906951888786823,0.0721796807592752
DLinear,jena,full,2,0.0,0.0,off,default,mse,0.0,,,4656,95.8,2.98,0.3977703037567033,14,96,24,256,2,0.0005,3.443413496017456,5.734835147857666,32.888336181640625,23.03060913085937,0.6205114126205444,2.1911418437957764,2.899500608444214,7.680397510528564,10.219776153564451,11.389493942260742,2.9889402389526367,4.132587909698486,0.3018601238727569,0.9131777882575988,1.274401307106018,0.9290382266044616,1.7619760036468506,3.0074055194854736,5.1110615730285645,3.780462265014648,6.141948223114014,4.243000984191895,6.570802688598633,0.655099582973828,0.172899748472871,0.9985888017266424,0.2947630219978804,0.9642367937117782,0.6918939497206383,0.0721796807592752
DLinear,jena,full,4,0.0,0.0,off,default,mse,0.0,,,4656,109.3,2.85,0.3970912417812235,16,96,24,256,2,0.0005,3.4408090114593506,5.727258682250977,32.80149459838867,23.09173583984375,0.6208913326263428,2.200355529785156,2.9053843021392822,7.682147026062012,10.211674690246582,11.38426113128662,2.9666337966918945,4.105893135070801,0.2995859980583191,0.9141011834144592,1.2759637832641602,0.9174728393554688,1.731805682182312,3.023014545440674,5.109955787658691,3.811328887939453,6.150327682495117,4.221633434295654,6.570805549621582,0.6549168344358163,0.1727534649125958,0.9979662142531026,0.2945233166333892,0.96509705637927,0.6947286567213004,0.0721796807592752
DLinear,beijing_aotizhongxin,full,1,0.0,0.0,off,default,mse,0.0,,,4656,125.0,2.05,0.4161560902086584,35,96,24,256,2,0.0005,4.406538963317871,8.35932445526123,69.87831115722656,27.971410751342773,0.6257115006446838,2.0867035388946533,2.681702852249145,11.982712745666504,15.997937202453612,29.69411277770996,2.844630002975464,3.925118923187256,0.2801546454429626,0.7121108770370483,0.9905696511268616,1.4715591669082642,3.002612590789795,3.850540399551392,7.2915730476379395,4.8236517906188965,8.905152320861816,5.352691173553467,9.678081512451172,0.697836596567561,0.3650862178429032,1.0,0.5348910758469295,0.9714529342589182,0.865165098212488,0.1737490935460478
DLinear,beijing_aotizhongxin,full,3,0.0,0.0,off,default,mse,0.0,,,4656,53.8,1.81,0.416453564364121,16,96,24,256,2,0.0005,4.412198066711426,8.36596965789795,69.98944854736328,28.01531791687012,0.6253901124000549,2.0891005992889404,2.68362045288086,11.999279022216797,16.010766983032227,29.76588249206543,2.848048686981201,3.928078413009644,0.2804982364177704,0.7123640775680542,0.9907391667366028,1.465949535369873,3.000328302383423,3.8602871894836426,7.307964324951172,4.835958003997803,8.9115629196167,5.363935947418213,9.673168182373049,0.6984650713077108,0.3655689764780674,1.0,0.5354090240405207,0.9714893820036364,0.8650908839446112,0.1737490935460478
LSTM,beijing_aotizhongxin,full,0,0.0,0.0,on,default,mse,0.0,,,833668,74.0,2.07,0.4082873462222831,10,96,24,256,2,0.0005,4.315348148345947,8.061925888061523,64.9946517944336,27.702924728393555,0.6420947313308716,2.301506519317627,3.002460479736328,11.686959266662598,15.412596702575684,26.33748435974121,2.56460952758789,3.529465436935425,0.2526755332946777,0.7083103656768799,0.9790827631950378,2.6794888973236084,4.801490783691406,3.740155458450317,7.011603355407715,4.41135835647583,8.219822883605957,5.293675422668457,9.509880065917969,0.7054568527918782,0.3710270605086911,1.0,0.5412395877453057,0.968901812798976,0.8509921644598015,0.1737490935460478
LSTM,beijing_aotizhongxin,full,2,0.0,0.0,on,default,mse,0.0,,,833668,73.3,2.03,0.4143919977407593,10,96,24,256,2,0.0005,4.211664199829102,7.976726531982422,63.62816619873047,27.10672378540039,0.6477880477905273,2.16455602645874,2.8313651084899902,11.464343070983888,15.27308177947998,26.672435760498047,2.525457859039306,3.504053831100464,0.2487996071577072,0.6922996640205383,0.9749647378921508,2.5521605014801025,4.687854766845703,3.609230995178223,6.862501621246338,4.271380424499512,8.143402099609375,5.22177791595459,9.419909477233888,0.7013657239545564,0.3678137392861711,1.0,0.5378126110622697,0.9703265088399436,0.8534402896450023,0.1737490935460478
LSTM,beijing_aotizhongxin,full,4,0.0,0.0,on,default,mse,0.0,,,833668,73.5,2.07,0.4143727828275851,10,96,24,256,2,0.0005,4.2766523361206055,8.010326385498047,64.16532135009766,27.50033187866211,0.6394921541213989,2.216637134552002,2.900388479232788,11.570691108703612,15.315061569213867,26.38254165649414,2.593878507614136,3.5664584636688232,0.2556209564208984,0.7253996133804321,0.9891340136528016,2.6070563793182373,4.695693492889404,3.651792049407959,6.854584217071533,4.392918586730957,8.246283531188965,5.254685401916504,9.39120101928711,0.7047075175247765,0.3704343120708092,1.0,0.540608635974767,0.9696541590036696,0.8487372801918103,0.1737490935460478
