model,dataset,ablation,seed,missing_rate,params,train_time_s,infer_time_s,best_val,epochs_run,seq_len,pred_len,d_model,n_layers,lr,lambda_ent,MAE,RMSE,MSE,SMAPE,R2,MAE_T,RMSE_T,MAE_RH,RMSE_RH,MAPE_RH,MAE_P,RMSE_P,MAPE_P,MAE_WS,RMSE_WS,MAE_h1,RMSE_h1,MAE_h6,RMSE_h6,MAE_h12,RMSE_h12,MAE_h24,RMSE_h24,CLS_ACC,CLS_P,CLS_R,CLS_F1,CLS_AUC,CLS_AP,CLS_POSRATE
TFT,beijing_aotizhongxin,full,1,0.0,0.0,3540960.0,431.4,6.19,0.1964226211766278,10,96,24,256,2.0,0.0005,4.768423080444336,8.555381774902344,73.19454956054688,28.804502487182617,0.610977828502655,3.0619373321533203,3.88544225692749,12.139089584350586,16.053627014160156,27.106189727783203,3.1728675365448,4.360264301300049,0.3123522698879242,0.6997978687286377,0.975036323070526,3.320535659790039,5.640007972717285,4.184515953063965,7.393013000488281,4.8993682861328125,8.775687217712402,5.730279445648193,10.042712211608888,0.7309584239787286,0.3923955618031198,1.0,0.5636265621171281,0.9652844362985826,0.8320267932368964,0.1737490935460478
TFT,beijing_aotizhongxin,full,2,0.0,0.0,3540960.0,431.5,6.24,0.1835050789926972,10,96,24,256,2.0,0.0005,4.515315532684326,8.302329063415527,68.92866516113281,27.869384765625,0.6275020837783813,2.875661611557007,3.688618659973145,11.691824913024902,15.710410118103027,29.28842544555664,2.7827327251434326,3.7865593433380127,0.2743774056434631,0.7110428214073181,0.976612150669098,3.076364040374756,5.289525508880615,3.920553207397461,7.128603458404541,4.653677940368652,8.516845703125,5.39831018447876,9.798057556152344,0.72595479816292,0.3880109580167609,1.0,0.5590891855366397,0.971734678389538,0.8604994792890222,0.1737490935460478
TFT,beijing_aotizhongxin,full,3,0.0,0.0,3540960.0,388.9,5.96,0.1989487650333198,9,96,24,256,2.0,0.0005,4.826897621154785,8.514898300170898,72.50349426269531,28.39311981201172,0.6063407063484192,2.84363341331482,3.693105459213257,12.293070793151855,15.93675422668457,28.66761016845703,3.4720585346221924,4.629019737243652,0.3420770764350891,0.6988271474838257,0.9832828640937804,3.6800637245178223,6.23441743850708,4.327061653137207,7.561141014099121,4.89675760269165,8.663320541381836,5.640528202056885,9.7777738571167,0.725821851583273,0.3878957948275164,1.0,0.5589696233292831,0.9633705917000498,0.8278839320671187,0.1737490935460478
TFT,beijing_aotizhongxin,full,4,0.0,0.0,3540960.0,439.3,6.25,0.1949833658748508,10,96,24,256,2.0,0.0005,4.81538200378418,8.586936950683594,73.73548126220703,28.771669387817383,0.6116084456443787,3.201571226119995,4.053962230682373,12.482672691345217,16.189552307128906,28.541683197021484,2.881043672561645,3.9296600818634033,0.2837706804275512,0.6962384581565857,0.9815360903739928,3.4316108226776123,5.901515960693359,4.158710479736328,7.424463272094727,4.930495262145996,8.761951446533203,5.71228551864624,9.9512300491333,0.7296773023930384,0.3912635231679934,1.0,0.5624578185979635,0.9688329387244006,0.8464642757820998,0.1737490935460478
TimesNet,beijing_aotizhongxin,full,0,0.0,0.0,1186378.0,435.7,4.99,0.1833602815452915,10,96,24,256,2.0,0.0005,4.399256706237793,8.16474723815918,66.66309356689453,27.73811721801757,0.636101245880127,2.861080408096313,3.65378475189209,11.47715187072754,15.4660062789917,26.89494514465332,2.5813686847686768,3.62788462638855,0.2541992962360382,0.6774210333824158,0.9712429642677308,2.815223932266236,4.917468547821045,3.781934976577759,6.994403839111328,4.545453071594238,8.375628471374512,5.339335918426514,9.706018447875977,0.7292603335750544,0.3908964842156783,1.0,0.5620784704709402,0.970869986435014,0.8519553792616027,0.1737490935460478
TimesNet,beijing_aotizhongxin,full,1,0.0,0.0,1186378.0,378.8,5.0,0.1817680687143417,9,96,24,256,2.0,0.0005,4.4514689445495605,8.26809310913086,68.36135864257812,27.543262481689453,0.6299123764038086,2.683876276016236,3.451954841613769,11.75002384185791,15.703457832336426,27.5728759765625,2.690170764923096,3.7378251552581774,0.2649979591369629,0.6818071603775024,0.9795024394989014,2.9982895851135254,5.368524074554443,3.871328830718994,7.134590148925781,4.528800487518311,8.402928352355957,5.469146728515625,9.798166275024414,0.7250664732898235,0.3872427540135761,1.0,0.5582912621359223,0.9705224586320672,0.8443911697678758,0.1737490935460478
TimesNet,beijing_aotizhongxin,full,2,0.0,0.0,1186378.0,380.1,5.07,0.1791682555228867,9,96,24,256,2.0,0.0005,4.441146373748779,8.309541702270508,69.04847717285156,27.30301856994629,0.6275232434272766,2.6797850131988525,3.464484453201294,11.719159126281738,15.799630165100098,27.778928756713867,2.679199457168579,3.687245607376098,0.2638952434062958,0.6864435076713562,0.9834385514259338,2.8756356239318848,5.12752103805542,3.847511291503906,7.200814723968506,4.553545475006104,8.486716270446777,5.387672424316406,9.801505088806152,0.7105209088711627,0.3750831648294305,1.0,0.5455425161516787,0.971582688927103,0.855099365460106,0.1737490935460478
TimesNet,beijing_aotizhongxin,full,3,0.0,0.0,1186378.0,487.6,5.07,0.1790344613665566,11,96,24,256,2.0,0.0005,4.38035774230957,8.296577453613281,68.83319091796875,27.292951583862305,0.6315179467201233,2.638963460922241,3.399009943008423,11.686379432678224,15.820636749267578,28.562885284423828,2.508168458938598,3.539149284362793,0.2469955086708068,0.6879161596298218,0.9804980754852296,2.6300270557403564,4.656743049621582,3.678832292556762,6.9836955070495605,4.536895275115967,8.568735122680664,5.317941188812256,9.746352195739746,0.7243171380227218,0.3865971064379067,1.0,0.557619952678329,0.9735654915439717,0.8652759735149601,0.1737490935460478
TimesNet,beijing_aotizhongxin,full,4,0.0,0.0,1186378.0,385.0,5.01,0.1789453035351939,9,96,24,256,2.0,0.0005,4.457533836364746,8.32751750946045,69.34754943847656,27.42379379272461,0.6281352043151855,2.7046539783477783,3.531249761581421,11.80146312713623,15.82046604156494,28.06195831298828,2.63874888420105,3.697902202606201,0.2598747611045837,0.6852704286575317,0.9791933298110962,2.881662368774414,5.233882904052734,3.8230717182159424,7.187170028686523,4.544478416442871,8.476634979248047,5.424070358276367,9.803898811340332,0.7121102248005802,0.3763744894753377,1.0,0.5469070988358822,0.9714950260768188,0.856884235760823,0.1737490935460478
Crossformer,beijing_aotizhongxin,full,0,0.0,0.0,1694628.0,636.0,4.77,0.1744053284300792,11,96,24,256,2.0,0.0005,4.35306978225708,8.118216514587402,65.90544128417969,27.730262756347656,0.6578512191772461,3.1229851245880127,3.982043504714966,11.369830131530762,15.392457008361816,28.33455467224121,2.27093243598938,3.15850830078125,0.2237331867218017,0.6485341191291809,0.928013563156128,2.2320432662963867,3.759466648101807,3.8359375,7.065056324005127,4.518184185028076,8.4088716506958,5.307395458221436,9.46968936920166,0.7487370074933527,0.4088097709402681,1.0,0.5803619187953534,0.976749760722636,0.8895254928810711,0.1737490935460478
Crossformer,beijing_aotizhongxin,full,1,0.0,0.0,1694628.0,905.5,4.88,0.1765343124777791,16,96,24,256,2.0,0.0005,4.329830646514893,8.193702697753906,67.13675689697266,28.179845809936523,0.6414514780044556,3.368088722229004,4.164215087890625,11.050997734069824,15.488093376159668,27.903854370117188,2.248819589614868,3.226602554321289,0.221363753080368,0.6514109373092651,0.9562248587608336,2.284210205078125,3.671624660491944,3.669261693954468,6.780459880828857,4.502111911773682,8.509628295898438,5.36531925201416,9.93461799621582,0.7455765047135605,0.4057788944723618,0.9998260990539788,0.5772721796056066,0.9752815103345288,0.8792056598012579,0.1737490935460478
Crossformer,beijing_aotizhongxin,full,2,0.0,0.0,1694628.0,600.0,4.53,0.1719027865124832,11,96,24,256,2.0,0.0005,4.210739135742188,7.838041305541992,61.43489074707031,27.169788360595703,0.6650685667991638,2.9729936122894287,3.742992401123047,11.070307731628418,14.882197380065918,26.89852333068848,2.148421287536621,3.061155319213867,0.2116465270519256,0.6512358784675598,0.9375962018966676,2.052969455718994,3.470398664474488,3.5424745082855225,6.58445405960083,4.438625812530518,8.2504243850708,5.225689888000488,9.269097328186035,0.757771331883007,0.4176884188506014,1.0,0.5892527769807763,0.9778069315219894,0.8944940738785307,0.1737490935460478
Crossformer,beijing_aotizhongxin,full,3,0.0,0.0,1694628.0,742.5,4.72,0.1669095952425659,13,96,24,256,2.0,0.0005,4.121750354766846,7.805984973907471,60.93339920043945,27.14649772644043,0.6665126085281372,2.93682861328125,3.677371025085449,10.72033977508545,14.819062232971191,26.33034896850586,2.182934761047364,3.119215488433838,0.214869737625122,0.6468960642814636,0.9362091422080994,2.0505118370056152,3.4545907974243164,3.5346779823303223,6.6505327224731445,4.315552234649658,8.086339950561523,5.175332069396973,9.4305419921875,0.7480178873579889,0.4081192334989354,1.0,0.5796657325457149,0.976568923859839,0.890280056711036,0.1737490935460478
Crossformer,beijing_aotizhongxin,full,4,0.0,0.0,1694628.0,802.8,4.63,0.1705413783348025,15,96,24,256,2.0,0.0005,4.219572067260742,8.055079460144043,64.88430786132812,27.31448745727539,0.6561559438705444,2.8124489784240723,3.602434635162353,11.226656913757324,15.355609893798828,26.52231788635254,2.185572862625122,3.141854763031006,0.2150869071483612,0.6536078453063965,0.9453518986701964,2.003610134124756,3.4601845741271973,3.4916439056396484,6.638617992401123,4.402997016906738,8.442394256591797,5.329802513122559,9.66706371307373,0.7330795262267343,0.394284303776638,1.0,0.5655723193736846,0.9773614334653252,0.8926816366641209,0.1737490935460478
XAI-MeteoFormer,beijing_aotizhongxin,no_revin,0,0.0,1892219.0,229.3,3.2,0.1590210443705206,16.0,96,24,256,2,0.0005,0.01,4.188625335693359,8.260855674743652,68.24173736572266,26.52281188964844,0.6598712205886841,2.060049772262573,2.6960785388946533,11.746868133544922,15.960321426391602,27.72406005859375,2.2811920642852783,3.175980806350708,0.2247096449136734,0.6663928627967834,0.937786102294922,2.012634038925171,3.7066304683685294,3.557393789291382,6.925715923309326,4.405010223388672,8.656913757324219,5.189785480499268,9.755741119384766,0.8957396664249456,0.6294378531709404,0.9724193099610462,0.7642098645638299,0.9747997138512896,0.8743601755940705,0.1737490935460478
XAI-MeteoFormer,beijing_aotizhongxin,no_revin,1,0.0,1892219.0,303.2,3.18,0.1576750565409343,21.0,96,24,256,2,0.0005,0.01,4.188346862792969,8.236849784851074,67.84568786621094,26.97481155395508,0.6595627665519714,2.071371793746948,2.629425048828125,11.774564743041992,15.934842109680176,27.86673927307129,2.245107889175415,3.1081314086914062,0.2214058339595794,0.6623412370681763,0.9429863095283508,1.884510397911072,3.5121843814849854,3.447458982467652,6.811384677886963,4.384128093719482,8.45970344543457,5.249899387359619,9.880104064941406,0.9247703649987914,0.7224693649190798,0.9207011686143572,0.8096279418286361,0.9764027640547536,0.8871378711822151,0.1737490935460478
XAI-MeteoFormer,beijing_aotizhongxin,no_revin,2,0.0,1892219.0,260.0,3.2,0.1597035905675688,18.0,96,24,256,2,0.0005,0.01,4.1526641845703125,8.196582794189453,67.18396759033203,26.91103744506836,0.6614561676979065,2.02210021018982,2.6380209922790527,11.709671020507812,15.849165916442873,26.932796478271484,2.219868898391724,3.113718748092652,0.2187375277280807,0.6590189337730408,0.9409759640693665,1.6856619119644165,3.299386739730835,3.4289846420288086,6.788190841674805,4.343175888061523,8.342079162597656,5.3066606521606445,9.97175121307373,0.8887962291515591,0.6131790744466801,0.975132164718976,0.7529136903163435,0.9757460240694292,0.8814708356161918,0.1737490935460478
XAI-MeteoFormer,beijing_aotizhongxin,no_revin,3,0.0,1892219.0,303.6,3.22,0.1594341710926967,21.0,96,24,256,2,0.0005,0.01,4.113217353820801,8.245290756225586,67.98481750488281,26.536386489868164,0.6569384336471558,1.970464110374451,2.5646860599517822,11.577861785888672,15.961660385131836,27.51851463317871,2.234100341796875,3.112126588821411,0.2202250063419342,0.6704416275024414,0.9495657086372375,1.7304401397705078,3.3714029788970947,3.3639519214630127,6.685825347900391,4.352476119995117,8.582586288452148,5.165927410125732,9.717293739318848,0.907251631617114,0.6613928623031354,0.9552378964941568,0.781610176726714,0.9744195961553408,0.8742316638197054,0.1737490935460478
XAI-MeteoFormer,beijing_aotizhongxin,no_revin,4,0.0,1892219.0,303.5,3.19,0.16013463890355423,21.0,96,24,256,2,0.0005,0.01,4.109862804412842,8.139829635620117,66.25682830810547,26.521488189697266,0.6552916765213013,1.9698704481124878,2.5926969051361084,11.531360626220703,15.731316566467285,27.488527297973633,2.2636942863464355,3.1480863094329834,0.22305604815483093,0.674528956413269,0.9594438076019287,1.8969318866729736,3.5456886291503906,3.4410312175750732,6.907730579376221,4.264841079711914,8.346565246582031,5.124127388000488,9.616223335266113,0.9112098138747885,0.67609409053333,0.9386825264329438,0.7860377743152132,0.974711801204725,0.8808015029427007,0.17374909354604787
